"","name","pweight_x","pweight_y","pop11","number_lsoa","type","number_oa","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osm_nm"
"1874","Lerwick",446780.915205519,1141087.07832711,6958,NA,"locality",65,447462.831989284,1141524.47639555,"town",810.140463287766,"Lerwick"
"1875","Leslie",324589.245830554,701666.909606404,2998,NA,"locality",27,324589.245830554,701666.909606404,"Origin",NA,NA
"1876","Lesmahagow",281360.779676674,639758.18221709,4330,NA,"locality",36,281293.530007537,640002.351467738,"town",253.261013503539,"Lesmahagow"
"1877","Letham",352783.88776797,748672.8814628,1586,NA,"locality",12,352814.8184566,748971.771863572,"townhall",300.486570702476,NA
"1878","Leuchars",345631.693095768,721369.856124722,2245,NA,"locality",17,345515.802041395,721364.455794059,"town",116.016809363516,"Leuchars"
"1879","Leven",337722.540981786,701328.508107508,9004,NA,"locality",84,338236.316513748,700760.88924187,"town",765.608564392354,"Leven"
"1880","Lhanbryde",327571.130306022,861308.435340573,2026,NA,"locality",16,327571.130306022,861308.435340573,"Origin",NA,NA
"1881","Liff",333684.837292162,733011.019002375,842,NA,"locality",7,333684.837292162,733011.019002375,"Origin",NA,NA
"1882","Limekilns",307621.744371823,683387.733478577,1377,NA,"locality",13,307621.744371823,683387.733478577,"Origin",NA,NA
"1883","Linlithgow",299994.844005348,677006.74015748,13462,NA,"locality",104,299994.844005348,677006.74015748,"Origin",NA,NA
"1884","Linwood",243385.975323012,664621.030147829,8591,NA,"locality",78,243446.63426554,664386.3551177,"town",242.387864949488,"Linwood"
"1885","Livingston",304845.531233894,667729.826725195,56269,NA,"locality",418,304629.712949626,667128.12720667,"town",639.233793237831,"Livingston"
"1886","Loanhead",327713.351604703,665637.708134732,6294,NA,"locality",56,328225.966995868,665588.314608977,"town",514.989572366049,"Loanhead"
"1887","Loans",234507.432080925,631764.815028902,692,NA,"locality",6,234507.432080925,631764.815028902,"Origin",NA,NA
"1888","Locharbriggs",299246.244735533,579372.264964351,6031,NA,"locality",50,299246.244735533,579372.264964351,"Origin",NA,NA
"1889","Lochgelly and Lumphinnans",318547.37126165,693480.935039644,7189,NA,"locality",64,318679.939133311,693727.885498076,"town",280.283373599963,"Lochgelly"
"1890","Lochgilphead",186367.606187291,688109.18854515,2392,NA,"locality",21,186229.773198393,688053.378494798,"town",148.703377731345,"Lochgilphead"
"1891","Lochmaben",308163.46961895,582774.467044284,1942,NA,"locality",17,308245.861980852,582687.166612567,"town",120.041104117449,"Lochmaben"
"1892","Lochwinnoch",235290.550347222,659041.062152778,2880,NA,"locality",24,235290.550347222,659041.062152778,"Origin",NA,NA
"1893","Lockerbie",313684.040821087,581786.456729648,4287,NA,"locality",35,313742.451083462,582288.344959506,"town",505.275720790343,"Lockerbie"
"1894","Logan",258969.484920635,620715.830952381,1260,NA,"locality",12,258969.484920635,620715.830952381,"Origin",NA,NA
"1895","Longforgan",330926.19852338,729872.148482363,1219,NA,"locality",9,330926.19852338,729872.148482363,"Origin",NA,NA
"1896","Longniddry",343917.276527331,676127.525321543,2488,NA,"locality",21,343917.276527331,676127.525321543,"Origin",NA,NA
"1897","Longridge",294976.493909192,662432.647840532,903,NA,"locality",7,294976.493909192,662432.647840532,"Origin",NA,NA
"1898","Longside",403486.94002181,847426.033805889,917,NA,"locality",7,403486.94002181,847426.033805889,"Origin",NA,NA
"1899","Lossiemouth",323018.48825438,870323.805970149,7705,NA,"locality",62,323767.459244901,870977.965597972,"town",994.425644940469,"Lossiemouth"
"1900","Lower Largo and Lundin Links",341471.844736842,702774.564736842,1900,NA,"locality",20,341471.844736842,702774.564736842,"Origin",NA,NA
"1901","Lumphanan",358411.378378378,804430.264864865,555,NA,"locality",4,358411.378378378,804430.264864865,"Origin",NA,NA
"1902","Luncarty",309725.264298615,729721.49307646,1661,NA,"locality",14,309725.264298615,729721.49307646,"Origin",NA,NA
"1903","Macduff",370806.620603642,864307.832377151,4009,NA,"locality",34,370604.447771549,864589.269884272,"town",346.526946211652,"Macduff"
"1904","Macmerry",343534.842379182,672361.301858736,1345,NA,"locality",11,343534.842379182,672361.301858736,"Origin",NA,NA
"1905","Maddiston",293856.997418522,676724.736689255,3099,NA,"locality",26,293856.997418522,676724.736689255,"Origin",NA,NA
"1906","Mallaig",167887.869727047,797004.069478908,806,NA,"locality",7,167887.869727047,797004.069478908,"Origin",NA,NA
"1907","Markinch",329580.744787323,701684.196830692,2398,NA,"locality",23,329839.339689896,701727.961930521,"town",262.272201347829,"Markinch"
"1908","Maryburgh",254039.832340426,856379.214468085,1175,NA,"locality",9,254039.832340426,856379.214468085,"Origin",NA,NA
"1909","Mauchline",249900.340814833,627231.799707246,4099,NA,"locality",33,249882.957391156,627265.43288436,"town",37.8599263275815,"Mauchline"
"1910","Maud",392242.737704918,847881.789227166,854,NA,"locality",8,392242.737704918,847881.789227166,"Origin",NA,NA
"1911","Maxwellheugh",372831.947540984,633199.957377049,1220,NA,"locality",11,372831.947540984,633199.957377049,"Origin",NA,NA
"1912","Maybole",229857.571008403,609963.221428571,4760,NA,"locality",43,229915.77164648,609899.989286413,"town",85.9396187708704,"Maybole"
"1913","Mayfield",334383.327238525,664654.171783296,13290,NA,"locality",112,335065.784930922,664869.254130843,"town",715.547984511507,"Mayfield"
"1914","Melrose",354612.474642393,633812.706545297,2307,NA,"locality",22,354729.109929422,634009.899854267,"town",229.104760497743,"Melrose"
"1915","Menstrie",284994.131597718,696736.169400856,2804,NA,"locality",25,284994.131597718,696736.169400856,"Origin",NA,NA
"1916","Methil",336514.151471122,699877.441972394,11012,NA,"locality",97,337205.056957121,699600.596628195,"town",744.307554165763,"Methil"
"1917","Methven",302568.87202925,726035.327239488,1094,NA,"locality",10,302568.87202925,726035.327239488,"Origin",NA,NA
"1918","Mid Calder",307046.028801843,667018.218894009,3472,NA,"locality",29,307331.208624196,667349.939916258,"town",437.454417830338,"Mid Calder"
"1919","Millport",216602.231372549,655036.578823529,1275,NA,"locality",15,216603.04713377,655049.448313311,"town",12.8953182829574,"Millport"
"1920","Milltimber",386004.662890625,801825.216015625,2560,NA,"locality",17,386004.662890625,801825.216015625,"Origin",NA,NA
"1921","Milnathort",312060.219047619,704684.135449735,1890,NA,"locality",16,312061.573994343,704724.786191262,"townhall",40.6733164043222,"Milnathort Town Hall"
"1922","Milngavie",254861.926394965,674587.436487835,13029,NA,"locality",108,255332.715954083,674430.069803055,"town",496.394079792894,"Milngavie"
"1923","Milton",242656.64229249,674422.501976285,506,NA,"locality",6,242656.64229249,674422.501976285,"Origin",NA,NA
"1924","Milton and Kildary",276637.479806139,874379.090468498,619,NA,"locality",5,276637.479806139,874379.090468498,"Origin",NA,NA
"1925","Milton of Campsie",264977.949087169,676409.241193109,3889,NA,"locality",31,264977.949087169,676409.241193109,"Origin",NA,NA
"1926","Milton of Leys",269487.388888889,842165.164855073,1656,NA,"locality",11,269487.388888889,842165.164855073,"Origin",NA,NA
"1927","Mintlaw",399786.972804116,848058.44432194,2721,NA,"locality",25,399786.972804116,848058.44432194,"Origin",NA,NA
"1928","Moffat",308819.948489543,605333.896591789,2582,NA,"locality",22,308832.418662474,605263.349849161,"town",71.6404083482583,"Moffat"
"1929","Moniaive",277853.850102669,590906.014373717,487,NA,"locality",5,277832.60844633,590849.386572009,"townhall",60.4807067610584,NA
"1930","Monifieth",349282.111403299,732645.166626823,8366,NA,"locality",68,349715.504998559,732486.948206002,"town",461.370867198209,"Monifieth"
"1931","Monkton",235892.076252723,627975.374727669,918,NA,"locality",8,235892.076252723,627975.374727669,"Origin",NA,NA
"1932","Montrose",371540.848505263,758534.468042105,11875,NA,"locality",111,371439.119610505,757852.210848653,"town",689.799714443023,"Montrose"
"1933","Moodiesburn",269872.938361131,670913.386511965,6895,NA,"locality",61,269668.982296369,670930.590384096,"town",204.680359510769,"Moodiesburn"
"1934","Morningside",282933.928571429,655337.642857143,560,NA,"locality",3,282933.928571429,655337.642857143,"Origin",NA,NA
"1935","Mossblown",240452.426349497,624838.017840805,2186,NA,"locality",18,240452.426349497,624838.017840805,"Origin",NA,NA
"1936","Mosstodloch",332984.234833659,860032.361056751,1022,NA,"locality",9,332984.234833659,860032.361056751,"Origin",NA,NA
"1937","Motherwell",275277.297279509,656839.465993857,31906,NA,"locality",283,275804.239060728,657136.611244576,"town",604.94870924684,"Motherwell"
"1938","Muir of Ord",252750.679843444,850193.247749511,2555,NA,"locality",21,252750.679843444,850193.247749511,"Origin",NA,NA
"1939","Muirhead",268755.356804333,669154.626269465,1477,NA,"locality",11,268755.356804333,669154.626269465,"Origin",NA,NA
"1940","Muirkirk",269079.645287958,627147.589005236,1528,NA,"locality",14,269079.645287958,627147.589005236,"Origin",NA,NA
"1941","Murthly",310091.528440367,738514.532110092,545,NA,"locality",4,310091.528440367,738514.532110092,"Origin",NA,NA
"1942","Musselburgh",334665.09608858,672307.354488376,23572,NA,"locality",200,334273.264930461,672620.819331983,"town",501.788665326584,"Musselburgh"
"1943","Muthill",286830.089692102,716881.3145917,747,NA,"locality",6,286830.089692102,716881.3145917,"Origin",NA,NA
"1944","Nairn",288129.685357618,856253.36222245,9773,NA,"locality",87,288066.688869601,856521.173924136,"town",275.121182504216,"Nairn"
"1945","Neilston",247774.632587859,656985.494643864,5321,NA,"locality",45,247774.632587859,656985.494643864,"Origin",NA,NA
"1946","Netherburn",280398.056527591,647751.588156124,743,NA,"locality",6,280398.056527591,647751.588156124,"Origin",NA,NA
"1947","Netherlee",257730.55414292,658940.151687856,4562,NA,"locality",37,257788.323156711,658950.046034952,"town",58.6102129223209,"Netherlee"
"1948","Nethy Bridge",300730.203416149,820487.840062112,644,NA,"locality",6,300730.203416149,820487.840062112,"Origin",NA,NA
"1949","New Cumnock",262037.791958042,613241.514685315,2860,NA,"locality",30,262111.944005766,613128.99529331,"town",134.755852410673,"New Cumnock"
"1950","New Deer",388579.115444618,846991.209048362,641,NA,"locality",6,388579.115444618,846991.209048362,"Origin",NA,NA
"1951","New Pitsligo",388276.61287398,855836.205802357,1103,NA,"locality",9,388276.61287398,855836.205802357,"Origin",NA,NA
"1952","New Stevenston",276374.780347857,659189.982607136,5577,NA,"locality",44,276374.780347857,659189.982607136,"Origin",NA,NA
"1953","Newarthill",277896.230359103,659535.007997491,6377,NA,"locality",50,277896.230359103,659535.007997491,"Origin",NA,NA
"1954","Newburgh (Aberdeenshire)",399835.366991643,825438.119777159,1436,NA,"locality",10,399835.366991643,825438.119777159,"Origin",NA,NA
"1955","Newburgh (Fife)",323521.736078615,718265.582592419,2137,NA,"locality",19,323613.206292059,718317.140389095,"town",105.000030217144,"Newburgh"
"1956","Newcastleton",348312.395833333,587509.830729167,768,NA,"locality",8,348312.395833333,587509.830729167,"Origin",NA,NA
"1957","Newmachar",388698.360162602,819493.323577236,2460,NA,"locality",19,388698.360162602,819493.323577236,"Origin",NA,NA
"1958","Newmains",282389.539826149,656605.088167465,5637,NA,"locality",48,282252.324161748,655989.751870231,"town",630.449757910978,"Newmains"
"1959","Newmarket, Lacasdal and Bruach Mairi (Newmarket, Laxdale and Marybank)",141845.660445515,935394.435279952,1661,NA,"locality",13,141845.660445515,935394.435279952,"Origin",NA,NA
"1960","Newmilns",253355.588273829,637272.468391746,3053,NA,"locality",32,253508.284223615,637357.857728201,"town",174.949683798963,"Newmilns"
"1961","Newport-on-Tay and Wormit",341343.971953806,727323.642234268,4243,NA,"locality",39,342036.433695058,727899.661641747,"town",900.722832446314,"Newport-on-Tay"
"1962","Newton Mearns",254019.725805788,656042.494875067,24293,NA,"locality",176,253682.597561445,655669.05027705,"town",503.106669526131,"Newton Mearns"
"1963","Newton Stewart",241031.985337243,565577.919354839,4092,NA,"locality",36,241071.524126682,565535.350482644,"town",58.0984057462057,"Newton Stewart"
"1964","Newtonhill",390905.386317907,793567.71898055,2982,NA,"locality",23,390905.386317907,793567.71898055,"Origin",NA,NA
"1965","Newtonmore",271556.704753199,799245.734003656,1094,NA,"locality",10,271556.704753199,799245.734003656,"Origin",NA,NA
"1966","Newtown St Boswells",357488.929632525,631776.820172009,1279,NA,"locality",13,357518.032144494,631813.364882734,"townhall",46.7169357393498,NA
"1967","Newtyle",329799.462666667,741254.142666667,750,NA,"locality",6,329799.462666667,741254.142666667,"Origin",NA,NA
"1968","North Berwick",355104.549280848,684993.501286904,6605,NA,"locality",56,355203.350414376,685264.111199017,"town",288.082259988608,"North Berwick"
"1969","North Kessock",264857.847991314,848236.755700326,921,NA,"locality",7,264857.847991314,848236.755700326,"Origin",NA,NA
"1970","North Queensferry",313075.115241636,680737.390334573,1076,NA,"locality",9,313075.115241636,680737.390334573,"Origin",NA,NA
"1971","Oakley",302796.340008707,689069.101001306,2297,NA,"locality",19,302796.340008707,689069.101001306,"Origin",NA,NA
"1972","Oban",185973.351644507,729576.199673431,8574,NA,"locality",74,185841.580755784,730243.602499455,"town",680.28677724923,"Oban"
"1973","Ochiltree",250388.594646272,621098.314531549,1046,NA,"locality",8,250388.594646272,621098.314531549,"Origin",NA,NA
"1974","Old Kilpatrick",246820.372537313,672602.875024876,5025,NA,"locality",43,246820.372537313,672602.875024876,"Origin",NA,NA
"1975","Oldmeldrum",380776.600249066,827408.600871731,3212,NA,"locality",25,380849.981225282,827210.775372738,"town",210.996909271981,"Oldmeldrum"
"1976","Ormiston",341030.642135642,669102.410774411,2079,NA,"locality",17,341030.642135642,669102.410774411,"Origin",NA,NA
"1977","Overtown",280102.039794007,652988.401685393,2136,NA,"locality",14,280102.039794007,652988.401685393,"Origin",NA,NA
"1978","Paisley",248031.028411901,663185.909402088,76834,NA,"locality",722,248280.601790807,664325.2077302,"town",1166.31365931142,"Paisley"
"1979","Pathhead",339493.739307536,664113.476578411,982,NA,"locality",9,339493.739307536,664113.476578411,"Origin",NA,NA
"1980","Patna",241721.147778785,610056.485040798,2206,NA,"locality",20,241721.147778785,610056.485040798,"Origin",NA,NA
"1981","Peebles",325227.308381089,640281.533906399,8376,NA,"locality",75,325305.90040735,640443.097243451,"town",179.664739086724,"Peebles"
"1982","Pencaitland",344533.581518152,668830.735973597,1515,NA,"locality",11,344533.581518152,668830.735973597,"Origin",NA,NA
"1983","Penicuik",323580.080308929,660835.102725104,15926,NA,"locality",130,323595.308898982,660029.568591114,"town",805.678069068253,"Penicuik"
"1984","Perth",310438.563806381,723962.09403825,47268,NA,"locality",417,311608.258681755,723534.098640223,"city",1245.5385029013,"Perth"
"1985","Peterculter",383938.671328671,800936.449082168,4576,NA,"locality",41,384137.583718759,800419.854934431,"townhall",553.566303531928,"St Peters Heriatge Trust Hall"
"1986","Peterhead",412146.132707558,846207.112963263,18537,NA,"locality",162,413203.311296059,846142.309527958,"town",1059.16290211326,"Peterhead"
"1987","Pitlochry",294243.597622478,758376.677953891,2776,NA,"locality",23,293981.825092311,758259.089937876,"town",286.970031641038,"Pitlochry"
"1988","Pitmedden",389082.632963989,827602.673130194,1444,NA,"locality",11,389082.632963989,827602.673130194,"Origin",NA,NA
"1989","Pittenweem",354844.63257066,702679.522207268,1486,NA,"locality",17,354830.411267621,702552.549612446,"town",127.766526508701,"Pittenweem"
"1990","Plains",279277.825667656,667055.409124629,2696,NA,"locality",21,279277.825667656,667055.409124629,"Origin",NA,NA
"1991","Plean",283432.478539714,687276.638875185,2027,NA,"locality",16,283432.478539714,687276.638875185,"Origin",NA,NA
"1992","Polbeth",302906.251174712,664218.305425032,2341,NA,"locality",18,302906.251174712,664218.305425032,"Origin",NA,NA
"1993","Polmont",293536.804960541,678597.048665915,5322,NA,"locality",45,293584.85865716,678829.89285729,"town",237.751078264124,"Polmont"
"1994","Port Bannatyne",207983.970247934,666864.087603306,1210,NA,"locality",13,207154.397322162,667235.828114116,"townhall",909.055689466512,"Port Bannatyne Village Hall"
"1995","Port Ellen",136555.277777778,645360.109929078,846,NA,"locality",7,136555.277777778,645360.109929078,"Origin",NA,NA
"1996","Port Glasgow",233230.990333463,673646.206760088,15414,NA,"locality",140,232071.57541178,674516.070999499,"town",1449.45050126812,"Port Glasgow"
