"","name","pweight_x","pweight_y","pop11","number_lsoa","type","number_oa","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osm_nm"
"462","Chalfont St Giles BUASD",498933.540355498,193475.470279143,3831,2,"buasd",NA,498933.540355498,193475.470279143,"Origin",NA,NA
"463","Chalford BUASD",389154.005176301,203328.36858255,6509,4,"buasd",NA,389154.005176301,203328.36858255,"Origin",NA,NA
"464","Charnock Richard BUASD",355898.131354291,415411.706987374,1412,1,"buasd",NA,355898.131354291,415411.706987374,"Origin",NA,NA
"465","Chatham BUASD",576303.79338074,164956.159005246,75315,49,"buasd",NA,576082.155468651,163459.45208505,"town",1513.02840985787,"Chatham"
"466","Cheadle BUASD",386590.575086964,388251.07483864,12934,9,"buasd",NA,386590.575086964,388251.07483864,"Origin",NA,NA
"467","Cheadle Hulme BUASD",387315.096213363,386033.990778822,22960,16,"buasd",NA,387315.096213363,386033.990778822,"Origin",NA,NA
"468","Chelmsford BUASD",571193.726368964,206898.77537934,108941,71,"buasd",NA,570826.924183927,206873.881573774,"city",367.645949934908,"Chelmsford"
"469","Chepstow BUASD",353176.529828131,193015.0683278,12350,7,"buasd",NA,353379.877007818,193998.900232418,"town",1004.62694172033,"Chepstow"
"470","Cherry Willingham BUASD",503029.59909254,372524.729984092,3188,2,"buasd",NA,503029.59909254,372524.729984092,"Origin",NA,NA
"471","Chertsey BUASD",504137.758986642,166436.876077869,12065,8,"buasd",NA,504194.940890666,166979.254848341,"town",545.384727331166,"Chertsey"
"472","Chesham BUASD",496087.28109193,202414.532359608,19992,13,"buasd",NA,495985.151147148,201750.308363483,"town",672.029792977665,"Chesham"
"473","Cheshunt BUASD",534809.884043995,202997.609579523,43228,27,"buasd",NA,534988.965957159,202327.696086821,"townhall",693.436672903326,NA
"474","Chester-le-Street BUASD",427103.185078857,552900.922957309,37743,23,"buasd",NA,427380.999024475,551141.198430153,"town",1781.51929539169,"Chester-le-Street"
"475","Chester BUASD",340448.940376193,366820.639991467,86250,56,"buasd",NA,340571.930520362,366348.431219796,"city",487.962805555551,"Chester"
"476","Chesterfield BUASD",438006.362940572,371853.113850632,87595,59,"buasd",NA,438382.620581252,371062.29928378,"town",875.761092601864,"Chesterfield"
"477","Cheswick Green BUASD",412857.481061866,275844.173689051,2631,2,"buasd",NA,412857.481061866,275844.173689051,"Origin",NA,NA
"478","Chew Moor BUASD",366918.610956107,407486.743928981,1496,1,"buasd",NA,366918.610956107,407486.743928981,"Origin",NA,NA
"479","Chichester BUASD",486305.867067264,105140.591653843,29023,17,"buasd",NA,486063.318442625,104816.103323361,"city",405.120367215843,"Chichester"
"480","Chickerell BUASD",364710.988919382,80514.6222647254,2795,2,"buasd",NA,364472.593039705,80656.1013443328,"town",277.216387346408,"Chickerell"
"481","Chigwell BUASD",544108.080856479,192439.930219423,10780,7,"buasd",NA,544159.248614195,193557.819970103,"town",1119.06015660723,"Chigwell"
"482","Chipping Campden BUASD",415305.371599126,239253.031107162,1506,1,"buasd",NA,415305.371599126,239253.031107162,"Origin",NA,NA
"483","Chipping Sodbury BUASD",372945.303826075,182108.271162996,4653,3,"buasd",NA,372868.608275069,182156.915982119,"town",90.8213960009343,"Chipping Sodbury"
"484","Chobham BUASD",497456.571550374,162344.591304276,3799,3,"buasd",NA,497456.571550374,162344.591304276,"Origin",NA,NA
"485","Chorley BUASD",358329.05235921,417250.630817641,35581,21,"buasd",NA,358495.417824966,417594.60983607,"town",382.098198523898,"Chorley"
"486","Chorleywood BUASD",503565.112375029,195648.104889796,13465,9,"buasd",NA,503565.112375029,195648.104889796,"Origin",NA,NA
"487","Christchurch BUASD",418159.087110158,93689.3612138191,55209,34,"buasd",NA,416672.143939357,92782.4177384812,"town",1741.70791484941,"Christchurch"
"488","Church BUASD",374705.161211698,429056.081868064,3747,3,"buasd",NA,374705.161211698,429056.081868064,"Origin",NA,NA
"489","Church Village BUASD",308259.011297883,185841.272287932,13910,9,"buasd",NA,308259.011297883,185841.272287932,"Origin",NA,NA
"490","Churchill BUASD",345272.7770827,160305.753021249,2462,2,"buasd",NA,345272.7770827,160305.753021249,"Origin",NA,NA
"491","Churt BUASD",485719.805510438,138313.49914752,1202,1,"buasd",NA,485719.805510438,138313.49914752,"Origin",NA,NA
"492","Cinderford BUASD",365568.07214024,213397.551619458,12262,7,"buasd",NA,365740.314686946,214099.593522883,"town",722.862593485767,"Cinderford"
"493","Cirencester BUASD",402587.120758055,201600.013231679,15574,11,"buasd",NA,402270.817163576,202032.79450413,"town",536.04812625797,"Cirencester"
"494","City of London BUASD",532370.226223902,181565.914160996,7375,6,"buasd",NA,532489.386061499,181358.088192457,"city",239.563561702231,"City of London"
"495","City of Westminster BUASD",527149.447220124,181187.253148839,219396,128,"buasd",NA,529408.500461476,179242.674836762,"city",2980.72245589213,"London"
"496","Clay Cross BUASD",439415.048041158,364043.601485338,12271,7,"buasd",NA,439325.533676244,363289.145310143,"town",759.747946239921,"Clay Cross"
"497","Claydon BUASD",613266.707036759,249971.724881934,3062,2,"buasd",NA,613266.707036759,249971.724881934,"Origin",NA,NA
"498","Clayton-le-Moors BUASD",374880.14862077,431038.067556519,10162,6,"buasd",NA,374440.385061488,430855.373026858,"town",476.202981133581,"Clayton-le-Moors"
"499","Clayton West BUASD",425447.943603366,410763.796338839,4608,3,"buasd",NA,425447.943603366,410763.796338839,"Origin",NA,NA
"500","Cleadon BUASD",438084.714582477,562085.434226351,4259,3,"buasd",NA,438084.714582477,562085.434226351,"Origin",NA,NA
"501","Cleckheaton BUASD",418627.276154117,425463.911948068,11813,7,"buasd",NA,418961.744656742,425597.154536926,"town",360.031619074732,"Cleckheaton"
"502","Cleehill BUASD",359230.649005132,275011.181092862,1560,1,"buasd",NA,359230.649005132,275011.181092862,"Origin",NA,NA
"503","Cleethorpes BUASD",530199.009427357,408094.554008809,38986,27,"buasd",NA,530659.302738669,408537.85248374,"town",639.048879440544,"Cleethorpes"
"504","Cleveleys BUASD",332089.190679012,443319.649887096,12815,9,"buasd",NA,331536.960644229,442944.405724837,"town",667.657241873136,"Cleveleys"
"505","Clifford BUASD",442798.324110712,444299.633841865,1421,1,"buasd",NA,442798.324110712,444299.633841865,"Origin",NA,NA
"506","Clifton (Central Bedfordshire) BUASD",516433.760382847,238931.337020813,2878,2,"buasd",NA,516433.760382847,238931.337020813,"Origin",NA,NA
"507","Clifton (City of Nottingham) BUASD",455249.91603793,334360.963381413,17680,12,"buasd",NA,455249.91603793,334360.963381413,"Origin",NA,NA
"508","Clutton BUASD",362282.719544014,159212.960193738,1157,1,"buasd",NA,362282.719544014,159212.960193738,"Origin",NA,NA
"509","Coalville BUASD",443461.548612702,314597.905837784,32411,20,"buasd",NA,442365.629432618,314422.728467633,"town",1109.83150085447,"Coalville"
"510","Coalway BUASD",358832.419156996,211175.913238375,2683,2,"buasd",NA,358877.25163881,211154.21603579,"townhall",49.8068270980129,"Broadwell Memorial"
"511","Coddington BUASD",482636.020193543,354691.997271233,2771,1,"buasd",NA,482636.020193543,354691.997271233,"Origin",NA,NA
"512","Colchester BUASD",599545.73448582,224999.649735992,119859,72,"buasd",NA,599961.20267201,225606.950231106,"town",735.817711870509,"Colchester"
"513","Cold Ash BUASD",450986.235697863,169961.138316333,3458,2,"buasd",NA,450986.235697863,169961.138316333,"Origin",NA,NA
"514","Coldeast BUASD",281673.798256367,74859.2162021771,1289,1,"buasd",NA,281673.798256367,74859.2162021771,"Origin",NA,NA
"515","Coleford BUASD",357777.26689835,210437.198647283,5676,4,"buasd",NA,357525.675944475,210781.643867792,"town",426.544860481728,"Coleford"
"516","Coleorton BUASD",440359.241250066,317444.515853856,1652,1,"buasd",NA,440359.241250066,317444.515853856,"Origin",NA,NA
"517","Collett's Green BUASD",382105.689076602,251055.197346834,1441,1,"buasd",NA,382105.689076602,251055.197346834,"Origin",NA,NA
"518","Collingham BUASD",438459.778957632,445877.907963203,3024,2,"buasd",NA,438459.778957632,445877.907963203,"Origin",NA,NA
"519","Colne BUASD",389185.526594628,440230.883275817,19481,13,"buasd",NA,388973.258328096,440073.993422618,"town",263.955001871977,"Colne"
"520","Colney Heath BUASD",520828.846824454,205859.273855041,1478,1,"buasd",NA,520828.846824454,205859.273855041,"Origin",NA,NA
"521","Colwyn Bay BUASD",285093.696120492,378969.206247424,26646,17,"buasd",NA,286199.925323899,378414.569635377,"town",1237.48326125763,"Colwyn Bay"
"522","Colyton BUASD",324530.67782774,93548.5571980763,3165,2,"buasd",NA,324530.67782774,93548.5571980763,"Origin",NA,NA
"523","Combe St Nicholas BUASD",330138.573645703,111264.396695157,2334,1,"buasd",NA,330138.573645703,111264.396695157,"Origin",NA,NA
"524","Congresbury BUASD",343982.468538043,163641.440020118,3497,2,"buasd",NA,343982.468538043,163641.440020118,"Origin",NA,NA
"525","Connah's Quay BUASD",328881.13989671,369151.329850701,16774,11,"buasd",NA,328908.842886147,369736.511472752,"town",585.836996449954,"Connah's Quay"
"526","Consett BUASD",410646.807377361,551120.09730956,21757,12,"buasd",NA,410796.359072833,550799.102346638,"town",354.123531892397,"Consett"
"527","Cookham BUASD",488402.282817705,184979.971216126,5437,3,"buasd",NA,488402.282817705,184979.971216126,"Origin",NA,NA
"528","Copmanthorpe BUASD",456637.987012401,446928.540265704,4173,3,"buasd",NA,456637.987012401,446928.540265704,"Origin",NA,NA
"529","Coppull BUASD",356359.103118612,414196.070449153,7959,5,"buasd",NA,356359.103118612,414196.070449153,"Origin",NA,NA
"530","Copthorne BUASD",531671.360259685,139186.721767322,5092,3,"buasd",NA,531671.360259685,139186.721767322,"Origin",NA,NA
"531","Corby BUASD",487620.461787043,288308.779959572,54927,37,"buasd",NA,488265.67219579,288538.128003506,"town",684.760539759951,"Corby"
"532","Corsham BUASD",386224.063104631,169962.522430569,11799,6,"buasd",NA,387097.88661921,170163.018091002,"town",896.530001998423,"Corsham"
"533","Cosby BUASD",454729.982916724,295215.59513678,3159,2,"buasd",NA,454729.982916724,295215.59513678,"Origin",NA,NA
"534","Coseley BUASD",393827.016108717,293434.285152874,24114,16,"buasd",NA,393827.016108717,293434.285152874,"Origin",NA,NA
"535","Costessey BUASD",617105.831109121,311682.006624799,2998,2,"buasd",NA,617105.831109121,311682.006624799,"Origin",NA,NA
"536","Cottingham BUASD",504446.779093145,432751.041841633,14893,10,"buasd",NA,504446.779093145,432751.041841633,"Origin",NA,NA
"537","Coventry BUASD",433604.363866086,279743.044522463,316248,194,"buasd",NA,433397.385092319,279021.065960776,"city",751.061419809151,"Coventry"
"538","Cowes BUASD",449018.497376669,95193.6251253346,14398,9,"buasd",NA,449570.205840681,96204.0732396311,"town",1151.25480279047,"Cowes"
"539","Craghead BUASD",421316.950823179,551004.218682083,1547,1,"buasd",NA,421316.950823179,551004.218682083,"Origin",NA,NA
"540","Cramlington BUASD",426661.909785015,577124.689651023,26769,18,"buasd",NA,426661.909785015,577124.689651023,"Origin",NA,NA
"541","Cranbrook BUASD",577555.790975327,135997.650146442,4131,3,"buasd",NA,577397.595922467,136075.626731962,"town",176.36899568455,"Cranbrook"
"542","Cranleigh BUASD",506093.426026736,139257.543222794,10692,7,"buasd",NA,506093.426026736,139257.543222794,"Origin",NA,NA
"543","Crawley BUASD",527003.339203995,136281.909988162,106597,66,"buasd",NA,527493.549877067,136135.656773659,"town",511.562808212749,"Crawley"
"544","Crawley Down BUASD",534790.026157873,137757.360565233,5770,4,"buasd",NA,534790.026157873,137757.360565233,"Origin",NA,NA
"545","Crewe BUASD",369796.115296547,355574.237191282,72717,47,"buasd",NA,370537.995432237,355915.047906666,"town",816.417833864229,"Crewe"
"546","Crich BUASD",434863.873591517,354198.848142391,2401,2,"buasd",NA,434863.873591517,354198.848142391,"Origin",NA,NA
"547","Cringleford BUASD",619753.885482943,305372.381842809,1335,1,"buasd",NA,619753.885482943,305372.381842809,"Origin",NA,NA
"548","Crockenhill BUASD",550482.252211333,166919.557522072,1909,1,"buasd",NA,550482.252211333,166919.557522072,"Origin",NA,NA
"549","Croeserw BUASD",286739.489414923,195283.512309308,1569,1,"buasd",NA,286739.489414923,195283.512309308,"Origin",NA,NA
"550","Cromer BUASD",621991.404970034,341626.530363645,7683,6,"buasd",NA,621972.459919292,342183.286650713,"town",557.078520621073,"Cromer"
"551","Cromford BUASD",429404.471896867,356715.353737673,1433,1,"buasd",NA,429404.471896867,356715.353737673,"Origin",NA,NA
"552","Crosby BUASD",332276.906655783,399140.988325136,50307,35,"buasd",NA,331803.675734037,399128.902519726,"town",473.38522578214,"Crosby"
"553","Cross Hills BUASD",400588.86107366,444579.649521664,7694,5,"buasd",NA,400588.86107366,444579.649521664,"Origin",NA,NA
"554","Crowthorne BUASD",483613.480827203,164241.639485033,13505,8,"buasd",NA,483964.712596001,163916.616026926,"townhall",478.543627825941,"Parish Hall"
"555","Croydon BUASD",532781.744972481,165355.19076483,345005,208,"buasd",NA,532214.240937882,165292.253492457,"town",570.983300578641,"Croydon"
"556","Cudworth BUASD",439063.783344961,409497.463911812,12289,8,"buasd",NA,438528.402731989,408687.791928838,"town",970.670449101552,"Cudworth"
"557","Cullompton BUASD",301950.481093059,107306.747574503,7643,4,"buasd",NA,302068.156604372,107412.313480165,"town",158.087590913667,"Cullompton"
"558","Cwmbran BUASD",328723.436397547,195112.104909849,47053,31,"buasd",NA,328998.091839602,195228.488384594,"town",298.296371155151,"Cwmbran"
"559","Cymmer BUASD",285858.139014105,196084.296277595,1256,1,"buasd",NA,285858.139014105,196084.296277595,"Origin",NA,NA
"560","Danesfield BUASD",482063.651101276,185394.781037476,1523,1,"buasd",NA,482063.651101276,185394.781037476,"Origin",NA,NA
"561","Darlaston BUASD",397703.498094904,296706.444056641,18732,11,"buasd",NA,397785.380386313,296739.497751955,"townhall",88.3020748355306,NA
"562","Dartmouth BUASD",287030.197626968,51385.6088251629,5605,4,"buasd",NA,287415.771526525,51374.0759512817,"town",385.746340487452,"Dartmouth"
"563","Darwen BUASD",369328.027943557,422286.435742353,28046,19,"buasd",NA,369294.950447425,422284.994277134,"town",33.1088896271584,"Darwen"
"564","Dedham BUASD",605957.529931212,232255.401027075,1549,1,"buasd",NA,605538.612591698,233019.62481813,"townhall",871.510034457585,"Dedham Assembly Rooms"
"565","Deepcut BUASD",490805.061622742,157771.52185598,2477,1,"buasd",NA,490805.061622742,157771.52185598,"Origin",NA,NA
"566","Deeside Industrial Park BUASD",333127.32730581,369031.447106058,2996,2,"buasd",NA,333127.32730581,369031.447106058,"Origin",NA,NA
"567","Delph BUASD",398550.817809131,407834.597019522,2533,2,"buasd",NA,398550.817809131,407834.597019522,"Origin",NA,NA
"568","Denby Bottles BUASD",437632.64141608,346493.437233628,1744,1,"buasd",NA,437632.64141608,346493.437233628,"Origin",NA,NA
"569","Denton BUASD",392155.301665019,395015.819672072,37031,25,"buasd",NA,392438.228977886,395341.648300722,"town",431.523069620157,"Denton"
"570","Derby BUASD",435582.133345551,334939.83934725,254830,155,"buasd",NA,435317.866423724,336111.210921791,"city",1200.8115470862,"Derby"
"571","Desford BUASD",447867.374570161,303295.597580947,3433,2,"buasd",NA,447867.374570161,303295.597580947,"Origin",NA,NA
"572","Dewsbury BUASD",424268.857974663,421276.062645811,62764,38,"buasd",NA,424516.688912405,421670.314566569,"town",465.676658985364,"Dewsbury"
"573","Didcot BUASD",452567.873129859,190054.607235726,26302,18,"buasd",NA,452259.055348718,189919.005472737,"town",337.277719504733,"Didcot"
"574","Dinas Powis BUASD",315776.78181907,171259.665929021,7799,5,"buasd",NA,315740.480920814,171197.578745773,"town",71.9206057942271,"Dinas Powys"
"575","Diss BUASD",611598.46919794,280012.710798812,10022,7,"buasd",NA,611838.463022151,280046.786372579,"town",242.400867132986,"Diss"
"576","Distington BUASD",300359.112264786,523325.755139687,1566,1,"buasd",NA,300359.112264786,523325.755139687,"Origin",NA,NA
"577","Ditton BUASD",570620.655756355,158466.145257002,26667,16,"buasd",NA,570135.274059684,157329.409897282,"townhall",1236.02696956884,"East Malling Village Hall"
"578","Dodworth BUASD",431859.242868714,405110.591588579,5900,4,"buasd",NA,431859.242868714,405110.591588579,"Origin",NA,NA
"579","Doncaster BUASD",458390.941839728,402517.418079897,106562,67,"buasd",NA,457542.768996551,403249.070037983,"town",1120.13916977945,"Doncaster"
"580","Dorking BUASD",516784.214601201,148818.608742723,15971,10,"buasd",NA,516646.011362414,149471.620523515,"town",667.476232583355,"Dorking"
"581","Dormansland BUASD",540458.883714529,142339.796857844,2230,1,"buasd",NA,540458.883714529,142339.796857844,"Origin",NA,NA
"582","Droitwich BUASD",389559.133209547,262731.429231146,22156,14,"buasd",NA,389955.810845998,263382.92235359,"town",762.755816662604,"Droitwich Spa"
"583","Droylsden BUASD",390208.961015232,398802.632376086,24490,16,"buasd",NA,390195.591406192,397996.879570734,"town",805.863716629064,"Droylsden"
"584","Drybrook BUASD",364621.632217115,217679.333187465,1824,1,"buasd",NA,364621.632217115,217679.333187465,"Origin",NA,NA
"585","Duckmanton BUASD",444216.380303763,372424.83671012,1368,1,"buasd",NA,444216.380303763,372424.83671012,"Origin",NA,NA
"586","Dudley (Dudley) BUASD",394264.73822203,288663.860289521,76457,46,"buasd",NA,394531.214512347,290401.261986828,"town",1757.71848460059,"Dudley"
"587","Dudley (North Tyneside) BUASD",426442.156622198,573675.150841657,5980,4,"buasd",NA,426442.156622198,573675.150841657,"Origin",NA,NA
"588","Duffield BUASD",434180.872830889,343366.511902678,5046,3,"buasd",NA,434180.872830889,343366.511902678,"Origin",NA,NA
"589","Dukinfield BUASD",394891.652374372,397460.672695999,20648,14,"buasd",NA,393922.781519884,397675.840608775,"town",992.475673940699,"Dukinfield"
"590","Dunholme BUASD",502267.234415219,379231.141988337,2464,1,"buasd",NA,502267.234415219,379231.141988337,"Origin",NA,NA
"591","Dunscroft BUASD",465287.272185696,409224.54866388,13380,9,"buasd",NA,465968.339423231,409122.478936943,"town",688.673225267681,"Hatfield"
"592","Dunstable BUASD",501727.509025141,221581.128197581,29507,18,"buasd",NA,502214.48777892,222149.970726056,"town",748.819156294502,"Dunstable"
"593","Dursley BUASD",375208.139694798,199152.847987292,14859,10,"buasd",NA,375539.354886956,198107.616523536,"town",1096.45442966896,"Dursley"
"594","Dyserth BUASD",305757.966907574,379228.029378545,2781,2,"buasd",NA,305757.966907574,379228.029378545,"Origin",NA,NA
"595","Ealing BUASD",515996.257053505,181406.771040811,338449,196,"buasd",NA,517704.702019111,180664.535862634,"town",1862.71233963497,"Ealing"
"596","Earl Shilton BUASD",445596.032212442,297383.813217717,19069,12,"buasd",NA,447196.46069957,298147.611747438,"town",1773.34698703196,"Earl Shilton"
"597","Easebourne BUASD",489038.85437479,122722.928493809,1358,1,"buasd",NA,489038.85437479,122722.928493809,"Origin",NA,NA
"598","East Cowes BUASD",450668.735533443,95153.6357062672,6720,4,"buasd",NA,450512.896552525,95786.7669398926,"town",652.028332947053,"East Cowes"
"599","East Goscote BUASD",464113.490773503,313459.735972448,2866,2,"buasd",NA,464113.490773503,313459.735972448,"Origin",NA,NA
"600","East Grinstead BUASD",539202.760965135,138453.606723887,30312,18,"buasd",NA,539211.342061402,138872.750848695,"town",419.231955573531,"East Grinstead"
"601","East Keswick BUASD",436128.528169601,444430.268892083,1468,1,"buasd",NA,436128.528169601,444430.268892083,"Origin",NA,NA
"602","East Morton BUASD",409859.856800309,441988.599130281,1671,1,"buasd",NA,409859.856800309,441988.599130281,"Origin",NA,NA
"603","East Tilbury BUASD",568093.755655099,178828.039245936,4636,3,"buasd",NA,568093.755655099,178828.039245936,"Origin",NA,NA
"604","East Wittering BUASD",480366.462746203,96844.7410448729,6453,4,"buasd",NA,480366.462746203,96844.7410448729,"Origin",NA,NA
"605","Eastbourne BUASD",561121.016981541,101138.698720539,108903,67,"buasd",NA,560735.630670864,98815.8520226231,"townhall",2354.59962424104,NA
"606","Eastleigh BUASD",445199.780815399,119787.596831406,77581,48,"buasd",NA,445541.654303723,118885.306537743,"town",964.886136317308,"Eastleigh"
"607","Eastwood BUASD",447289.942206989,346610.921911315,16888,11,"buasd",NA,446797.983695622,346879.179889697,"town",560.344108448029,"Eastwood"
"608","Ebbw Vale BUASD",316535.999094229,210760.833810747,17336,12,"buasd",NA,316732.113035168,209871.978293844,"town",910.233380930121,"Ebbw Vale"
"609","Eccles BUASD",376442.889665864,398845.023658456,36229,24,"buasd",NA,377700.047473622,398649.846190823,"town",1272.21853369584,"Eccles"
"610","Eccleston BUASD",352021.244254446,416858.280652884,4503,3,"buasd",NA,352021.244254446,416858.280652884,"Origin",NA,NA
"611","Eckington BUASD",442241.667726521,379000.293162839,5743,3,"buasd",NA,443022.034154566,379309.210065764,"town",839.286253272967,"Eckington"
"612","Edenfield BUASD",379967.002908926,419075.327272603,2200,1,"buasd",NA,379967.002908926,419075.327272603,"Origin",NA,NA
"613","Efail Isaf BUASD",308699.344282969,184556.090296589,1258,1,"buasd",NA,308699.344282969,184556.090296589,"Origin",NA,NA
"614","Egham BUASD",500684.859842682,170928.62321183,24529,15,"buasd",NA,501084.089003955,171251.326099401,"town",513.343040137334,"Egham"
"615","Eldon Lane BUASD",422808.887698866,528047.307538907,1561,1,"buasd",NA,422808.887698866,528047.307538907,"Origin",NA,NA
"616","Ellesmere Port BUASD",338808.256628954,375724.858186835,60466,42,"buasd",NA,339936.85651871,376152.822458953,"town",1207.01745197261,"Ellesmere Port"
"617","Ellington BUASD",427826.390574979,592072.889118864,2984,2,"buasd",NA,427826.390574979,592072.889118864,"Origin",NA,NA
"618","Ellistown BUASD",443145.09883594,311138.717613819,1988,1,"buasd",NA,443145.09883594,311138.717613819,"Origin",NA,NA
"619","Elsenham BUASD",553337.690107668,226612.632066268,1587,1,"buasd",NA,553337.690107668,226612.632066268,"Origin",NA,NA
"620","Elstree BUASD",517641.566507319,195110.476010888,1717,1,"buasd",NA,517641.566507319,195110.476010888,"Origin",NA,NA
"621","Elton BUASD",345831.653208668,375431.625178343,3023,2,"buasd",NA,345831.653208668,375431.625178343,"Origin",NA,NA
"622","Enfield BUASD",533208.025521149,195142.983412172,305363,179,"buasd",NA,532852.926604866,196553.736043742,"town",1454.75710268994,"Enfield"
"623","Epsom BUASD",520826.625334165,160994.466132276,30206,18,"buasd",NA,520771.304466987,160703.495013208,"town",296.183373060169,"Epsom"
"624","Esher BUASD",514789.019831713,166344.234804619,48271,29,"buasd",NA,513879.777444131,164637.898814024,"town",1933.46948053862,"Molesey"
"625","Eton BUASD",496653.317903835,177595.350511295,2748,1,"buasd",NA,496668.458419049,177536.93483471,"town",60.3458902648553,"Eton"
"626","Euxton BUASD",355571.877036973,419071.15809821,8487,6,"buasd",NA,355571.877036973,419071.15809821,"Origin",NA,NA
"627","Eversley Centre BUASD",478892.093808662,161564.678041689,1653,1,"buasd",NA,478892.093808662,161564.678041689,"Origin",NA,NA
"628","Ewell BUASD",522414.13915382,160402.84950588,48249,30,"buasd",NA,522414.13915382,160402.84950588,"Origin",NA,NA
"629","Exeter BUASD",292936.876025572,92605.8959261784,112387,70,"buasd",NA,292322.159750955,92883.3599538217,"city",674.434863359564,"Exeter"
"630","Exton BUASD",298681.06143901,85928.8177178913,1892,1,"buasd",NA,298681.06143901,85928.8177178913,"Origin",NA,NA
"631","Eye (City of Peterborough) BUASD",522526.284549342,302630.787777128,3737,2,"buasd",NA,522526.284549342,302630.787777128,"Origin",NA,NA
"632","Eye (Mid Suffolk) BUASD",614512.148765354,274085.082109005,2154,1,"buasd",NA,614519.91978276,274053.223922461,"town",32.7922667929172,"Eye"
"633","Failsworth BUASD",389774.537879614,401139.827872978,18771,13,"buasd",NA,390148.633490282,402043.480804479,"town",978.026659417899,"Failsworth"
"634","Fairfield BUASD",382268.276174234,279323.652464325,2087,1,"buasd",NA,382268.276174234,279323.652464325,"Origin",NA,NA
"635","Fairford Airfield BUASD",415845.97057522,196992.771021861,1123,1,"buasd",NA,415845.97057522,196992.771021861,"Origin",NA,NA
"636","Falmouth BUASD",179997.924757896,32514.2073811328,23283,15,"buasd",NA,180883.521857255,32861.3062040497,"town",951.188632850018,"Falmouth"
"637","Farcet BUASD",520270.690336582,294714.608736803,1672,1,"buasd",NA,520270.690336582,294714.608736803,"Origin",NA,NA
"638","Fareham BUASD",456791.380461224,106343.159598948,40114,27,"buasd",NA,457937.494304681,106226.708863484,"town",1152.01463356803,"Fareham"
"639","Farnborough BUASD",486508.774873149,155614.821445524,64666,42,"buasd",NA,486980.39343009,155485.565926304,"town",489.010278521818,"Farnborough"
"640","Farndon (Cheshire West and Chester) BUASD",341536.143431852,354514.975634933,2018,1,"buasd",NA,341536.143431852,354514.975634933,"Origin",NA,NA
"641","Farndon (Newark and Sherwood) BUASD",477366.032833943,352137.679157294,2552,2,"buasd",NA,477366.032833943,352137.679157294,"Origin",NA,NA
"642","Farnham BUASD",483758.774816674,145619.088747826,24907,17,"buasd",NA,484016.89621358,146904.927039532,"town",1311.49028511772,"Farnham"
"643","Farnworth BUASD",372869.291799034,405842.6514386,26584,17,"buasd",NA,373801.585713975,405833.243620731,"town",932.341381079146,"Farnworth"
"644","Fazeley BUASD",419699.621878971,302261.441882525,7637,5,"buasd",NA,420446.121105604,301950.796490461,"town",808.555288755719,"Fazeley"
"645","Felixstowe BUASD",629899.266800353,234965.202814585,23689,15,"buasd",NA,630340.068630349,234797.984028298,"town",471.453471527659,"Felixstowe"
"646","Felsted BUASD",567757.790661889,220609.86024347,1884,1,"buasd",NA,567757.790661889,220609.86024347,"Origin",NA,NA
"647","Fence Houses BUASD",431846.178961779,550117.343426253,8033,5,"buasd",NA,431846.178961779,550117.343426253,"Origin",NA,NA
"648","Ferndown BUASD",407960.117558949,100788.505151493,27779,18,"buasd",NA,407782.905754708,100647.371623354,"town",226.545130884198,"Ferndown"
"649","Fernhill BUASD",303342.720421029,199301.989193844,1387,1,"buasd",NA,303342.720421029,199301.989193844,"Origin",NA,NA
"650","Fernhurst BUASD",489550.344253797,128606.397889578,2084,1,"buasd",NA,489550.344253797,128606.397889578,"Origin",NA,NA
"651","Filton BUASD",361381.022526874,180951.262768904,58846,35,"buasd",NA,360401.70278796,179357.348742822,"town",1870.72955650139,"Filton"
"652","Finstock BUASD",436057.551677166,216465.349085093,1058,1,"buasd",NA,436057.551677166,216465.349085093,"Origin",NA,NA
"653","Fishbourne BUASD",483581.145079293,105240.852474538,2325,1,"buasd",NA,483581.145079293,105240.852474538,"Origin",NA,NA
"654","Fiskerton BUASD",473485.46097177,351291.974414433,1214,1,"buasd",NA,473485.46097177,351291.974414433,"Origin",NA,NA
"655","Flax Bourton BUASD",350969.428762554,169363.434106196,1328,1,"buasd",NA,350969.428762554,169363.434106196,"Origin",NA,NA
"656","Flint BUASD",324144.19565289,372650.173498476,14894,9,"buasd",NA,324397.286383868,373074.958180984,"town",494.466323019377,"Flint"
"657","Folkestone BUASD",621798.777029738,136550.180788549,51337,32,"buasd",NA,621837.190293466,136924.118344081,"town",375.905406009741,"Folkestone"
"658","Ford BUASD",499913.476800633,102638.227129323,1883,1,"buasd",NA,499913.476800633,102638.227129323,"Origin",NA,NA
"659","Fordingbridge BUASD",414617.592023691,114589.09826226,5086,3,"buasd",NA,414736.303004415,114170.63142322,"town",434.979071129529,"Fordingbridge"
"660","Forest Row BUASD",542909.809642456,134658.150996619,3864,2,"buasd",NA,542909.809642456,134658.150996619,"Origin",NA,NA
"661","Fornham St Martin BUASD",584705.49064022,267422.526744081,2030,1,"buasd",NA,584705.49064022,267422.526744081,"Origin",NA,NA
"662","Four Marks BUASD",466828.780135185,134969.714484427,4642,3,"buasd",NA,466828.780135185,134969.714484427,"Origin",NA,NA
