"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","social.HH","nonsocial.HH","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"4285","S01010790",2020,"Scotland","Highland","Wick",634,59,575,22,260,NA,110206.851965607,5536,6264,415,6892,44.080206752091,78576833.3302091
"4286","S01010791",2020,"Scotland","Highland","Thurso",828,55,773,26,343,NA,109207.748960011,6435,4751,110,6872,43.5549300670666,74814368.989126
"4287","S01010792",2020,"Scotland","Highland","Thurso",595,106,489,115,172,NA,105258.702785421,2025,3123,4355,6772,166.498225499108,356155.155025136
"4288","S01010793",2020,"Scotland","Highland","Thurso",688,32,656,20,255,NA,105413.339863592,5048,6102,526,6847,145.580505126677,45110805.4386705
"4289","S01010794",2020,"Scotland","Highland","Thurso",617,52,565,21,213,NA,103875.744874815,5142,4972,638,6846,122.352375858879,30715217.648716
"4290","S01010795",2020,"Scotland","Highland","Thurso",943,67,876,59,386,NA,96758.6967629913,5872,5921,2285,6781,142.857337360851,1070349.59386653
"4291","S01010796",2020,"Scotland","Highland","Thurso",883,51,832,15,326,NA,93490.0657070352,5041,5087,208,6864,106.911844455181,462324248.506304
"4292","S01010797",2020,"Scotland","Highland","Thurso",785,35,750,22,307,NA,103979.537127209,4822,6035,673,6866,395.661473591697,71564788.6400448
"4293","S01010798",2020,"Scotland","Highland","Thurso",638,45,593,27,266,NA,104502.165936979,5548,5374,205,6873,99.4294120594974,184520394.794127
"4294","S01010799",2020,"Scotland","Highland","Thurso",791,106,685,135,395,NA,106010.061968148,410,3640,6579,6668,1550.83072224075,390874.332864333
"4295","S01010800",2020,"Scotland","Highland","Thurso",670,76,594,129,231,NA,105907.042799916,2204,5362,3844,6738,926.437529823638,109466.531267538
"4296","S01010801",2020,"Scotland","Highland","Thurso",658,90,568,120,234,NA,105554.092926192,649,6233,4559,6794,1116.59240077718,184319.194408337
"4297","S01010802",2020,"Scotland","Highland","Thurso",489,56,433,69,194,NA,105154.054067912,2502,6192.5,2758,6784,1240.56824462619,304910.181289144
"4298","S01010803",2020,"Scotland","Highland","Thurso",562,111,451,107,173,NA,106250.839948231,658,3587.5,5836,6668,1364.36948734729,174881.827112996
"4299","S01010804",2020,"Scotland","Highland","Thurso",567,31,536,58,225,NA,106030.917222024,3725,5473,6417,6668,1506.40997810316,187328.595452644
"4300","S01010805",2020,"Scotland","Highland","Thurso",802,55,747,74,303,NA,105520.66494256,3366,5861.5,5399,6770.5,1435.09258565112,330542.347718273
"4301","S01010806",2020,"Scotland","Highland","Thurso",863,179,684,211,247,NA,105393.475072519,1504,3194,3477,6770.5,1165.74883610961,427201.731563771
"4302","S01010807",2020,"Scotland","Highland","Thurso",574,47,527,77,167,NA,106042.151779822,4325,3523,4234,6744.5,1254.76666208216,133730.173399985
"4303","S01010808",2020,"Scotland","Highland","Thurso",525,48,477,59,171,NA,106236.79032796,6009,4686,4808,6744.5,1220.61520992787,135018.836801032
"4304","S01010809",2020,"Scotland","Highland","Thurso",742,33,709,36,292,NA,106890.559075133,6820,6346,990,6848,766.006804249504,1016419.30835522
"4305","S01010810",2020,"Scotland","Highland","Thurso",499,40,459,46,203,NA,107510.653530289,6355,3861.5,59,6874,44.9725034528547,467754887.448755
"4306","S01010811",2020,"Scotland","Highland","Thurso",851,65,786,50,364,NA,109918.087779279,6215,3621,148,6885,34.1481457830161,1004007330.99157
"4307","S01010812",2020,"Scotland","Highland","Ullapool",438,41,397,35,203,NA,124665.530012946,4374,1860,65,6938,44.3832133321712,695731990.967945
"4308","S01010813",2020,"Scotland","Highland","Ullapool",494,43,451,63,186,NA,96566.3134929968,5058,916,121,6945,106.602316773163,306648142.545853
"4309","S01010814",2020,"Scotland","Highland","Ullapool",589,37,552,29,278,NA,100983.133027206,5757,3384,2,6947,48.8755697512058,282033644.291766
"4310","S01010815",2020,"Scotland","Highland","Ullapool",429,31,398,42,166,NA,119019.485323778,5227,3052.5,180,6943,73.711384814841,450778677.404451
"4311","S01010816",2020,"Scotland","Inverclyde","Greenock",655,26,629,26,267,10404.769131877,10404.769131877,6546,5376,5906,6268,587.303859855985,486502.300515899
"4312","S01010817",2020,"Scotland","Inverclyde","Greenock",928,36,892,6,370,9810.01553751786,9810.01553751786,5616,5595,2511,6171,558.14199609586,449093.56057363
"4313","S01010818",2020,"Scotland","Inverclyde","Greenock",998,52,946,20,487,10234.6770682052,10234.6770682052,5957,4278,5519,6281,563.364494421607,355672.284881573
"4314","S01010819",2020,"Scotland","Inverclyde","Greenock",761,75,686,44,330,9712.13363333819,9712.13363333819,4520,3273,3593,6241,453.689336782801,6094656.67174022
"4315","S01010820",2020,"Scotland","Inverclyde","Greenock",537,36,501,1,216,9622.46636023174,9622.46636023174,4538,5508,710,6428,442.836463887665,52035817.1269297
"4316","S01010821",2020,"Scotland","Inverclyde","Greenock",603,5,598,10,235,10171.5034285347,10171.5034285347,6766,6391.5,2588,6406,475.992269797198,11126343.9636457
"4317","S01010822",2020,"Scotland","Inverclyde","Greenock",798,73,725,7,273,12650.272512156,12191.1575684689,5902,5791,696,6419,636.524030979378,15262048.3250518
"4318","S01010823",2020,"Scotland","Inverclyde","Greenock",496,31,465,17,130,908.023541217934,908.023541217934,3982,2437,1926,6461,4670.23956561082,28436337.419095
"4319","S01010824",2020,"Scotland","Inverclyde","Greenock",757,21,736,11,239,8422.58572381872,8422.58572381872,6382,5940,731,6269,399.903752830785,175999.456693018
"4320","S01010825",2020,"Scotland","Inverclyde","Greenock",905,13,892,1,124,8394.6008088292,8394.6008088292,4090,6931,496,6391,466.504189436197,13005668.977028
"4321","S01010826",2020,"Scotland","Inverclyde","Greenock",705,34,671,5,310,10720.943743867,10720.943743867,1996,4269,1643,6185,300.165259505798,394794.707945694
"4322","S01010827",2020,"Scotland","Inverclyde","Greenock",577,18,559,3,218,10437.0244357673,10437.0244357673,6928,5598,4077,6165.5,330.617882181664,205840.301001558
"4323","S01010828",2020,"Scotland","Inverclyde","Greenock",1153,40,1113,22,419,10277.5991084754,10277.5991084754,6120,6057,3263,6165.5,327.01263669656,312783.983949237
"4324","S01010829",2020,"Scotland","Inverclyde","Greenock",898,62,836,31,433,8372.65490658785,8372.65490658785,5805,3702.5,1179,6359,503.638438934173,376133.818401583
"4325","S01010830",2020,"Scotland","Inverclyde","Greenock",500,31,469,17,214,7651.00944749314,7651.00944749314,3093,3381,1000,6270.5,484.040671088128,193150.238869264
"4326","S01010831",2020,"Scotland","Inverclyde","Greenock",591,10,581,8,189,7258.12444232384,7258.12444232384,6481,6395,461,6270.5,473.02292491377,118428.613715505
"4327","S01010832",2020,"Scotland","Inverclyde","Greenock",643,38,605,8,276,4722.77627997027,4722.77627997027,3830,2178,838,6349,1567.80432987998,11265919.7367311
"4328","S01010833",2020,"Scotland","Inverclyde","Greenock",892,27,865,1,347,6015.99613678936,6015.99613678936,5559,6256,263,6295.5,1115.850322316,516089.112664481
"4329","S01010834",2020,"Scotland","Inverclyde","Greenock",911,20,891,4,418,5790.44320861726,5790.44320861726,6864,5947,520,6295.5,1140.81684464518,269805.699447423
"4330","S01010835",2020,"Scotland","Inverclyde","Greenock",631,16,615,0,270,4962.05027655838,4962.05027655838,5892,6422,966,6263,1609.00332727496,310939.177834425
"4331","S01010836",2020,"Scotland","Inverclyde","Greenock",775,27,748,5,379,4451.38197622899,4451.38197622899,4297,4075,3309,6212,1978.05077624223,204569.356002567
"4332","S01010837",2020,"Scotland","Inverclyde","Greenock",639,63,576,22,267,4479.51577995069,4479.51577995069,6784,4256,2673,6041.5,2130.38138232464,145260.842185126
"4333","S01010838",2020,"Scotland","Inverclyde","Greenock",815,68,747,47,283,4146.1677025225,4146.1677025225,6430,1884,3813,6041.5,2492.08775212784,143891.625691927
"4334","S01010839",2020,"Scotland","Inverclyde","Greenock",705,66,639,36,303,3730.54133453367,3730.54133453367,5710,2491,5565,6212,2669.4143366228,334288.307849815
"4335","S01010840",2020,"Scotland","Inverclyde","Greenock",453,44,409,13,287,4191.61789758843,4191.61789758843,4917,1857,6388,6212,1956.78680969329,87601.3331355106
"4336","S01010841",2020,"Scotland","Inverclyde","Greenock",719,63,656,13,377,3951.08619060514,3951.08619060514,6335,3089,6296,5983,2173.74295192429,74389.9337569955
"4337","S01010842",2020,"Scotland","Inverclyde","Greenock",876,228,648,178,435,3771.94863758394,3771.94863758394,618,726,6883,5983,2298.57264351364,200389.446317178
"4338","S01010843",2020,"Scotland","Inverclyde","Greenock",632,132,500,90,317,3131.09405230494,3131.09405230494,2886,694,5361,5983,2642.0561889653,97531.7428697497
"4339","S01010844",2020,"Scotland","Inverclyde","Greenock",642,28,614,10,279,3093.2470969904,3093.2470969904,3826,5980,5313,6018.5,2920.90120826668,310652.032144912
"4340","S01010845",2020,"Scotland","Inverclyde","Greenock",579,44,535,24,235,3196.38897917924,3196.38897917924,1844,3433,4541,6018.5,3138.22406102177,605897.727607587
"4341","S01010846",2020,"Scotland","Inverclyde","Greenock",694,112,582,61,235,3565.43695761339,3565.43695761339,3580,1344,3863,6018.5,3057.97963393088,227048.675737216
"4342","S01010847",2020,"Scotland","Inverclyde","Greenock",579,16,563,6,253,3265.9891481849,3265.9891481849,6125,3935,1718,6018.5,3684.60366003527,95698.3614730537
"4343","S01010848",2020,"Scotland","Inverclyde","Greenock",766,219,547,113,147,3576.30906101534,3576.30906101534,2762,589,3249,5973,3476.61936785372,207309.311237667
"4344","S01010849",2020,"Scotland","Inverclyde","Greenock",904,291,613,148,216,3876.44552182995,3876.44552182995,2041,1319,4027,6181.5,3250.49568996585,148640.840212491
"4345","S01010850",2020,"Scotland","Inverclyde","Greenock",921,226,695,178,195,4024.70439023775,4024.70439023775,2095,1036,4573,6181.5,3093.68961462387,206834.332022533
"4346","S01010851",2020,"Scotland","Inverclyde","Greenock",796,230,566,136,211,4263.93824336258,4263.93824336258,1330,1101,2174,6181.5,2721.00762543324,278613.138477913
"4347","S01010852",2020,"Scotland","Inverclyde","Greenock",689,94,595,62,244,4243.11703811519,4243.11703811519,3558,1911,1938,6181.5,2169.83422895394,143442.771949498
"4348","S01010853",2020,"Scotland","Inverclyde","Greenock",806,114,692,66,292,3776.19036352475,3776.19036352475,1825,1755.5,3142,5973,2824.09098212424,409656.586558313
"4349","S01010854",2020,"Scotland","Inverclyde","Greenock",864,219,645,181,203,3236.38981718724,3236.38981718724,6472,1278,1099,5973,3193.53656154389,160064.035544485
"4350","S01010855",2020,"Scotland","Inverclyde","Greenock",505,110,395,57,166,3214.17544023554,3214.17544023554,3135,1392,2434,5973,3860.10798181934,84042.8282886087
"4351","S01010856",2020,"Scotland","Inverclyde","Greenock",811,202,609,165,290,2829.49588508319,2829.49588508319,368,1142,1756,5973,4330.62012809311,288436.63775254
"4352","S01010857",2020,"Scotland","Inverclyde","Greenock",812,86,726,77,247,2508.91539259636,2508.91539259636,4914,1708,1314,6006.5,3985.75623949513,149760.98922949
"4353","S01010858",2020,"Scotland","Inverclyde","Greenock",616,151,465,98,232,2417.82802885269,2417.82802885269,2818,766,1540,6090.5,3764.01549822565,165640.784694232
"4354","S01010859",2020,"Scotland","Inverclyde","Greenock",744,213,531,117,187,2260.97519469345,2260.97519469345,3166,1761,2297,6090.5,3589.59519517438,143221.185155252
"4355","S01010860",2020,"Scotland","Inverclyde","Greenock",555,89,466,69,210,2157.4149134546,2157.4149134546,4263,2027,3444,6006.5,3841.73729090138,98486.1988560203
"4356","S01010861",2020,"Scotland","Inverclyde","Greenock",626,194,432,125,207,1591.53765634034,1591.53765634034,1013,1265,4119,5991.5,4148.38489026113,109911.455278072
"4357","S01010862",2020,"Scotland","Inverclyde","Greenock",529,225,304,202,64,1721.41885425103,1721.41885425103,2035,587,4543,5966.5,4031.24478608153,123057.773293444
"4358","S01010863",2020,"Scotland","Inverclyde","Greenock",789,48,741,21,296,2528.36522367191,2528.36522367191,4353,3249,2696,5978,2756.8121343217,1005273.97961489
"4359","S01010864",2020,"Scotland","Inverclyde","Greenock",538,16,522,2,248,2757.78954773051,2757.78954773051,5248,5197,3360,5985.5,2970.10188073079,144531.080353297
"4360","S01010865",2020,"Scotland","Inverclyde","Greenock",688,16,672,10,335,2529.09766174609,2529.09766174609,4002,6469.5,2817,5985.5,2422.61288532225,404629.857451656
"4361","S01010866",2020,"Scotland","Inverclyde","Greenock",709,67,642,30,282,1984.01098256695,1984.01098256695,6815,4865,2544,5919,3058.43278131167,258734.980728004
"4362","S01010867",2020,"Scotland","Inverclyde","Greenock",642,21,621,35,250,1847.8320062989,1847.8320062989,5569,4410,3277,5919,3084.37251298367,214441.557304395
"4363","S01010868",2020,"Scotland","Inverclyde","Greenock",813,80,733,40,266,1344.043321517,1344.043321517,6846,4235,4754,5919,4270.45118058659,153139.093820981
"4364","S01010869",2020,"Scotland","Inverclyde","Greenock",728,20,708,6,284,1312.24760794419,1312.24760794419,5754,6221,3300,5966.5,4560.48483353596,176588.125133872
"4365","S01010870",2020,"Scotland","Inverclyde","Greenock",755,58,697,33,374,1143.00545846016,1143.00545846016,6624,4234,4340,5627,4480.04991619652,270055.816669237
"4366","S01010871",2020,"Scotland","Inverclyde","Greenock",851,78,773,15,393,1011.75303251382,1011.75303251382,4317,1909,6068,5461,5159.40501448125,159507.28614287
"4367","S01010872",2020,"Scotland","Inverclyde","Greenock",663,109,554,53,350,615.642444408035,615.642444408035,2358,1510,6948,5461,6324.39395751179,96283.6001485358
"4368","S01010873",2020,"Scotland","Inverclyde","Greenock",511,190,321,247,153,465.278923823198,465.278923823198,41,1154,6637,5461,6653.4635218986,142394.746926121
"4369","S01010874",2020,"Scotland","Inverclyde","Greenock",764,44,720,9,298,923.235553143724,923.235553143724,4526,3164,6451,5966.5,5572.55193947688,81844.2963295267
"4370","S01010875",2020,"Scotland","Inverclyde","Greenock",506,87,419,32,225,721.079085855888,721.079085855888,2889,1827,6958,5461,6198.44408074029,67797.9602470252
"4371","S01010876",2020,"Scotland","Inverclyde","Greenock",661,142,519,160,233,754.819243678489,754.819243678489,1615,1188,6229,5461,5992.78145861557,56435.5479219675
"4372","S01010877",2020,"Scotland","Inverclyde","Greenock",904,171,733,132,335,943.311025898451,943.311025898451,1782,1974,4869,5966.5,5510.04812286504,464287.43427189
"4373","S01010878",2020,"Scotland","Inverclyde","Greenock",1172,157,1015,96,416,1204.36977548398,1204.36977548398,481,1467,5293,5991.5,4621.30978787193,344587.11830995
"4374","S01010879",2020,"Scotland","Inverclyde","Greenock",766,91,675,69,318,2154.25784416252,2154.25784416252,2351,3148,4008,6006.5,3684.95272020597,227387.109100459
"4375","S01010880",2020,"Scotland","Inverclyde","Greenock",494,161,333,113,155,2106.48102496628,2106.48102496628,966,1209,1644,6006.5,3268.78534780872,93583.552623501
"4376","S01010881",2020,"Scotland","Inverclyde","Greenock",575,80,495,33,252,1661.45578753859,1661.45578753859,5015,2838,3857,5991.5,3625.52419798339,119959.953483146
"4377","S01010882",2020,"Scotland","Inverclyde","Greenock",466,22,444,39,164,1738.01325589077,1738.01325589077,6313,2723,1630,5991.5,3089.85611900028,184529.306547546
"4378","S01010883",2020,"Scotland","Inverclyde","Greenock",804,79,725,66,270,1077.29057133305,1077.29057133305,1641,4712,4241,6147.5,4419.39885278775,161895.553111478
"4379","S01010884",2020,"Scotland","Inverclyde","Greenock",549,148,401,232,176,735.200973639904,735.200973639904,317,680,6472,6147.5,5310.5451499709,110930.565292299
"4380","S01010885",2020,"Scotland","Inverclyde","Greenock",715,264,451,303,238,436.735875423443,436.735875423443,1043,333,5167,6147.5,5990.41251183024,251781.13700839
"4381","S01010886",2020,"Scotland","Inverclyde","Greenock",361,75,286,75,175,575.98582523298,575.98582523298,1120,1743,5980,6147.5,5587.24406615175,75170.9459141577
"4382","S01010887",2020,"Scotland","Inverclyde","Greenock",716,241,475,291,167,488.820084602063,488.820084602063,2037,864,6423,6147.5,5998.63341957798,87931.5944558938
"4383","S01010888",2020,"Scotland","Inverclyde","Greenock",749,182,567,140,297,608.646728131662,608.646728131662,826,1201,6517,6147.5,6003.77965891977,137222.731360009
"4384","S01010889",2020,"Scotland","Inverclyde","Greenock",531,179,352,184,160,700.186910516057,700.186910516057,330,498,6789,5461,5899.41975774985,38032.2674895629
"4385","S01010890",2020,"Scotland","Inverclyde","Greenock",738,315,423,234,273,235.544324313367,235.544324313367,1456,1774,6810,5461,6785.5193198278,58428.0574409917
"4386","S01010891",2020,"Scotland","Inverclyde","Greenock",446,216,230,152,128,253.464869727005,253.464869727005,17,666,6080,5461,7044.83891840731,351380.706351731
"4387","S01010892",2020,"Scotland","Inverclyde","Greenock",802,272,530,259,272,177.7990207206,177.7990207206,583,1684.5,6382,5461,6699.86550582653,95740.0602600826
"4388","S01010893",2020,"Scotland","Inverclyde","Greenock",468,228,240,202,125,493.694416041158,493.694416041158,242,1561.5,4595,6028,5924.57075330078,135535.96171249
"4389","S01010894",2020,"Scotland","Inverclyde","Greenock",663,163,500,108,204,1611.29214097466,1611.29214097466,198,2091,2191,6028,4469.19099330961,526724.061716055
"4390","S01010895",2020,"Scotland","Inverclyde","Greenock",367,114,253,136,120,1625.60664185003,1625.60664185003,455,2008,2380,5357.5,4371.04274906997,117364.608600468
"4391","S01010896",2020,"Scotland","Inverclyde","Greenock",641,197,444,151,188,1452.79081960232,1452.79081960232,997,1054,1723,6028,4441.1265437928,98146.4775040275
"4392","S01010897",2020,"Scotland","Inverclyde","Greenock",745,256,489,253,127,1547.23933667541,1547.23933667541,3168,682,943,6255.5,3623.69220083705,214257.589619384
"4393","S01010898",2020,"Scotland","Inverclyde","Greenock",584,209,375,134,119,2015.17790819526,2015.17790819526,3560,717,749,6255.5,2694.66801516219,119093.512597443
"4394","S01010899",2020,"Scotland","Inverclyde","Greenock",541,62,479,30,191,2435.67031476524,2435.67031476524,6427,1376,594,6221,2241.74652441893,107862.735353136
"4395","S01010900",2020,"Scotland","Inverclyde","Greenock",610,202,408,74,224,2158.96482386607,2158.96482386607,2123,303,1144,6221,2812.56822891043,100354.134907563
"4396","S01010901",2020,"Scotland","Inverclyde","Greenock",653,237,416,132,73,1804.30334864346,1804.30334864346,2032,1426,1123,6221,3328.69361906373,198828.71137997
"4397","S01010902",2020,"Scotland","Inverclyde","Greenock",996,212,784,154,299,1814.11711602735,1814.11711602735,2312,1569,2066,5357.5,3744.85830619825,221623.401925516
"4398","S01010903",2020,"Scotland","Inverclyde","Greenock",754,314,440,292,135,1997.8633212098,1997.8633212098,2063,907,2471,5357.5,3492.79217586657,146194.022196438
"4399","S01010904",2020,"Scotland","Inverclyde","Greenock",539,245,294,162,109,2452.14614576184,2452.14614576184,447,746,3092,5357.5,2705.18834403479,92660.9279965318
"4400","S01010905",2020,"Scotland","Inverclyde","Greenock",972,128,844,117,173,2549.48086466204,2549.48086466204,3305,2215,1871,5530,2599.3558941427,824312.236721656
"4401","S01010906",2020,"Scotland","Inverclyde","Greenock",1071,257,814,166,217,3280.64067900298,3280.64067900298,4193,1605,1916,6047,2182.7504064456,223091.108551154
"4402","S01010907",2020,"Scotland","Inverclyde","Greenock",685,24,661,6,193,3572.44377900874,3572.44377900874,6294,5337,3076,5620.5,2199.60010705502,133890.262691094
"4403","S01010908",2020,"Scotland","Inverclyde","Greenock",576,138,438,101,173,3788.42094445981,3788.42094445981,4062.5,1446,2964,5620.5,1964.10936683691,138960.723830536
"4404","S01010909",2020,"Scotland","Inverclyde","Greenock",666,52,614,14,270,4060.26163873692,4060.26163873692,6269,3062,3385,5620.5,1923.11001819891,168268.342068254
"4405","S01010910",2020,"Scotland","Inverclyde","Greenock",529,174,355,105,168,4065.86105341548,4065.86105341548,630,352,5989,5620.5,2065.56420953772,267716.135622834
"4406","S01010911",2020,"Scotland","Inverclyde","Greenock",515,153,362,163,197,4652.82050675846,4652.82050675846,902,1225,6900,5846.5,1968.47026622825,137103.886952189
"4407","S01010912",2020,"Scotland","Inverclyde","Greenock",555,163,392,228,164,4977.77568565437,4977.77568565437,2337,843,5829,5846.5,1816.52713595582,272852.910512967
"4408","S01010913",2020,"Scotland","Inverclyde","Greenock",657,74,583,19,274,4770.61525420499,4770.61525420499,5285,2821,2960,5846.5,1823.51673891494,183399.156879461
"4409","S01010914",2020,"Scotland","Inverclyde","Greenock",619,74,545,15,240,5452.41863181426,5452.41863181426,3731,2285.5,3476,6169.5,1601.97764427523,265106.898779492
"4410","S01010915",2020,"Scotland","Inverclyde","Greenock",698,95,603,26,245,5696.07204749586,5696.07204749586,3821,2775,3730,6169.5,1486.50497822816,82321.5355754696
"4411","S01010916",2020,"Scotland","Inverclyde","Greenock",467,130,337,92,241,5585.18737521338,5585.18737521338,465,171,4874,5846.5,1596.27824438034,325949.755192154
"4412","S01010917",2020,"Scotland","Inverclyde","Greenock",564,137,427,68,301,6155.51784059547,6155.51784059547,2760,1680,5747,6026,1421.77692486987,414541.848786934
"4413","S01010918",2020,"Scotland","Inverclyde","Greenock",684,144,540,103,231,5926.8191762514,5926.8191762514,895,3161,6277,5698.5,1608.03725041456,273130.148635267
"4414","S01010919",2020,"Scotland","Inverclyde","Greenock",704,161,543,107,228,6418.00768444906,6418.00768444906,4062.5,1498,5961,5698.5,1425.90967104684,181806.404646347
"4415","S01010920",2020,"Scotland","Inverclyde","Greenock",602,180,422,172,82,6847.02872377574,6847.02872377574,2744,1250,2415,5718.5,1138.8616743512,542753.605804858
"4416","S01010921",2020,"Scotland","Inverclyde","Greenock",584,128,456,94,163,7367.55450033782,7367.55450033782,6131,1274,4113,5718.5,919.920668767192,111578.230025035
"4417","S01010922",2020,"Scotland","Inverclyde","Greenock",853,249,604,163,183,6694.61742807258,6694.61742807258,2925,1458,5859,5698.5,1365.82489566997,268139.657742839
"4418","S01010923",2020,"Scotland","Inverclyde","Greenock",853,200,653,136,262,6471.72433509972,6471.72433509972,3759,1184,6401,5698.5,1381.6479517493,111914.468233673
"4419","S01010924",2020,"Scotland","Inverclyde","Greenock",539,117,422,76,184,6669.15405006032,6669.15405006032,2602,1316,5378,6198.5,1243.90514000271,78423.7840413221
"4420","S01010925",2020,"Scotland","Inverclyde","Greenock",690,188,502,180,206,7039.52947383549,7039.52947383549,4816,1084,3985,6198.5,1034.26944560631,128955.965052747
"4421","S01010926",2020,"Scotland","Inverclyde","Greenock",770,212,558,145,207,6941.73632048783,6941.73632048783,1019,1230,5900,6153.5,1188.44666840948,219888.973968395
"4422","S01010927",2020,"Scotland","Inverclyde","Greenock",590,132,458,72,179,7200.54829570839,7200.54829570839,4126,1055,4437,5718.5,1082.49740701983,100906.20422962
"4423","S01010928",2020,"Scotland","Inverclyde","Greenock",731,187,544,120,191,7460.93267144527,7460.93267144527,2942,1325,3372,6153.5,926.183737659733,117930.118729143
"4424","S01010929",2020,"Scotland","Inverclyde","Greenock",628,162,466,125,146,7576.85399914103,7576.85399914103,1691,913,2947,5718.5,855.761637174406,112757.905715905
"4425","S01010930",2020,"Scotland","Midlothian","Edinburgh",939,20,919,12,345,15548.4597194914,15548.4597194914,4136,6376,416,5715,348.645546023417,71091029.1917635
"4426","S01010931",2020,"Scotland","Midlothian","Edinburgh",890,28,862,21,182,16566.01918842,16566.01918842,5276,4923,211,5587,76.5517253396171,77055267.1858596
"4427","S01010932",2020,"Scotland","Midlothian","Edinburgh",715,101,614,130,147,11691.2663305213,11691.2663305213,3394,2074,655,2230,973.700032986506,249094.644137772
"4428","S01010933",2020,"Scotland","Midlothian","Edinburgh",815,45,770,21,255,12054.762497734,12054.762497734,2736,5504.5,380,3138,774.058187222734,12177083.9674946
"4429","S01010934",2020,"Scotland","Midlothian","Edinburgh",984,39,945,12,412,14272.0862998955,14272.0862998955,4453,5499,4453,5205.5,1348.62475684275,387860.938594464
"4430","S01010935",2020,"Scotland","Midlothian","Edinburgh",655,32,623,53,270,14518.5993219301,14518.5993219301,4343,5128,4616,5205.5,1228.73495153112,168675.575477979
"4431","S01010936",2020,"Scotland","Midlothian","Edinburgh",691,116,575,138,266,14170.8548164098,14170.8548164098,494,2213,6547,2631,1532.3177604609,184680.678553959
"4432","S01010937",2020,"Scotland","Midlothian","Edinburgh",705,38,667,53,270,13696.3252304846,13696.3252304846,5086,5925,4985,2631,1653.50150242535,148405.05162092
"4433","S01010938",2020,"Scotland","Midlothian","Edinburgh",805,145,660,186,183,13655.6945950346,13655.6945950346,922,1547,5154,2631,1692.73301200998,149110.302280924
"4434","S01010939",2020,"Scotland","Midlothian","Edinburgh",476,31,445,27,172,13913.7635642789,13913.7635642789,1455,4430,3983,2420,1408.8985088977,175786.118376671
"4435","S01010940",2020,"Scotland","Midlothian","Edinburgh",634,14,620,1,267,14037.3164916453,14037.3164916453,5517,6742,2788,2420,1180.91975042429,173604.057622034
"4436","S01010941",2020,"Scotland","Midlothian","Edinburgh",823,20,803,4,319,14113.3093810187,14113.3093810187,5370,5741.5,1472,2420,850.711325639837,132355.92931409
"4437","S01010942",2020,"Scotland","Midlothian","Edinburgh",677,9,668,1,267,13789.9478009734,13789.9478009734,5954,6813,1735,2420,1117.85205832604,110647.371425113
"4438","S01010943",2020,"Scotland","Midlothian","Edinburgh",606,87,519,85,159,13596.9895267606,13596.9895267606,2498,2753,4288,2631,1559.39225304858,100001.741999976
"4439","S01010944",2020,"Scotland","Midlothian","Edinburgh",574,110,464,138,157,13459.0001925727,13459.0001925727,513,1900,5273,2631,1685.33882534766,108311.091211026
"4440","S01010945",2020,"Scotland","Midlothian","Edinburgh",670,106,564,69,153,12938.6012228897,12938.6012228897,486,4526,4745,2374.5,1708.52909701043,247062.918078489
"4441","S01010946",2020,"Scotland","Midlothian","Edinburgh",935,155,780,128,216,13470.4178066734,13470.4178066734,1990,2252,4926,3440.5,1576.34780373099,146872.527512435
"4442","S01010947",2020,"Scotland","Midlothian","Edinburgh",543,69,474,88,154,13387.7046181031,13387.7046181031,3288,2236,3058,3440.5,1407.32342940015,106313.247472748
"4443","S01010948",2020,"Scotland","Midlothian","Edinburgh",651,76,575,107,181,12992.642570217,12992.642570217,5233,3827,2421,3047,1452.56649146066,88826.9326869119
"4444","S01010949",2020,"Scotland","Midlothian","Edinburgh",944,13,931,7,337,12571.3014017647,12571.3014017647,4336,6703,1177,3047,1653.22893844959,337181.173962561
"4445","S01010950",2020,"Scotland","Midlothian","Edinburgh",859,94,765,88,292,13108.4734537477,13108.4734537477,4981,2652,3288,2374.5,1661.5366099541,194620.113602944
"4446","S01010951",2020,"Scotland","Midlothian","Edinburgh",606,46,560,44,214,12921.0399422055,12921.0399422055,4783,4659.5,1271,2374.5,1467.37247613996,113811.392005029
"4447","S01010952",2020,"Scotland","Midlothian","Edinburgh",534,47,487,34,165,13241.1318772454,13241.1318772454,4125,3459,1626,2374.5,1383.5618102363,119051.153562021
"4448","S01010953",2020,"Scotland","Midlothian","Edinburgh",543,43,500,42,183,13433.7999040834,13433.7999040834,4881,3922,2460,2420,1274.51061356727,118175.185328431
"4449","S01010954",2020,"Scotland","Midlothian","Edinburgh",736,22,714,11,195,12223.2449374568,12223.2449374568,3904,3950,1332,3047,1510.82147538429,180644.643006021
"4450","S01010955",2020,"Scotland","Midlothian","Edinburgh",1013,23,990,44,301,11672.465392996,11672.465392996,6365,4673,854,3416,1438.77199318942,3376274.56771327
"4451","S01010956",2020,"Scotland","Midlothian","Edinburgh",1276,55,1221,28,276,11818.2149153501,11818.2149153501,4140,2876,537,4770,1057.6645637109,30060109.8991002
"4452","S01010957",2020,"Scotland","Midlothian","Edinburgh",546,17,529,10,221,10763.2874550968,10763.2874550968,4893,6243,3772,3159,1386.84373380465,122846.659652511
"4453","S01010958",2020,"Scotland","Midlothian","Edinburgh",470,27,443,42,182,10745.1207326028,10745.1207326028,5850,4217,3273,3233.5,1486.24978237249,137120.457068072
