"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","social.HH","nonsocial.HH","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"6372","S01012877",2020,"Scotland","South Lanarkshire","Glasgow",662,141,521,73,258,5472.26395047306,5472.26395047306,3445,2976,5493,1558.5,5767.40275908906,172540.108921172
"6373","S01012878",2020,"Scotland","South Lanarkshire","Glasgow",1219,22,1197,8,365,6282.98775364339,5622.63998751757,1916,5496,3912,1417,4634.54906390364,346752.874840959
"6374","S01012879",2020,"Scotland","South Lanarkshire","Glasgow",683,28,655,12,311,5980.37106695863,5809.51185355474,2031,3659,6817,1506.5,5022.53441191785,170646.048129453
"6375","S01012880",2020,"Scotland","South Lanarkshire","Glasgow",872,36,836,9,365,5573.1072120485,5573.1072120485,4622,5455.5,6275,1558.5,5676.51246361804,204096.13400004
"6376","S01012881",2020,"Scotland","South Lanarkshire","Glasgow",937,46,891,30,376,5589.44090865491,5589.44090865491,6522,5424,6593,1506.5,5690.63065538329,284673.477207997
"6377","S01012882",2020,"Scotland","South Lanarkshire","Glasgow",586,147,439,133,154,7229.00194254837,4713.02349983705,2872,1869,3560,1911,3573.38160574891,147763.509044948
"6378","S01012883",2020,"Scotland","South Lanarkshire","Glasgow",602,215,387,244,134,6973.59861105153,4812.28844290831,507,670,3608,2024.5,3728.53654914762,90421.1020009927
"6379","S01012884",2020,"Scotland","South Lanarkshire","Glasgow",482,91,391,153,132,6752.28461701558,4971.37283209568,728,1121,3359,2024.5,3938.58101943369,90354.0935125747
"6380","S01012885",2020,"Scotland","South Lanarkshire","Glasgow",447,150,297,132,138,6761.54618437079,5112.2208616792,219,472,4179,2024.5,4056.31770632295,121861.883894475
"6381","S01012886",2020,"Scotland","South Lanarkshire","Glasgow",723,19,704,14,301,6394.02741416174,5203.6650247973,6340,4854,2771,2024.5,4277.56495464032,182113.77823754
"6382","S01012887",2020,"Scotland","South Lanarkshire","Glasgow",720,36,684,10,342,6267.53491798876,5438.43545952138,6337,6413,5262,2024.5,4548.00874587707,204176.314805004
"6383","S01012888",2020,"Scotland","South Lanarkshire","Glasgow",822,28,794,19,314,5857.94412058478,5696.47229946699,5937,6165,4865,1558.5,5129.82149687873,228779.282460514
"6384","S01012889",2020,"Scotland","South Lanarkshire","Glasgow",1096,78,1018,43,299,7336.8553026943,4312.22923893855,4935,4946,1192,3438.5,3148.831469739,215099.599827972
"6385","S01012890",2020,"Scotland","South Lanarkshire","Glasgow",818,204,614,139,161,7381.70979266065,4387.038854829,3647,1539,1785,3438.5,3228.24031548554,139077.661478001
"6386","S01012891",2020,"Scotland","South Lanarkshire","Glasgow",568,109,459,79,176,7310.20451189366,4529.08102020743,1673,1733,2248,2024.5,3379.93718556,173871.05284033
"6387","S01012892",2020,"Scotland","South Lanarkshire","Glasgow",1231,326,905,269,297,6643.31987260104,4839.56319644008,2380,891,2661,2312,3810.84499289255,239993.134395851
"6388","S01012893",2020,"Scotland","South Lanarkshire","Glasgow",778,217,561,169,200,6367.20823722261,5116.52341256946,1353,560,3785,2312,4216.16731720475,199227.199150758
"6389","S01012894",2020,"Scotland","South Lanarkshire","Glasgow",2107,86,2021,85,226,13679.6241479182,3452.94333262137,6029,5768,2016,5367,2325.53973247135,6930055.52017111
"6390","S01012895",2020,"Scotland","South Lanarkshire","Glasgow",551,15,536,19,178,14070.4751791745,2614.43782689641,776,5239.5,598,5606,3659.42486352607,26619249.4379928
"6391","S01012896",2020,"Scotland","South Lanarkshire","Glasgow",786,172,614,272,210,13213.4417752755,2043.90840645965,4848,1431.5,2013,2425,5227.49752641023,115220.52107504
"6392","S01012897",2020,"Scotland","South Lanarkshire","Glasgow",571,25,546,6,242,13541.5152005385,5177.51571616874,5357,6242,680,3838,4738.64096771018,8240798.20245582
"6393","S01012898",2020,"Scotland","South Lanarkshire","Glasgow",573,18,555,4,173,13425.1428085404,5266.16394437417,6928,6513,763,1203.5,5505.37830109483,100623.481737485
"6394","S01012899",2020,"Scotland","South Lanarkshire","Glasgow",493,115,378,201,116,11154.3880858939,2850.05400613592,1701,3920,1772,1544.5,3162.12992237524,43878.2087745131
"6395","S01012900",2020,"Scotland","South Lanarkshire","Glasgow",1037,132,905,10,216,10024.5436011137,2528.35932000381,1029,4939,790,3531,4954.84665423035,21626196.4767416
"6396","S01012901",2020,"Scotland","South Lanarkshire","Glasgow",668,64,604,39,297,12039.444956984,2945.2362343074,4454,3698,2705,3845.5,2931.25213854722,133767.513879001
"6397","S01012902",2020,"Scotland","South Lanarkshire","Glasgow",704,74,630,69,290,11822.9966705536,3113.70614720208,5121,3037,3367,3845.5,2837.0195480244,120172.844864951
"6398","S01012903",2020,"Scotland","South Lanarkshire","Glasgow",782,100,682,70,330,11616.359530926,3017.59723921426,4333,1887,3369,2094,2934.74190140772,133693.012092002
"6399","S01012904",2020,"Scotland","South Lanarkshire","Glasgow",773,103,670,70,301,11303.0162105711,2601.14926912785,1727,3484,4555,2094,3429.97013672617,136688.133210592
"6400","S01012905",2020,"Scotland","South Lanarkshire","Glasgow",610,106,504,119,153,11376.8118010899,3005.14752483543,2789,1476,2153,1544.5,2966.73439867782,185053.587490054
"6401","S01012906",2020,"Scotland","South Lanarkshire","Glasgow",837,81,756,73,409,11876.5908988239,2362.99590723625,6205,1611,3778,2094,3649.89723186562,132679.261487585
"6402","S01012907",2020,"Scotland","South Lanarkshire","Glasgow",820,117,703,97,352,11630.5545845172,2057.39602054004,3466,3239,6280,2094,4162.1035064603,328873.598570849
"6403","S01012908",2020,"Scotland","South Lanarkshire","Glasgow",683,86,597,83,272,11234.7419553754,1976.46546889941,2749,2833,6616,1178,4271.78795809774,140495.044986012
"6404","S01012909",2020,"Scotland","South Lanarkshire","Glasgow",565,91,474,84,247,11356.0870586609,2277.60390727003,2769,4495,5209,2094,3839.48516687142,178873.459724359
"6405","S01012910",2020,"Scotland","South Lanarkshire","Glasgow",872,180,692,245,240,11066.7907538707,2287.75000424944,3645,2733,4920,1178,3894.12071353598,107728.923543997
"6406","S01012911",2020,"Scotland","South Lanarkshire","Glasgow",708,63,645,37,303,11692.8730163256,1347.5336889516,3642,4186,5054,1494.5,5541.50331624917,275743.340525562
"6407","S01012912",2020,"Scotland","South Lanarkshire","Glasgow",705,115,590,77,262,11593.7040092541,1794.66130733118,1676,2992,6823,1178,4611.12669266385,117943.571213388
"6408","S01012913",2020,"Scotland","South Lanarkshire","Glasgow",798,89,709,67,350,11391.7222910638,1508.8020068337,3966,3197,6506,1178,5025.69853223949,168032.21148654
"6409","S01012914",2020,"Scotland","South Lanarkshire","Glasgow",894,93,801,68,342,11142.3317178319,1340.08181628546,4058,4073,3742,1178,5179.10522805763,236867.421364559
"6410","S01012915",2020,"Scotland","South Lanarkshire","Glasgow",1004,93,911,86,361,10808.1781999075,1116.78187086359,3404,5886,3551,2200.5,5343.21751450032,335415.962535026
"6411","S01012916",2020,"Scotland","South Lanarkshire","Glasgow",644,58,586,76,255,12633.6734584559,1965.93782970778,1877,3753,3521,3006,4736.0546556998,179190.297138491
"6412","S01012917",2020,"Scotland","South Lanarkshire","Glasgow",682,12,670,10,260,12597.8209834522,2348.76203406709,5351,6673,3452,3006,3698.52850276669,282141.073186514
"6413","S01012918",2020,"Scotland","South Lanarkshire","Glasgow",481,44,437,35,220,12308.9569144167,1917.23291221808,5449,2553,4902,3006,4589.66018890694,73885.0884560295
"6414","S01012919",2020,"Scotland","South Lanarkshire","Glasgow",462,39,423,33,196,12189.3309026586,1729.26710693517,3811,2297,3791,1494.5,4995.39531152084,71482.9344514813
"6415","S01012920",2020,"Scotland","South Lanarkshire","Glasgow",573,15,558,2,256,12494.6598204147,2530.73043964868,5732,6213,2646,3006,3328.03290226281,273519.096218998
"6416","S01012921",2020,"Scotland","South Lanarkshire","Glasgow",669,98,571,43,295,11976.954235257,1643.54847847563,4196,2476.5,5635,1494.5,5057.00709712327,98111.5269244388
"6417","S01012922",2020,"Scotland","South Lanarkshire","Glasgow",1304,87,1217,60,377,12179.1827534349,2248.44071065767,4540,4108,3877,3006,3823.84103577437,272464.269750154
"6418","S01012923",2020,"Scotland","South Lanarkshire","Glasgow",679,47,632,31,275,13236.6602407559,2266.08540009815,4505,2400,2060,4041,4376.39943066645,258777.607513523
"6419","S01012924",2020,"Scotland","South Lanarkshire","Glasgow",518,63,455,31,212,12849.6199817622,1777.91972072914,2728,5018,2573,2425,5760.64228288257,69496.3136820383
"6420","S01012925",2020,"Scotland","South Lanarkshire","Glasgow",488,24,464,8,186,12780.8461638342,1654.38332874722,5057,4997,1880,2425,6205.38454014752,125179.814410944
"6421","S01012926",2020,"Scotland","South Lanarkshire","Glasgow",671,59,612,37,296,12568.1534746292,1487.67239876512,3486,2989,1603,2425,6484.19440005269,110625.029749971
"6422","S01012927",2020,"Scotland","South Lanarkshire","Glasgow",704,56,648,44,295,12726.3388031612,1833.92593136878,3847,2449,3518,2425,5305.98291990672,115423.247308467
"6423","S01012928",2020,"Scotland","South Lanarkshire","Glasgow",844,44,800,22,331,12432.5537746954,1404.11988738329,117,4546,3153,2587,6530.64886439583,527202.526660321
"6424","S01012929",2020,"Scotland","South Lanarkshire","Glasgow",702,38,664,27,313,12398.1445469579,1653.43572221379,3400,4630,4331,1494.5,5464.93303719076,112667.148334559
"6425","S01012930",2020,"Scotland","South Lanarkshire","Glasgow",832,145,687,125,387,11732.5339216424,565.194137932323,192,4403,5899,2587,7474.3359936347,243903.310813677
"6426","S01012931",2020,"Scotland","South Lanarkshire","Glasgow",915,108,807,95,340,11416.6421853492,766.123224052731,3124,4314,3237,2587,6426.29250906586,253212.964485859
"6427","S01012932",2020,"Scotland","South Lanarkshire","Glasgow",542,37,505,24,187,11070.8584483011,556.366254655062,5263,5919.5,2923,2200.5,6317.05495380327,192561.830430993
"6428","S01012933",2020,"Scotland","South Lanarkshire","Glasgow",732,72,660,61,291,11021.442796415,777.270029794216,3949,2883,3806,2200.5,5965.85333776289,154888.963714518
"6429","S01012934",2020,"Scotland","South Lanarkshire","Glasgow",747,122,625,75,285,11668.3728158509,202.704522943739,118,3551,4600,2587,7732.23319987734,391249.540697113
"6430","S01012935",2020,"Scotland","South Lanarkshire","Glasgow",851,80,771,57,306,11487.2660424749,486.875203669712,5468,3027,2779,2066.5,7423.11604855039,181794.378781113
"6431","S01012936",2020,"Scotland","South Lanarkshire","Glasgow",823,74,749,66,285,11406.0271604824,153.351519391534,3291,2897,4229,2587,7188.00945372918,218038.786745999
"6432","S01012937",2020,"Scotland","South Lanarkshire","Glasgow",673,67,606,49,265,11072.2250156517,710.178496189425,2885,4962,1654,2066.5,6845.7726928718,187190.516741874
"6433","S01012938",2020,"Scotland","South Lanarkshire","Glasgow",664,29,635,40,267,10770.2574952975,740.973887164526,6267,6690,995,2542.5,6405.47418999909,196504.961260052
"6434","S01012939",2020,"Scotland","South Lanarkshire","Glasgow",624,12,612,3,213,10610.9410591159,881.16651599749,6928,6847,998,2542.5,6179.07528419949,116539.350459016
"6435","S01012940",2020,"Scotland","South Lanarkshire","Glasgow",672,11,661,2,266,10785.0502250922,763.062453926883,5976,6723,812,2200.5,5857.41584028551,161867.181929324
"6436","S01012941",2020,"Scotland","South Lanarkshire","Glasgow",742,5,737,3,254,10359.8861113515,1113.30368958792,3978,6915,826,2542.5,5737.07060715961,331014.207782026
"6437","S01012942",2020,"Scotland","South Lanarkshire","Glasgow",737,114,623,111,253,11304.97902045,926.61218323459,5776,1807,1690,2066.5,6775.44583457718,133602.39788692
"6438","S01012943",2020,"Scotland","South Lanarkshire","Glasgow",747,47,700,18,273,11056.4194607154,1041.65004254097,4977,6449,1746,1763,6713.63064492013,420735.433552824
"6439","S01012944",2020,"Scotland","South Lanarkshire","Glasgow",521,16,505,1,206,10591.7207352256,1139.91159838674,6016,6770.5,1084,2542.5,6781.056268294,109508.2248555
"6440","S01012945",2020,"Scotland","South Lanarkshire","Glasgow",758,28,730,4,237,9943.36117770784,2356.98700883721,1865,6204,579,2540,5198.1571630811,2748521.95959331
"6441","S01012946",2020,"Scotland","South Lanarkshire","Glasgow",832,6,826,3,335,10159.4475284277,1461.57652903391,5959,6474,852,2741.5,6601.4013080266,336358.608295626
"6442","S01012947",2020,"Scotland","South Lanarkshire","Glasgow",429,6,423,2,149,9839.57405361312,2132.78959969347,5728,6752,684,2741.5,6305.67468363575,132754.604037115
"6443","S01012948",2020,"Scotland","South Lanarkshire","Glasgow",647,7,640,6,243,12187.1867860754,3300.76466933341,6928,5688.5,2237,3000.5,3354.11596205177,140976.576155819
"6444","S01012949",2020,"Scotland","South Lanarkshire","Glasgow",622,13,609,5,277,11760.8564981373,3269.72471725051,4886,3592.5,1204,4387.5,3692.59596025214,389578.606944149
"6445","S01012950",2020,"Scotland","South Lanarkshire","Glasgow",821,13,808,4,269,11639.0518568066,2866.11584271246,4471,6140,1072,3000.5,4893.74212750674,272174.019467666
"6446","S01012951",2020,"Scotland","South Lanarkshire","Glasgow",1285,18,1267,2,292,11518.9791027034,3506.74447052424,6542,6493,847,4387.5,3063.97740536186,271693.003819354
"6447","S01012952",2020,"Scotland","South Lanarkshire","Glasgow",744,12,732,4,243,10013.8746902448,4226.7490787996,4215,6078,455,4737,1855.56291263887,6774839.58615657
"6448","S01012953",2020,"Scotland","South Lanarkshire","Glasgow",606,24,582,3,289,12217.7960597097,2958.69965207995,6928,5125,2017,3000.5,3981.2251016726,134305.472633591
"6449","S01012954",2020,"Scotland","South Lanarkshire","Glasgow",453,7,446,2,171,11933.2960102075,2955.46976175939,6685,3812,2543,3000.5,4349.0553055347,54288.5352205067
"6450","S01012955",2020,"Scotland","South Lanarkshire","Glasgow",1080,27,1053,12,344,11572.4680946352,2176.69250663806,600,5471,1162,3000.5,5460.77986883211,469091.502709283
"6451","S01012956",2020,"Scotland","South Lanarkshire","Glasgow",1076,166,910,115,343,11582.1836822134,1745.48232851666,1654,1948,5410,2818.5,5711.17045236352,366969.494517545
"6452","S01012957",2020,"Scotland","South Lanarkshire","Glasgow",625,85,540,79,225,11406.5651883903,1795.00486325464,2857,3152,2905,1763,5719.08989763512,130749.406682481
"6453","S01012958",2020,"Scotland","South Lanarkshire","Glasgow",528,55,473,31,175,12917.453341995,3231.75142904623,3551,2763,3193,4210.5,2895.13106798709,414186.300724151
"6454","S01012959",2020,"Scotland","South Lanarkshire","Glasgow",542,39,503,12,216,12733.6445973269,2905.07496672446,4220,4649,4035,2979.5,3510.77429642878,100672.643884519
"6455","S01012960",2020,"Scotland","South Lanarkshire","Glasgow",527,53,474,66,163,12605.4596427042,2649.31161485014,5210,4940.5,3191,2818.5,3951.91022729379,326090.662996025
"6456","S01012961",2020,"Scotland","South Lanarkshire","Glasgow",477,11,466,3,197,12467.0391785374,3015.81283715063,6928,6417,2567,4210.5,3593.26364576269,98759.0382364625
"6457","S01012962",2020,"Scotland","South Lanarkshire","Glasgow",608,17,591,2,234,12031.5431384067,2723.66867319178,6502,6574,2756,3000.5,4597.23923993113,139749.342014872
"6458","S01012963",2020,"Scotland","South Lanarkshire","Glasgow",819,28,791,5,270,14156.9335389588,3546.11027049641,6651,6754,2102,3830,2014.42148050417,164791.464736703
"6459","S01012964",2020,"Scotland","South Lanarkshire","Glasgow",633,7,626,1,199,14042.3573199757,3665.5210964973,6779,6144,1614,3830,1926.289101097,140769.322063041
"6460","S01012965",2020,"Scotland","South Lanarkshire","Glasgow",826,88,738,60,169,13909.0186542777,2973.21836167064,2532,4741,4196,4979.5,2805.64554555428,209956.176168016
"6461","S01012966",2020,"Scotland","South Lanarkshire","Glasgow",1288,69,1219,31,231,13811.3071497655,3175.23375233354,5246,5758,6340,3830,2651.72476948993,245782.74870576
"6462","S01012967",2020,"Scotland","South Lanarkshire","Glasgow",472,74,398,31,152,13442.3982636055,3161.97775796994,3214,1668,5981,2979.5,2836.49927229083,65266.4385494769
"6463","S01012968",2020,"Scotland","South Lanarkshire","Glasgow",644,95,549,52,219,13168.1040787288,3168.91774247876,3361.5,4752.5,5084,2979.5,2889.03487403032,115246.938692589
"6464","S01012969",2020,"Scotland","South Lanarkshire","Glasgow",727,145,582,87,219,13141.2299817223,2898.11859543317,2774,2608,5221,2979.5,3330.51343348422,154241.017916
"6465","S01012970",2020,"Scotland","South Lanarkshire","Glasgow",542,59,483,70,166,13683.4744919418,2454.80354419436,3349,3969.5,1676,4979.5,3759.69818091987,359717.827651057
"6466","S01012971",2020,"Scotland","South Lanarkshire","Glasgow",753,160,593,118,181,13471.0137114608,2525.64136567371,2708,1429,4218,3419,3710.84314156962,141097.538103571
"6467","S01012972",2020,"Scotland","South Lanarkshire","Glasgow",800,160,640,121,208,13407.7517275196,2276.48776156762,3023,3115,2549,3419,4191.94101521256,136521.43150958
"6468","S01012973",2020,"Scotland","South Lanarkshire","Glasgow",806,72,734,60,275,13086.4263772591,1877.19747535139,3986,4838,3242,3419,5080.82010621759,172435.403715972
"6469","S01012974",2020,"Scotland","South Lanarkshire","Glasgow",1244,246,998,120,326,12755.6441316507,1562.85216019907,1261,2968,3342,3419,5744.05649072184,409770.504892174
"6470","S01012975",2020,"Scotland","South Lanarkshire","Glasgow",575,104,471,102,164,13330.2559451464,2582.84520440211,2594,3168,3694,2979.5,3717.21010159569,102904.721600438
"6471","S01012976",2020,"Scotland","South Lanarkshire","Glasgow",493,83,410,57,172,13006.3654327732,2441.95197010059,2008,2932,5458,2979.5,4071.26230612315,242661.151727896
