"","zone","type","area"
"58145","E01023908","lsoa11",1848714.28916513
"58146","E01023909","lsoa11",2755689.11963634
"58147","E01023910","lsoa11",14287953.2292806
"58148","E01023911","lsoa11",2310865.12916031
"58149","E01023912","lsoa11",1031117.01358509
"58150","E01023913","lsoa11",681078.976209929
"58151","E01023914","lsoa11",354096.661331758
"58152","E01023915","lsoa11",612361.564967185
"58153","E01023916","lsoa11",1156280.50794987
"58154","E01023917","lsoa11",546624.229307595
"58155","E01023918","lsoa11",634758.108845588
"58156","E01023919","lsoa11",1255135.62418246
"58157","E01023920","lsoa11",268689.068459136
"58158","E01023921","lsoa11",396734.884986693
"58159","E01023922","lsoa11",264740.932993201
"58160","E01023923","lsoa11",480618.873491145
"58161","E01023924","lsoa11",436803.578478687
"58162","E01023925","lsoa11",19235074.1334379
"58163","E01023926","lsoa11",1764532.84202512
"58164","E01023927","lsoa11",295842.607991883
"58165","E01023929","lsoa11",325669.447253279
"58166","E01023930","lsoa11",244999.201680912
"58167","E01023932","lsoa11",325765.445256946
"58168","E01023933","lsoa11",242814.054374928
"58169","E01023934","lsoa11",196175.030867146
"58170","E01023935","lsoa11",328708.007329735
"58171","E01023936","lsoa11",354760.809504545
"58172","E01023937","lsoa11",533118.151960568
"58173","E01023938","lsoa11",1249952.80084096
"58174","E01023939","lsoa11",358287.151618625
"58175","E01023940","lsoa11",633416.916861104
"58176","E01023941","lsoa11",630028.006276691
"58177","E01023942","lsoa11",303824.869566458
"58178","E01023943","lsoa11",306421.759585702
"58179","E01023944","lsoa11",491559.866468423
"58180","E01023945","lsoa11",915624.825652996
"58181","E01023946","lsoa11",456936.549241244
"58182","E01023947","lsoa11",12315487.5769966
"58183","E01023948","lsoa11",631495.009669402
"58184","E01023949","lsoa11",2479873.53099287
"58185","E01023950","lsoa11",892481.718552366
"58186","E01023951","lsoa11",427219.99793611
"58187","E01023952","lsoa11",355498.280705665
"58188","E01023953","lsoa11",343670.997808545
"58189","E01023954","lsoa11",922472.63283841
"58190","E01023955","lsoa11",222885.393297377
"58191","E01023956","lsoa11",166156.015089888
"58192","E01023957","lsoa11",228339.404727489
"58193","E01023958","lsoa11",298404.957431369
"58194","E01023959","lsoa11",1290740.86831037
"58195","E01023960","lsoa11",511526.423426107
"58196","E01023961","lsoa11",304898.491241241
"58197","E01023962","lsoa11",980198.628321719
"58198","E01023963","lsoa11",1571964.00671087
"58199","E01023964","lsoa11",9494528.04959051
"58200","E01023965","lsoa11",1836141.09990678
"58201","E01023966","lsoa11",1186866.97257328
"58202","E01023967","lsoa11",2419212.63380264
"58203","E01023968","lsoa11",3451216.79662308
"58204","E01023969","lsoa11",8153702.87915251
"58205","E01023970","lsoa11",973006.301263525
"58206","E01023971","lsoa11",3467772.01769105
"58207","E01023972","lsoa11",284941.65519768
"58208","E01023973","lsoa11",480948.603872902
"58209","E01023974","lsoa11",196086.555449744
"58210","E01023975","lsoa11",369185.321861256
"58211","E01023976","lsoa11",312368.770473651
"58212","E01023977","lsoa11",259202.313011985
"58213","E01023978","lsoa11",27210832.3421359
"58214","E01023979","lsoa11",1908147.58209425
"58215","E01023980","lsoa11",264278.489865943
"58216","E01023981","lsoa11",2192910.50985764
"58217","E01023983","lsoa11",1017233.47721058
"58218","E01023984","lsoa11",236090.276223412
"58219","E01023985","lsoa11",14695594.4488237
"58220","E01023986","lsoa11",6419324.89820108
"58221","E01023987","lsoa11",5134556.13608597
"58222","E01023988","lsoa11",41203480.809061
"58223","E01023989","lsoa11",17745604.14052
"58224","E01023990","lsoa11",18484016.8844673
"58225","E01023992","lsoa11",567594.331579102
"58226","E01023993","lsoa11",376721.977949527
"58227","E01023995","lsoa11",241330.508647492
"58228","E01023996","lsoa11",919199.578948502
"58229","E01023997","lsoa11",39107724.6138277
"58230","E01023998","lsoa11",14661785.7710156
"58231","E01023999","lsoa11",2721131.26801899
"58232","E01024001","lsoa11",1337270.60312793
"58233","E01024002","lsoa11",282633.201689694
"58234","E01024003","lsoa11",423302.824773468
"58235","E01024004","lsoa11",2737319.93082633
"58236","E01024005","lsoa11",356197.546759361
"58237","E01024006","lsoa11",687947.640212009
"58238","E01024008","lsoa11",779171.399062438
"58239","E01024009","lsoa11",27500119.2000349
"58240","E01024010","lsoa11",15733398.2012514
"58241","E01024011","lsoa11",4514175.39586156
"58242","E01024012","lsoa11",3165187.49620291
"58243","E01024013","lsoa11",8952811.57832419
"58244","E01024014","lsoa11",41488955.3648992
"58245","E01024015","lsoa11",26196321.1285387
"58246","E01024016","lsoa11",309564.020448294
"58247","E01024017","lsoa11",475352.431321127
"58248","E01024019","lsoa11",356366.879892046
"58249","E01024020","lsoa11",168706.437638735
"58250","E01024021","lsoa11",367004.407521192
"58251","E01024022","lsoa11",592178.349832949
"58252","E01024023","lsoa11",1088464.42719093
"58253","E01024024","lsoa11",956569.128284886
"58254","E01024025","lsoa11",682491.724523629
"58255","E01024026","lsoa11",11151368.9200883
"58256","E01024027","lsoa11",980871.587255208
"58257","E01024028","lsoa11",480624.507573569
"58258","E01024029","lsoa11",708115.327944489
"58259","E01024031","lsoa11",26098645.0565099
"58260","E01024032","lsoa11",15176121.0739072
"58261","E01024033","lsoa11",22414696.287872
"58262","E01024034","lsoa11",19725934.1263743
"58263","E01024035","lsoa11",12377471.9871962
"58264","E01024036","lsoa11",21798969.0157858
"58265","E01024037","lsoa11",18581910.1706249
"58266","E01024038","lsoa11",27954677.4722829
"58267","E01024039","lsoa11",11421482.1312937
"58268","E01024040","lsoa11",3131438.57804086
"58269","E01024041","lsoa11",20973974.0372099
"58270","E01024042","lsoa11",30709472.1537856
"58271","E01024043","lsoa11",8212104.33877189
"58272","E01024044","lsoa11",575129.710194383
"58273","E01024045","lsoa11",3822098.6960913
"58274","E01024046","lsoa11",1767587.60589014
"58275","E01024047","lsoa11",2010958.16549942
"58276","E01024048","lsoa11",280459.31831483
"58277","E01024049","lsoa11",306698.221757659
"58278","E01024052","lsoa11",6227359.96087477
"58279","E01024053","lsoa11",13129874.0839484
"58280","E01024054","lsoa11",38052791.6672981
"58281","E01024055","lsoa11",1037037.78769786
"58282","E01024056","lsoa11",7072201.74476916
"58283","E01024057","lsoa11",1006675.68554951
"58284","E01024058","lsoa11",1081734.43681175
"58285","E01024059","lsoa11",1532355.60006175
"58286","E01024060","lsoa11",283772.897459908
"58287","E01024061","lsoa11",439682.959785185
"58288","E01024062","lsoa11",4220127.38018096
"58289","E01024063","lsoa11",438904.433749808
"58290","E01024064","lsoa11",1283133.48101735
"58291","E01024065","lsoa11",5856848.61049779
"58292","E01024066","lsoa11",287031.252009613
"58293","E01024067","lsoa11",12448913.5383612
"58294","E01024068","lsoa11",1249027.50169562
"58295","E01024069","lsoa11",189487.529760776
"58296","E01024070","lsoa11",872837.378508334
"58297","E01024071","lsoa11",274164.253277244
"58298","E01024072","lsoa11",471295.806103505
"58299","E01024073","lsoa11",821038.813670265
"58300","E01024074","lsoa11",326744.110559374
"58301","E01024075","lsoa11",1479356.35781891
"58302","E01024076","lsoa11",2500796.23705305
"58303","E01024077","lsoa11",5838092.61015768
"58304","E01024078","lsoa11",205178.810527425
"58305","E01024079","lsoa11",290222.836111508
"58306","E01024080","lsoa11",206614.186350469
"58307","E01024081","lsoa11",542630.841958589
"58308","E01024082","lsoa11",252053.362553312
"58309","E01024083","lsoa11",305102.40970416
"58310","E01024084","lsoa11",8356363.25885447
"58311","E01024085","lsoa11",21780718.6840502
"58312","E01024086","lsoa11",7405158.67731616
"58313","E01024087","lsoa11",21887088.0418635
"58314","E01024088","lsoa11",7982946.65314097
"58315","E01029893","lsoa11",9774132.0038374
"58316","E01029894","lsoa11",412441.026196632
"58317","E01029895","lsoa11",6250262.38101366
"58318","E01029896","lsoa11",381835.591123421
"58319","E01029897","lsoa11",19203372.8108269
"58320","E01029898","lsoa11",12003546.4443581
"58321","E01029899","lsoa11",17784276.1834747
"58322","E01029900","lsoa11",14147198.3074332
"58323","E01029901","lsoa11",12738290.0657887
"58324","E01029902","lsoa11",40455689.2001014
"58325","E01029903","lsoa11",6602392.45912048
"58326","E01029904","lsoa11",1186492.78291688
"58327","E01029905","lsoa11",17596294.3073084
"58328","E01029906","lsoa11",27273034.7234257
"58329","E01029907","lsoa11",55460715.3927105
"58330","E01029908","lsoa11",1490890.25930066
"58331","E01030736","lsoa11",692409.673003796
"58332","E01030737","lsoa11",420598.321709285
"58333","E01030738","lsoa11",380466.379168906
"58334","E01030739","lsoa11",352835.416016841
"58335","E01030740","lsoa11",356212.980251177
"58336","E01030741","lsoa11",308861.633429207
"58337","E01030742","lsoa11",294052.055258895
"58338","E01030743","lsoa11",600886.627946139
"58339","E01030744","lsoa11",340145.281147759
"58340","E01030745","lsoa11",2093814.20382118
"58341","E01030746","lsoa11",559601.772696447
"58342","E01027739","lsoa11",118738.957044852
"58343","E01027740","lsoa11",713659.705320245
"58344","E01027741","lsoa11",265659.276910688
"58345","E01027742","lsoa11",102364114.625527
"58346","E01027743","lsoa11",21390102.6096196
"58347","E01027744","lsoa11",80604724.6996651
"58348","E01027745","lsoa11",34620401.1164179
"58349","E01027746","lsoa11",1666426.66080196
"58350","E01027747","lsoa11",5837979.97150409
"58351","E01027748","lsoa11",1173718.52385265
"58352","E01027749","lsoa11",564762.49645683
"58353","E01027750","lsoa11",4922411.99675299
"58354","E01027751","lsoa11",40963327.2062246
"58355","E01027752","lsoa11",52265250.5912585
"58356","E01027753","lsoa11",136871008.230234
"58357","E01027754","lsoa11",5116732.37699699
"58358","E01027756","lsoa11",32510758.5112076
"58359","E01027758","lsoa11",64649472.6628972
"58360","E01027759","lsoa11",33087614.6137053
"58361","E01027760","lsoa11",65684736.2888539
"58362","E01027761","lsoa11",28628830.2971595
"58363","E01027762","lsoa11",57904746.4663042
"58364","E01027763","lsoa11",136307253.601609
"58365","E01027764","lsoa11",146502007.920161
"58366","E01027765","lsoa11",288243.760526021
"58367","E01028951","lsoa11",1454439.30850555
"58368","E01028952","lsoa11",484152.270120522
"58369","E01028953","lsoa11",488321.284751826
"58370","E01028954","lsoa11",18438321.9582173
"58371","E01028955","lsoa11",4670027.54386255
"58372","E01028956","lsoa11",679424.982508585
"58373","E01028957","lsoa11",250384.71732684
"58374","E01028958","lsoa11",2625582.26696173
"58375","E01028959","lsoa11",65026988.3945633
"58376","E01028960","lsoa11",69869786.6127336
"58377","E01028961","lsoa11",52438392.3491793
"58378","E01028962","lsoa11",371833.838798882
"58379","E01028963","lsoa11",933969.493722452
"58380","E01028964","lsoa11",966853.778289625
"58381","E01028965","lsoa11",316369.397017178
"58382","E01028966","lsoa11",776576.255208857
"58383","E01028967","lsoa11",291364.247991748
"58384","E01028968","lsoa11",652605.819447868
"58385","E01028969","lsoa11",36006475.8859681
"58386","E01028970","lsoa11",24227952.0013865
"58387","E01028971","lsoa11",34589164.195031
"58388","E01028972","lsoa11",942904.026350707
"58389","E01028973","lsoa11",675504.365200189
"58390","E01028974","lsoa11",898125.118331253
"58391","E01028975","lsoa11",10257328.5474024
"58392","E01028976","lsoa11",31109086.552971
"58393","E01030770","lsoa11",650431.612756012
"58394","E01030771","lsoa11",273221.453292086
"58395","E01030772","lsoa11",675120.336852434
"58396","E01030773","lsoa11",744926.932821838
"58397","E01030774","lsoa11",341311.349176977
"58398","E01030775","lsoa11",571001.332117474
"58399","E01030776","lsoa11",520469.153283625
"58400","E01030777","lsoa11",334296.459951878
"58401","E01030778","lsoa11",453650.43845168
"58402","E01030779","lsoa11",511823.598963216
"58403","E01030780","lsoa11",1913638.17863065
"58404","E01030781","lsoa11",1311495.68706843
"58405","E01030782","lsoa11",814718.759524475
"58406","E01030783","lsoa11",2413068.06790413
"58407","E01030784","lsoa11",5881557.86272512
"58408","E01030785","lsoa11",1035773.4651651
"58409","E01030786","lsoa11",1680320.54424819
"58410","E01030787","lsoa11",753044.224936215
"58411","E01030788","lsoa11",608874.13755804
"58412","E01030789","lsoa11",1055474.42201292
"58413","E01030790","lsoa11",414688.696611497
"58414","E01030791","lsoa11",462979.091934101
"58415","E01030792","lsoa11",794249.210271329
"58416","E01030793","lsoa11",1195729.09194921
"58417","E01030794","lsoa11",290729.199094636
"58418","E01030795","lsoa11",532391.913824867
"58419","W01000111","lsoa11",3410428.26721193
"58420","W01000112","lsoa11",11548956.0966877
"58421","W01000113","lsoa11",28350222.3479065
"58422","W01000114","lsoa11",163549493.725246
"58423","W01000115","lsoa11",27923308.6982179
"58424","W01000116","lsoa11",25549176.2281945
"58425","W01000117","lsoa11",4142262.66497233
"58426","W01000118","lsoa11",53224090.6239823
"58427","W01000119","lsoa11",6153543.94981084
"58428","W01000121","lsoa11",155624376.003008
"58429","W01000122","lsoa11",91268282.7414673
"58430","W01000123","lsoa11",14595358.9236326
"58431","W01000124","lsoa11",77301598.094992
"58432","W01000125","lsoa11",5841149.68921794
"58433","W01000126","lsoa11",842772.415457743
"58434","W01000127","lsoa11",586237.998961994
"58435","W01000128","lsoa11",449046.209740108
"58436","W01000129","lsoa11",5179696.31130422
"58437","W01000130","lsoa11",1004551.56742426
"58438","W01000131","lsoa11",1708284.41908317
"58439","W01000132","lsoa11",424443.661765035
"58440","W01000133","lsoa11",2644222.13615553
"58441","W01000134","lsoa11",3981675.94981008
"58442","W01000135","lsoa11",1873731.92331999
"58443","W01000136","lsoa11",1120519.84452954
"58444","W01000137","lsoa11",54053167.3711179
"58445","W01000138","lsoa11",1695394.48310553
"58446","W01000139","lsoa11",648333.396591167
"58447","W01000140","lsoa11",9519532.13173377
"58448","W01000282","lsoa11",1032231.34325326
"58449","W01000283","lsoa11",4182518.21492846
"58450","W01000284","lsoa11",848651.691413014
"58451","W01000285","lsoa11",2129249.84808309
"58452","W01000286","lsoa11",3279272.11555461
"58453","W01000287","lsoa11",15818321.4196915
"58454","W01000288","lsoa11",3588972.81013399
"58455","W01000289","lsoa11",5385274.92280343
"58456","W01000290","lsoa11",668475.729592719
"58457","W01000291","lsoa11",1208174.38614791
"58458","W01000292","lsoa11",206285.063501572
"58459","W01000293","lsoa11",11467352.2446231
"58460","W01000294","lsoa11",3871690.45010908
"58461","W01000295","lsoa11",304462.468473643
"58462","W01000296","lsoa11",11101755.9298326
"58463","W01000297","lsoa11",331131.426523945
"58464","W01000298","lsoa11",5244754.57867492
"58465","W01000299","lsoa11",7528898.66514635
"58466","W01000300","lsoa11",17802300.4683212
"58467","W01000301","lsoa11",25265246.8777576
"58468","W01000302","lsoa11",3231385.41614085
"58469","W01000303","lsoa11",8909832.40741326
"58470","W01000304","lsoa11",941201.80327794
"58471","W01000305","lsoa11",2405805.86473662
"58472","W01000306","lsoa11",2644320.9458446
"58473","W01000307","lsoa11",11271190.5598452
"58474","W01000308","lsoa11",1506093.03156272
"58475","W01000805","lsoa11",865820.416161788
"58476","W01000806","lsoa11",476590.335763488
"58477","W01000807","lsoa11",379728.226003717
"58478","W01000808","lsoa11",573865.400199738
"58479","W01000809","lsoa11",436350.419904249
"58480","W01000810","lsoa11",291499.232652241
"58481","W01000811","lsoa11",329073.525790867
"58482","W01000812","lsoa11",516773.406611243
"58483","W01000813","lsoa11",507383.836531112
"58484","W01000814","lsoa11",417769.334755406
"58485","W01000815","lsoa11",1710297.50962666
"58486","W01000816","lsoa11",1707126.21576224
"58487","W01000817","lsoa11",674532.789628513
"58488","W01000818","lsoa11",586995.06859787
"58489","W01000819","lsoa11",518245.888743547
"58490","W01000820","lsoa11",405272.378336202
"58491","W01000821","lsoa11",377402.991290002
"58492","W01000822","lsoa11",1010027.16880554
"58493","W01000823","lsoa11",713420.105512178
"58494","W01000824","lsoa11",1907641.03163185
"58495","W01000825","lsoa11",956974.698469981
"58496","W01000826","lsoa11",1578490.17862866
"58497","W01000827","lsoa11",433918.843941322
"58498","W01000828","lsoa11",15005608.2540692
"58499","W01000829","lsoa11",5345199.78634691
"58500","W01000830","lsoa11",393645.650744054
"58501","W01000831","lsoa11",326006.380845027
"58502","W01000832","lsoa11",510441.32288074
"58503","W01000833","lsoa11",383486.946057863
"58504","E01024089","lsoa11",13743098.0783303
"58505","E01024090","lsoa11",444117.613629464
"58506","E01024091","lsoa11",815605.153294782
"58507","E01024092","lsoa11",266279.888964155
"58508","E01024093","lsoa11",395604.560279419
"58509","E01024094","lsoa11",7880760.20548853
"58510","E01024095","lsoa11",508032.513680286
"58511","E01024096","lsoa11",758827.32305545
"58512","E01024097","lsoa11",691264.999648302
"58513","E01024098","lsoa11",444465.853862219
"58514","E01024099","lsoa11",188081.129398813
"58515","E01024100","lsoa11",482507.343098977
"58516","E01024101","lsoa11",783358.065677253
"58517","E01024102","lsoa11",465490.764779103
"58518","E01024103","lsoa11",199452.367068834
"58519","E01024104","lsoa11",261493.531219781
"58520","E01024105","lsoa11",1564760.077542
"58521","E01024106","lsoa11",457626.371044959
"58522","E01024107","lsoa11",1002351.20491132
"58523","E01024108","lsoa11",9577236.49736144
"58524","E01024109","lsoa11",6194104.220494
"58525","E01024110","lsoa11",10518142.2053041
"58526","E01024111","lsoa11",1095713.22697003
"58527","E01024112","lsoa11",310734.450250433
"58528","E01024113","lsoa11",2423579.56304249
"58529","E01024114","lsoa11",386391.192742671
"58530","E01024115","lsoa11",396091.341167152
"58531","E01024116","lsoa11",941281.211171299
"58532","E01024117","lsoa11",672522.013369873
"58533","E01024118","lsoa11",326822.329481646
"58534","E01024119","lsoa11",301473.799676921
"58535","E01024120","lsoa11",1636122.57859675
"58536","E01024121","lsoa11",218395.490836556
"58537","E01024122","lsoa11",469672.846110631
"58538","E01024123","lsoa11",549521.989743792
"58539","E01024124","lsoa11",230329.984122297
"58540","E01024126","lsoa11",225090.128506824
"58541","E01024127","lsoa11",4650015.99261064
"58542","E01024128","lsoa11",684090.264454512
"58543","E01024129","lsoa11",241988.010918049
"58544","E01024130","lsoa11",1526294.5945721
"58545","E01024131","lsoa11",334424.605869344
"58546","E01024132","lsoa11",669101.908735701
"58547","E01024133","lsoa11",2287646.07692771
"58548","E01024134","lsoa11",3375101.13609534
"58549","E01024135","lsoa11",4942160.48572439
"58550","E01024136","lsoa11",382909.326857597
"58551","E01024137","lsoa11",742244.057742353
"58552","E01024138","lsoa11",1400615.76733621
"58553","E01024139","lsoa11",280820.165121248
"58554","E01024140","lsoa11",573516.935677204
"58555","E01024141","lsoa11",3216284.04495457
"58556","E01024142","lsoa11",709446.149221297
"58557","E01024143","lsoa11",904686.489069775
"58558","E01024144","lsoa11",265213.125777738
"58559","E01024145","lsoa11",568781.076694575
"58560","E01024146","lsoa11",1473317.72957318
"58561","E01024147","lsoa11",288806.338897231
"58562","E01024148","lsoa11",991715.016065551
"58563","E01024149","lsoa11",4282004.89092251
"58564","E01024150","lsoa11",1857596.71667356
"58565","E01024151","lsoa11",1728881.43668755
"58566","E01024152","lsoa11",1134208.45091126
"58567","E01024153","lsoa11",492120.208652434
"58568","E01024154","lsoa11",246399.360776881
"58569","E01024155","lsoa11",2219051.14666974
"58570","E01024156","lsoa11",215155.490074215
"58571","E01024157","lsoa11",9225475.83807447
"58572","E01024158","lsoa11",1646793.17848801
"58573","E01024159","lsoa11",1047542.63408674
"58574","E01024160","lsoa11",792825.717255258
"58575","E01024161","lsoa11",205554.693861572
"58576","E01024162","lsoa11",577155.061883335
"58577","E01024163","lsoa11",341711.225870454
"58578","E01024164","lsoa11",226351.22488865
"58579","E01024165","lsoa11",149740.556484943
"58580","E01024166","lsoa11",226333.40626922
"58581","E01024167","lsoa11",812464.189980671
"58582","E01024168","lsoa11",350406.408402081
"58583","E01024169","lsoa11",301802.532673422
"58584","E01024170","lsoa11",962488.700229742
"58585","E01024171","lsoa11",705491.609775795
"58586","E01024172","lsoa11",3591972.84250504
"58587","E01024173","lsoa11",3344648.91006263
"58588","E01024174","lsoa11",1952329.11861423
"58589","E01024175","lsoa11",2238521.18590305
"58590","E01024176","lsoa11",323750.657375238
"58591","E01024177","lsoa11",370487.393444665
"58592","E01024178","lsoa11",231357.458749033
"58593","E01024179","lsoa11",4596201.94547076
"58594","E01024180","lsoa11",737640.278059997
"58595","E01024181","lsoa11",292056.19343291
"58596","E01024182","lsoa11",401376.508900599
"58597","E01024183","lsoa11",342011.647780412
"58598","E01024184","lsoa11",238531.689866233
"58599","E01024185","lsoa11",528973.3391659
"58600","E01024186","lsoa11",236634.935376704
"58601","E01024187","lsoa11",569566.037739513
"58602","E01024188","lsoa11",1622828.33182025
"58603","E01024189","lsoa11",1877618.54476587
"58604","E01024190","lsoa11",13616905.1111688
"58605","E01024191","lsoa11",926864.054601332
"58606","E01024192","lsoa11",977616.847822481
"58607","E01024193","lsoa11",185067.47257359
"58608","E01024194","lsoa11",158920.08138484
"58609","E01024195","lsoa11",963498.521308552
"58610","E01024196","lsoa11",379574.129643381
"58611","E01024197","lsoa11",260303.545316143
"58612","E01024198","lsoa11",14724174.0401787
"58613","E01024200","lsoa11",28648521.6957089
"58614","E01024201","lsoa11",13909469.6482516
"58615","E01024202","lsoa11",3809075.50404435
"58616","E01024203","lsoa11",25736678.1294714
"58617","E01024204","lsoa11",5029429.82863705
"58618","E01024205","lsoa11",3832795.4963847
"58619","E01024206","lsoa11",23566652.9971134
"58620","E01024207","lsoa11",17275368.3027113
"58621","E01024208","lsoa11",14873682.8986132
"58622","E01024209","lsoa11",10180420.4908517
"58623","E01024212","lsoa11",2063211.43173513
"58624","E01024213","lsoa11",607746.371652451
"58625","E01024214","lsoa11",177605.663977182
"58626","E01024215","lsoa11",360510.073153835
"58627","E01024216","lsoa11",213299.325537475
"58628","E01024217","lsoa11",7415955.62445692
"58629","E01024218","lsoa11",311791.346701213
"58630","E01024219","lsoa11",423738.5538071
"58631","E01024220","lsoa11",1138253.13645255
"58632","E01024221","lsoa11",332937.258182563
"58633","E01024222","lsoa11",302241.641408148
"58634","E01024223","lsoa11",402276.531520226
"58635","E01024224","lsoa11",1065149.23081777
"58636","E01024225","lsoa11",227848.183516478
"58637","E01024226","lsoa11",832016.751586811
"58638","E01024227","lsoa11",387131.084927856
"58639","E01024228","lsoa11",323646.196689082
"58640","E01024229","lsoa11",245979.629971329
"58641","E01024230","lsoa11",207006.994896565
"58642","E01024231","lsoa11",208827.13054907
"58643","E01024232","lsoa11",6583353.14035904
"58644","E01024233","lsoa11",433109.591214205
"58645","E01024234","lsoa11",14620164.3364298
"58646","E01024235","lsoa11",493329.921735469
"58647","E01024236","lsoa11",17087602.940407
"58648","E01024237","lsoa11",5127400.11294883
"58649","E01024238","lsoa11",9984633.80604583
"58650","E01024239","lsoa11",193871.757881277
"58651","E01024240","lsoa11",1354162.20487366
"58652","E01024241","lsoa11",894053.624269775
"58653","E01024242","lsoa11",22494079.7233139
"58654","E01024243","lsoa11",616399.119019975
"58655","E01024244","lsoa11",4072161.13902211
"58656","E01024245","lsoa11",11982330.570857
"58657","E01024246","lsoa11",203212.828236019
"58658","E01024247","lsoa11",249535.504849168
"58659","E01024248","lsoa11",430379.561396257
"58660","E01024249","lsoa11",3899806.14724771
"58661","E01024250","lsoa11",398729.614730861
"58662","E01024251","lsoa11",602985.860794953
"58663","E01024252","lsoa11",565105.950725093
"58664","E01024253","lsoa11",1821285.68692822
"58665","E01024254","lsoa11",2153549.46251505
"58666","E01024255","lsoa11",2586473.69133511
"58667","E01024256","lsoa11",2238562.51204925
"58668","E01024257","lsoa11",192609.458934609
"58669","E01024258","lsoa11",354464.065066247
"58670","E01024259","lsoa11",417804.289041664
"58671","E01024260","lsoa11",354010.539960633
"58672","E01024261","lsoa11",4437349.36866294
"58673","E01024262","lsoa11",248274.820925291
"58674","E01024263","lsoa11",262378.04720732
"58675","E01024264","lsoa11",320205.270538979
"58676","E01024265","lsoa11",2888585.80982114
"58677","E01024266","lsoa11",401235.637995884
"58678","E01024267","lsoa11",11135789.3417883
"58679","E01024268","lsoa11",3865974.95864142
"58680","E01024269","lsoa11",3529714.13998406
"58681","E01024270","lsoa11",4982587.1700246
"58682","E01024298","lsoa11",1085114.60317152
"58683","E01024299","lsoa11",199399.982113911
"58684","E01024300","lsoa11",10286328.7606724
"58685","E01024301","lsoa11",13242969.9967163
"58686","E01024302","lsoa11",11471693.2927574
"58687","E01024303","lsoa11",228459.895637082
"58688","E01024304","lsoa11",333647.35574631
"58689","E01024305","lsoa11",184298.75231342
"58690","E01024306","lsoa11",213895.339014395
"58691","E01024307","lsoa11",347227.834117056
"58692","E01024308","lsoa11",222704.287827107
"58693","E01024309","lsoa11",217683.084583753
"58694","E01024310","lsoa11",281265.772246059
"58695","E01024311","lsoa11",203136.963638835
"58696","E01024312","lsoa11",1111687.50016411
"58697","E01024313","lsoa11",237097.051889288
"58698","E01024314","lsoa11",213291.602681125
"58699","E01024315","lsoa11",265364.253872608
"58700","E01024316","lsoa11",1205537.3081613
"58701","E01024317","lsoa11",339234.773058191
"58702","E01024318","lsoa11",172712.52111306
"58703","E01024319","lsoa11",473862.681762855
"58704","E01024320","lsoa11",547271.134984064
"58705","E01024321","lsoa11",420202.768671461
"58706","E01024322","lsoa11",302111.387245506
"58707","E01024323","lsoa11",435172.075404181
"58708","E01024324","lsoa11",1013539.49377113
"58709","E01024325","lsoa11",5741906.38890276
"58710","E01024326","lsoa11",469379.097245364
"58711","E01024327","lsoa11",299146.105584576
"58712","E01024328","lsoa11",666273.660202701
"58713","E01024329","lsoa11",858459.844947547
"58714","E01024330","lsoa11",503395.646849282
"58715","E01024331","lsoa11",2684887.99501559
"58716","E01024332","lsoa11",15898443.9660137
"58717","E01024333","lsoa11",644257.192399919
"58718","E01024334","lsoa11",312965.041299159
"58719","E01024335","lsoa11",20030801.2449732
"58720","E01024336","lsoa11",2098589.56127423
"58721","E01024337","lsoa11",338568.841868272
"58722","E01024338","lsoa11",731840.357410403
"58723","E01024339","lsoa11",339554.528642656
"58724","E01024340","lsoa11",941328.584735078
"58725","E01024341","lsoa11",456302.09548933
"58726","E01024342","lsoa11",1002667.12203787
"58727","E01024343","lsoa11",2943840.75993185
"58728","E01024344","lsoa11",725143.151522138
"58729","E01024345","lsoa11",15865313.7979134
"58730","E01024346","lsoa11",7308360.03816946
"58731","E01024347","lsoa11",19035921.4278436
"58732","E01024348","lsoa11",279749.108168141
"58733","E01024349","lsoa11",216975.853912419
"58734","E01024350","lsoa11",3532234.10628706
"58735","E01024351","lsoa11",331401.749004567
"58736","E01024352","lsoa11",222971.411387273
"58737","E01024353","lsoa11",618204.187939692
"58738","E01024354","lsoa11",255217.940522449
"58739","E01024355","lsoa11",243161.895156379
"58740","E01024356","lsoa11",237575.495580111
"58741","E01024357","lsoa11",175850.703655759
"58742","E01024358","lsoa11",982258.499612479
"58743","E01024360","lsoa11",625556.092886501
"58744","E01024361","lsoa11",1961142.12431542
"58745","E01024362","lsoa11",21529834.1502641
"58746","E01024363","lsoa11",10263127.5352398
"58747","E01024364","lsoa11",20164722.6004132
"58748","E01024365","lsoa11",1088078.5843636
"58749","E01024366","lsoa11",31763454.5400551
"58750","E01024367","lsoa11",689097.931415308
"58751","E01024369","lsoa11",268189.593852809
"58752","E01024371","lsoa11",395507.041763706
"58753","E01024372","lsoa11",303779.898226034
"58754","E01024373","lsoa11",324591.798710043
"58755","E01024374","lsoa11",220577.487578355
"58756","E01024375","lsoa11",12555971.6623899
"58757","E01024376","lsoa11",2683410.83008749
"58758","E01024377","lsoa11",12547091.2081642
"58759","E01024378","lsoa11",3358592.21248058
"58760","E01024379","lsoa11",28519098.059417
"58761","E01024380","lsoa11",16282686.0664071
"58762","E01024381","lsoa11",758858.010900349
"58763","E01024382","lsoa11",167183.684669266
"58764","E01024383","lsoa11",1015698.47852564
"58765","E01024384","lsoa11",460901.06230626
"58766","E01024385","lsoa11",362759.635079017
"58767","E01024386","lsoa11",369371.8208436
