"name","pweight_x","pweight_y","pop11","number_lsoa","type"
"Little Lever BUASD",375683.766484721,407564.242906752,13165,9,"buasd"
"Little Shelford BUASD",545166.21147093,251313.38815753,1218,1,"buasd"
"Littleborough BUASD",393279.415832999,416213.662390443,12504,8,"buasd"
"Littlehampton BUASD",504735.437733031,102790.930923981,56029,34,"buasd"
"Littlethorpe BUASD",454219.97887046,296884.324053736,1766,1,"buasd"
"Littleton BUASD",445799.22264665,132210.548856634,1360,1,"buasd"
"Liverpool BUASD",339315.682246585,390706.206506558,548938,355,"buasd"
"Liversedge BUASD",419955.176320772,423584.193592937,15642,10,"buasd"
"Llanddulas BUASD",290628.889229996,378101.535657905,1542,1,"buasd"
"Llandudno Junction BUASD",279180.680500017,378730.67920533,10658,6,"buasd"
"Llanelli BUASD",251781.105547695,200461.650308961,43480,27,"buasd"
"Llanfoist BUASD",329133.437327656,213099.682184891,2319,1,"buasd"
"Llangennech BUASD",256067.272079284,201840.18135153,3373,2,"buasd"
"Llantrisant BUASD",304592.981977203,182369.395584626,13032,8,"buasd"
"Llantwit Major BUASD",297368.710587126,168782.411581598,7366,5,"buasd"
"Locks Heath/Warsash/Whiteley BUASD",451479.972237443,107439.210127873,42446,27,"buasd"
"Loggerheads BUASD",373954.335875895,336083.439496619,3105,2,"buasd"
"Long Eaton BUASD",448243.485348696,333201.619327961,36045,23,"buasd"
"Longbenton BUASD",427709.596992048,570208.381450405,35855,23,"buasd"
"Longton BUASD",347788.142680487,424732.585138943,8206,5,"buasd"
"Lostock Gralam BUASD",369220.474778099,375003.507953895,1398,1,"buasd"
"Loughor BUASD",257401.787426499,198202.120948149,5126,3,"buasd"
"Loughton BUASD",543134.447301448,196406.887191666,31106,21,"buasd"
"Low Ackworth BUASD",444824.597443355,417516.151692806,1768,1,"buasd"
"Lower Pilsley BUASD",441916.919828892,363322.660586321,1783,1,"buasd"
"Lower Shiplake BUASD",477377.344906805,179486.843842113,1829,1,"buasd"
"Luton BUASD",507792.329645055,223063.152953998,212267,126,"buasd"
"Lymington BUASD",431700.356577989,95388.3204412273,15407,10,"buasd"
"Lympne BUASD",612132.407976412,135434.512605026,2004,1,"buasd"
"Lyne BUASD",501690.38312142,166107.704204369,1576,1,"buasd"
"Lyneham Airfield BUASD",402200.487868735,178692.259770045,4396,2,"buasd"
"Lynemouth BUASD",429282.239159176,591098.683965228,1858,1,"buasd"
"Lytham St Anne's BUASD",334064.99716381,428708.654031341,42294,29,"buasd"
"Macclesfield BUASD",390924.929500558,373819.518668333,55584,36,"buasd"
"Maesteg BUASD",285656.495134466,191752.449127626,19143,13,"buasd"
"Maidenhead BUASD",488019.370362548,180831.913868876,60819,40,"buasd"
"Major's Green BUASD",409985.986123176,277447.834150924,1659,1,"buasd"
"Maltby BUASD",452914.70330928,392353.358184667,16856,11,"buasd"
"Malton BUASD",478711.447015387,472128.568647288,4888,3,"buasd"
"Manchester BUASD",385439.970589211,397004.280376618,511948,292,"buasd"
"Mansfield BUASD",454612.635589735,361329.882268674,75771,47,"buasd"
"Mansfield Woodhouse BUASD",454400.706501496,363755.238439453,18376,12,"buasd"
"Maresfield BUASD",546453.248532202,124108.609446744,1737,1,"buasd"
"Margate BUASD",634708.070347369,170116.392370288,62462,38,"buasd"
"Marks Tey BUASD",590613.157573815,223400.41085348,2551,2,"buasd"
"Marlborough BUASD",418868.220150573,169074.153785272,8395,5,"buasd"
"Marldon BUASD",286784.076642244,63091.2160870507,2123,1,"buasd"
"Marlow Bottom BUASD",484577.129045535,188707.239445726,3749,2,"buasd"
"Marlow BUASD",485114.032732331,186985.104789392,14325,10,"buasd"
"Marshfield BUASD",325897.901617562,182181.568880309,3350,2,"buasd"
"Martlesham BUASD",624933.776072884,246634.802079616,1795,1,"buasd"
"Maypole BUASD",551166.551007286,172706.714935529,2655,1,"buasd"
"Meliden BUASD",306022.568408046,380899.398404137,2066,1,"buasd"
"Menston BUASD",417289.609660527,443910.069843359,4259,3,"buasd"
"Merley BUASD",402291.048419025,98199.4186797305,6241,4,"buasd"
"Merton BUASD",525993.982527051,169372.435340321,199693,124,"buasd"
"Mexborough BUASD",447541.997790216,400349.052795165,15113,10,"buasd"
"Middlesbrough BUASD",451173.198455458,517670.149670246,173399,110,"buasd"
"Middlestown BUASD",426378.033193046,417061.740899796,3040,2,"buasd"
"Middleton (Rochdale) BUASD",387142.720088784,406111.378341352,43316,29,"buasd"
"Midhurst BUASD",488295.679235705,121076.89265446,5880,3,"buasd"
"Midsomer Norton BUASD",366317.735250653,154202.28038718,12415,8,"buasd"
"Mildenhall BUASD",570858.211619453,275702.880243481,10986,7,"buasd"
"Millhouse Green BUASD",422391.234116975,403271.040560949,1554,1,"buasd"
"Milnrow BUASD",392674.217578636,412720.583740547,10357,7,"buasd"
"Milton Keynes BUASD",484907.542317015,238407.075812647,159730,97,"buasd"
"Minchinhampton BUASD",387071.503779737,200883.203262431,4357,3,"buasd"
"Minster (Swale) BUASD",594578.42027605,172788.864459111,17676,12,"buasd"
"Minster (Thanet) BUASD",630821.778175756,164752.409261247,3007,2,"buasd"
"Mirfield BUASD",420119.505509716,420507.970731332,19563,12,"buasd"
"Monkton Heathfield BUASD",325553.419419921,126849.382341211,2787,2,"buasd"
"Moore BUASD",357417.164935192,384255.691121713,1115,1,"buasd"
"Moorends BUASD",469669.278749135,415533.008454145,4608,3,"buasd"
"Morecambe BUASD",344201.42110927,463888.331516789,33930,23,"buasd"
"Morgan's Vale BUASD",419721.525260845,120841.22464496,1361,1,"buasd"
"Morley BUASD",426610.042309172,428013.315016202,29622,19,"buasd"
"Morton (North East Derbyshire) BUASD",440650.786568082,360352.109757834,1720,1,"buasd"
"Mossley BUASD",397592.89473464,402409.262745536,10921,7,"buasd"
"Mountsorrel BUASD",458025.773413192,314243.937604399,10138,6,"buasd"
"Mundford BUASD",580175.326767161,293931.657932609,2078,1,"buasd"
"Mynydd Marian BUASD",289756.491731003,377505.599626062,1406,1,"buasd"
"Nailsea BUASD",347269.679643283,170466.918207996,17241,12,"buasd"
"Nailsworth BUASD",384335.829676674,199914.161478233,4991,3,"buasd"
"Nant-y-moel BUASD",293623.343184675,192568.503511539,2344,2,"buasd"
"Nantyglo BUASD",319303.502498566,210292.643591008,4635,3,"buasd"
"Narborough/Enderby BUASD",453644.81618076,298356.897920714,12996,8,"buasd"
"Neath BUASD",274740.563119762,197253.181652514,52034,35,"buasd"
"Nelson (Caerphilly) BUASD",311096.616476395,195494.917260627,4647,3,"buasd"
"Nelson (Pendle) BUASD",386437.130960047,437776.621221603,29135,17,"buasd"
"Netherne On-The-Hill BUASD",529377.732377677,156396.290585917,2698,1,"buasd"
"Netherton BUASD",412739.640370984,413033.040393261,3002,2,"buasd"
"Nettlestone BUASD",462765.74268666,90680.327472439,1147,1,"buasd"
"New Arley BUASD",429119.189042015,289890.694236674,1471,1,"buasd"
"New Hartley BUASD",430654.443471118,576713.84356847,1841,1,"buasd"
"New Houghton BUASD",449966.720068435,365005.211024532,2305,1,"buasd"
"New Longton BUASD",350942.695220932,425440.281050614,2737,2,"buasd"
"New Mills BUASD",399386.329807398,385269.608006323,12612,9,"buasd"
"New Milton BUASD",424941.994364342,95309.23475776,20245,13,"buasd"
"Newark-on-Trent BUASD",480640.955551642,353067.056172426,36055,23,"buasd"
"Newbridge BUASD",321210.171320126,197806.505842991,9045,6,"buasd"
"Newburgh BUASD",347779.860571917,410369.127209643,1970,1,"buasd"
"Newburn BUASD",416921.271548137,565896.750033029,3123,2,"buasd"
"Newbury BUASD",447185.710573685,166685.960146059,37576,23,"buasd"
"Newcastle-under-Lyme BUASD",384297.386822932,346978.606205978,73922,48,"buasd"
"Newcastle upon Tyne BUASD",423716.494300266,566217.357265701,265325,165,"buasd"
"Newham BUASD",541237.665222508,183534.779026451,307984,164,"buasd"
"Newhey BUASD",393788.537374546,411571.531052362,2887,2,"buasd"
"Newick BUASD",541581.295207555,121217.587916316,2457,2,"buasd"
"Newlyn BUASD",146264.683040286,28376.3508510103,1603,1,"buasd"
"Newport BUASD",331169.760179385,188305.786428013,127370,82,"buasd"
"Newport Pagnell BUASD",486993.458995598,243598.753564392,15118,10,"buasd"
"Newton-le-Willows BUASD",358078.856313514,395391.824141569,22033,14,"buasd"
"Newton Abbot BUASD",286166.084386611,71086.9996538886,25687,18,"buasd"
"Normanton BUASD",438587.648756674,422786.293664242,20520,13,"buasd"
"North Ascot BUASD",491566.369074826,169513.238851535,10000,6,"buasd"
"North Benfleet BUASD",575637.573666247,189286.481735479,1598,1,"buasd"
"North Bradley BUASD",385588.931887276,155226.690049806,1424,1,"buasd"
"North Ferriby BUASD",498665.897627203,426194.547781418,4745,3,"buasd"
"North Hykeham BUASD",494119.975758042,366279.046970313,15179,11,"buasd"
"North Walney BUASD",318089.066164745,468942.115424399,9369,6,"buasd"
"North Wingfield BUASD",441829.069842572,365414.658536986,9458,6,"buasd"
"Northam BUASD",244608.371284676,129251.330152213,8848,5,"buasd"
"Northampton BUASD",476289.726498835,261747.052765347,212407,133,"buasd"
"Northfleet BUASD",563157.335850102,173127.682842602,26037,16,"buasd"
"Northop Hall BUASD",327152.984407415,367774.688680582,1530,1,"buasd"
"Northwich BUASD",365488.909060906,372826.682645255,44638,28,"buasd"
"Northwood BUASD",509236.571476207,192642.494959788,5532,3,"buasd"
"Norton-on-Derwent BUASD",479655.895571442,471140.361290425,7387,4,"buasd"
"Norton BUASD",386823.663063177,251696.861778591,1506,1,"buasd"
"Norton Fitzwarren BUASD",319538.16404799,126077.601488457,3046,2,"buasd"
"Norton sub Hamdon BUASD",347077.054748281,116308.306136082,1249,1,"buasd"
"Norwich BUASD",622417.687172511,309568.574633695,183455,115,"buasd"
"Nottingham BUASD",455538.204478295,341907.012720557,288350,170,"buasd"
"Nuneaton BUASD",435371.802486627,291702.815599013,81556,53,"buasd"
"Oaklands BUASD",523731.810154337,218050.468991269,6959,5,"buasd"
"Odiham BUASD",473895.698230917,151062.238064303,1686,1,"buasd"
"Offenham BUASD",405529.458261733,245971.430276936,1513,1,"buasd"
"Ogmore Vale BUASD",293223.10723084,190444.052864187,3117,2,"buasd"
"Oldbury (Sandwell) BUASD",399297.781006126,288288.311796576,24127,14,"buasd"
"Oldham BUASD",393033.070366662,404550.941901508,96486,57,"buasd"
"Ossett BUASD",428027.980783022,420485.898043322,21854,15,"buasd"
"Oswaldtwistle BUASD",373799.740538854,427519.882852191,10784,7,"buasd"
"Otley BUASD",419926.338187305,445752.611464111,13668,9,"buasd"
"Otterbourne BUASD",446384.08675815,123729.503966974,2126,1,"buasd"
"Ottershaw BUASD",502344.302288885,163716.493088968,4096,3,"buasd"
"Oughtibridge BUASD",430969.343000877,392993.481516755,3443,2,"buasd"
"Ouston BUASD",425635.428019702,554634.413020448,4324,3,"buasd"
"Over Stratton BUASD",343332.366342456,115924.196888772,1448,1,"buasd"
"Ovingham BUASD",408675.392257963,563982.959742989,1222,1,"buasd"
"Oxford BUASD",452809.740075889,205896.722065989,155137,85,"buasd"
"Paignton BUASD",288686.97213989,61502.4889817438,63506,44,"buasd"
"Parbold BUASD",349189.425373474,410739.155717067,2637,2,"buasd"
"Park Street BUASD",515096.318552082,203500.421786209,1852,1,"buasd"
"Partington BUASD",371476.58083941,391206.626779148,8395,5,"buasd"
"Parton BUASD",298123.121576142,520622.29482385,1362,1,"buasd"
"Partridge Green BUASD",519142.393275301,119309.671506895,2719,2,"buasd"
"Paulton BUASD",365157.948870154,156365.902238172,5302,3,"buasd"
"Pelton BUASD",425134.507791217,553171.470600226,5278,3,"buasd"
"Pembrey BUASD",243210.354602381,200991.333283929,2030,1,"buasd"
"Pen-y-groes BUASD",256884.811024898,213128.572818409,5032,3,"buasd"
"Penarth BUASD",317876.266111811,171565.033335483,26507,17,"buasd"
"Penistone BUASD",425012.080175669,402778.427230034,9509,6,"buasd"
"Penrhyn Bay BUASD",281810.969416948,381347.065359094,4883,3,"buasd"
"Penryn BUASD",178103.873262565,34481.9761408888,7093,4,"buasd"
"Penzance BUASD",146861.840397227,30650.7756073754,16336,10,"buasd"
"Perranporth BUASD",175563.944750875,54066.1215162854,2628,2,"buasd"
"Pershore BUASD",394558.938341399,246043.985000573,7065,5,"buasd"
"Peterborough BUASD",518184.040117435,299340.435575541,160364,97,"buasd"
"Peterlee BUASD",442869.146354383,540790.836922235,28251,21,"buasd"
"Pickering BUASD",479682.729416788,483985.298948621,6830,4,"buasd"
"Pill BUASD",352244.422786206,175784.233278228,4828,3,"buasd"
"Pilsley BUASD",442265.335720666,362366.038329756,1704,1,"buasd"
"Pirbright BUASD",494633.154463308,155712.528114607,1732,1,"buasd"
"Pirbright Camp BUASD",493594.497576651,157008.973154252,1959,1,"buasd"
"Platt Bridge BUASD",360595.322408681,402251.176447341,9940,6,"buasd"
"Plymouth BUASD",248672.697057221,57077.9562893574,231466,145,"buasd"
"Plymstock BUASD",251505.218086682,52886.5696679718,24758,16,"buasd"
"Polegate BUASD",558299.417076476,104694.478951525,9144,6,"buasd"
"Pontardawe BUASD",272795.878423769,204207.771244962,13245,8,"buasd"
"Pontefract BUASD",445965.235053033,421943.922906837,27836,18,"buasd"
"Pontllan-fraith BUASD",317923.307603096,195766.063583247,10367,6,"buasd"
"Pontlottyn BUASD",311717.768095226,205885.690838863,1924,1,"buasd"
"Pontypool BUASD",328626.459435464,200404.3400453,27585,18,"buasd"
"Pontypridd BUASD",308060.810519582,189542.441092607,27029,18,"buasd"
"Poole BUASD",402360.814673646,92909.8435094813,155369,98,"buasd"
"Port Talbot BUASD",275607.929063671,190425.911882027,35942,23,"buasd"
"Porth BUASD",302603.634651195,191756.010057999,13427,9,"buasd"
"Porton BUASD",419008.514669793,136921.407838328,1601,1,"buasd"
"Portslade-by-Sea BUASD",525497.57541885,106465.786546565,19587,13,"buasd"
"Portsmouth BUASD",465347.281876182,102406.050897304,239443,148,"buasd"
"Potten End BUASD",501868.132002417,209022.243288568,1546,1,"buasd"
"Poulton-le-Fylde BUASD",334530.976475901,439386.856344212,16750,11,"buasd"
"Poyle BUASD",503005.378192406,176936.824991741,3188,2,"buasd"
"Poynton BUASD",391938.037877218,383416.496762846,15525,12,"buasd"
"Prescot BUASD",347808.515846546,391703.081688155,37345,25,"buasd"
"Prestatyn BUASD",306013.191098361,382668.138878856,16271,10,"buasd"
"Preston (East Riding of Yorkshire) BUASD",518986.152242718,430122.892040956,2837,2,"buasd"
"Preston BUASD",354055.689596802,430350.941895239,97707,59,"buasd"
"Prudhoe BUASD",409588.953493846,562903.298381655,10853,6,"buasd"
"Pudsey BUASD",421779.677708848,433800.969405146,33546,22,"buasd"
"Puriton BUASD",332177.770302932,141486.072051882,1968,1,"buasd"
"Pwll BUASD",248360.17230747,201073.432873002,2333,1,"buasd"
"Queen's Hills BUASD",615341.083368829,312150.568990915,2165,1,"buasd"
"Queenborough BUASD",591106.692504335,171756.602291728,3065,2,"buasd"
"Queniborough BUASD",464410.756405715,312268.401875669,3018,2,"buasd"
"Quorn (Quorndon) BUASD",455885.18492241,316704.556057762,4665,3,"buasd"
"Radcliffe BUASD",378321.479040192,407524.776651086,27948,18,"buasd"
"Radstock BUASD",368574.378482801,154670.342034863,8797,6,"buasd"
"RAF Station St Athan BUASD",300780.916210867,168732.118938677,6180,3,"buasd"
"Rainford BUASD",347879.368920294,400918.892633812,5190,4,"buasd"
"Ramsbottom BUASD",378652.356722654,415805.751038669,16365,11,"buasd"
"Ramsden Heath BUASD",571268.5466333,195885.319375824,2286,1,"buasd"
"Ramsgate BUASD",637546.521826321,165589.919146799,40408,25,"buasd"
"Rawmarsh BUASD",443786.967656283,396699.286874507,17815,12,"buasd"
"Rawtenstall BUASD",381960.563889851,423428.0331974,20256,13,"buasd"
"Rayleigh BUASD",580280.86993701,189745.992317056,96246,61,"buasd"
"Rayne BUASD",572773.318511158,222649.184870075,2299,1,"buasd"
"Reading BUASD",471054.754806597,172834.374849256,217396,137,"buasd"
"Redbridge BUASD",543607.871086325,188925.945677705,290917,168,"buasd"
"Redcar BUASD",460379.534968468,523747.652549995,38383,25,"buasd"
"Redditch BUASD",404818.425461259,266626.552551997,79754,52,"buasd"
"Redhill BUASD",528148.144498187,151059.130140519,34519,20,"buasd"
"Redruth BUASD",169061.625420564,42360.9941657739,19659,12,"buasd"
"Reepham BUASD",503651.085437203,373515.847270701,1233,1,"buasd"
"Reigate BUASD",525832.13123933,149922.014291062,23508,15,"buasd"
"Reydon BUASD",649934.492303356,277536.727725725,2582,2,"buasd"
"Rhodes BUASD",385242.387518907,405334.658945704,2687,2,"buasd"
"Rhondda BUASD",297937.878799374,194995.729633004,13333,10,"buasd"
"Rhosllanerchrugog BUASD",329400.512056052,346115.984256563,13832,8,"buasd"
"Rhostyllen BUASD",331524.953270345,348881.309149385,2766,2,"buasd"
"Rhyl BUASD",301654.805218086,381111.44244791,24603,16,"buasd"
"Rhymney BUASD",311487.17674884,207761.810414665,5459,4,"buasd"
"Richmond upon Thames BUASD",516876.847213918,173557.284596966,183854,113,"buasd"
"Rickmansworth BUASD",506582.437843777,195101.636581387,21593,14,"buasd"
"Ringwood BUASD",415798.946250113,105399.084304144,13712,9,"buasd"
"Ripley BUASD",440269.458156269,350155.061320273,18007,12,"buasd"
"Risca BUASD",324036.956672788,190814.008793524,14958,9,"buasd"
"Robin Hood BUASD",432634.035782093,427445.214320476,3554,2,"buasd"
"Rocester BUASD",410960.055142552,339335.675738639,1569,1,"buasd"
"Rochdale BUASD",389261.897373595,413308.213083278,106454,64,"buasd"
"Rochester BUASD",573592.007306713,168293.000333888,64224,38,"buasd"
"Rochford BUASD",587021.530240925,191645.758344394,18575,12,"buasd"
"Rockwell Green BUASD",312519.052933469,120137.525172779,2609,1,"buasd"
"Rolleston on Dove BUASD",423891.484753965,327632.755302214,3267,2,"buasd"
"Romiley BUASD",393094.449817921,391569.830455674,35068,23,"buasd"
"Romsey BUASD",436375.37792352,121713.215780603,18044,12,"buasd"
"Rossett BUASD",337219.409081134,357363.293859836,1568,1,"buasd"
"Rotherfield BUASD",555514.479538791,129504.573971748,1286,1,"buasd"
"Rotherham BUASD",444262.479301555,392944.058125113,106750,69,"buasd"
"Rothwell BUASD",435017.569755883,428651.50209343,19751,13,"buasd"
"Rowhedge BUASD",603003.932914281,221689.497659264,1582,1,"buasd"
"Rowlands Castle BUASD",472935.007125918,110583.223241175,2530,2,"buasd"
"Rowley Regis BUASD",396958.86508614,288938.830866683,35575,22,"buasd"
"Royal Leamington Spa BUASD",432378.444050818,266068.543919335,55544,36,"buasd"
"Royal Tunbridge Wells BUASD",558348.830493858,139836.936150915,57732,32,"buasd"
"Royston BUASD",436247.432726078,411481.647376374,10681,7,"buasd"
"Royton BUASD",391888.586285404,407956.104441846,24163,16,"buasd"
"Ruabon BUASD",330401.393833684,344092.251373578,4274,3,"buasd"
"Ruardean BUASD",361781.303989725,217457.217856926,1431,1,"buasd"
"Ruardean Woodside BUASD",363028.309933072,216806.898922239,1721,1,"buasd"
"Ruddington BUASD",457246.822776673,333219.786903702,7216,4,"buasd"
"Rudgwick BUASD",508843.379717875,133506.066236535,1385,1,"buasd"
"Rugby BUASD",450589.173599948,275012.373218894,70789,44,"buasd"
"Runcorn BUASD",353444.773742448,381655.047137129,61430,40,"buasd"
"Runcton BUASD",488290.335365474,102736.300229389,2252,1,"buasd"
"Rushden BUASD",495554.235750078,266505.655461418,28365,16,"buasd"
"Ryarsh BUASD",566979.302758363,159976.441540726,1361,1,"buasd"
"Ryde BUASD",459079.207465134,91915.6135799724,23953,15,"buasd"
"Ryton BUASD",414535.409821543,563582.216030622,15235,10,"buasd"
"Sacriston BUASD",424082.257009769,547275.966383381,4999,3,"buasd"
"Sale BUASD",380327.901019991,389772.058939592,134125,81,"buasd"
"Salford BUASD",380994.808490748,400069.40009094,100594,63,"buasd"
"Salfords BUASD",528015.839796819,146216.844932225,2611,2,"buasd"
"Saltdean BUASD",537909.871859305,102672.405181741,12784,8,"buasd"
"Sandford BUASD",393141.392881201,89806.2942103867,2774,2,"buasd"
"Sandhurst BUASD",484548.831751019,161831.952887108,20495,15,"buasd"
"Sandiacre BUASD",447633.809983405,336347.30389361,8889,6,"buasd"
"Sandleheath BUASD",413508.166786819,114514.24669842,1592,1,"buasd"
"Sandown BUASD",459360.830326941,84141.5894111972,12302,8,"buasd"
"Sandy BUASD",517012.939265364,249665.104902166,11657,7,"buasd"
"Sandycroft BUASD",332150.180082421,366912.002553436,7492,4,"buasd"
"Sarn BUASD",290168.248591546,184012.621829648,11420,7,"buasd"
"Saundersfoot BUASD",213203.855041097,204697.676110783,2628,2,"buasd"
"Sawbridgeworth BUASD",548267.944293507,214716.150708343,10472,6,"buasd"
"Saxmundham BUASD",638106.439744554,263307.970647317,3644,2,"buasd"
"Scotby BUASD",343845.087964077,555449.91913064,1740,1,"buasd"
"Seaton BUASD",301664.333996954,530655.929228653,5196,3,"buasd"
"Seaton Delaval BUASD",430666.759244546,575062.475060539,7509,5,"buasd"
"Sedbury BUASD",354295.522906458,194080.746683222,2942,2,"buasd"
"Sedgley BUASD",391571.250785118,292595.99699637,31815,21,"buasd"
"Seer Green BUASD",496490.671133173,191966.110364773,2311,1,"buasd"
"Selby BUASD",461225.761860712,432047.206701833,17355,11,"buasd"
"Selston BUASD",446819.258122561,353116.550571443,6753,4,"buasd"
"Sevenoaks BUASD",552432.452643988,155791.30964872,29240,18,"buasd"
"Shaldon BUASD",293084.443601041,72249.2645120718,1269,1,"buasd"
"Shanklin BUASD",458085.744620482,81734.265613984,9072,6,"buasd"
"Sharlston BUASD",438951.654592758,419327.037624647,2663,2,"buasd"
"Sharpthorne BUASD",536854.783819597,132616.382184208,2181,1,"buasd"
"Shavington BUASD",370031.022417233,351822.950400838,3822,3,"buasd"
"Shaw (Oldham) BUASD",393698.176881266,409350.2101977,19730,13,"buasd"
"Shedfield BUASD",456406.724429632,113261.529586902,1206,1,"buasd"
"Sheffield BUASD",436041.848410769,386719.669540195,514246,320,"buasd"
"Shefford BUASD",514481.887165745,238838.954687735,4712,3,"buasd"
"Sheringham BUASD",615758.841748975,342809.851960981,7367,4,"buasd"
"Shevington BUASD",354341.375706456,408633.550960424,5673,4,"buasd"
"Shevington Vale BUASD",352893.410882347,409631.108436477,4443,3,"buasd"
"Shipley BUASD",414776.760744454,437177.747538514,28139,18,"buasd"
"Shireoaks BUASD",455855.214781176,381290.334810434,1816,1,"buasd"
"Shoreham-by-Sea BUASD",519912.953328965,105142.013450234,49386,34,"buasd"
"Shorne Ridgeway BUASD",569209.4613179,170787.731921965,1247,1,"buasd"
"Shortfield Common BUASD",483934.381461515,141732.597654258,1202,1,"buasd"
"Shotton BUASD",330279.955665374,367089.466644273,14554,9,"buasd"
"Shotton Colliery BUASD",439377.756988625,540777.447470757,4359,3,"buasd"
"Shrivenham BUASD",423800.520535977,188811.622879869,2673,2,"buasd"
"Sibford Gower BUASD",435682.161840379,237786.254710389,1523,1,"buasd"
"Sileby BUASD",460573.161659497,315278.225555082,7257,4,"buasd"
"Skelmanthorpe BUASD",423175.968552708,410590.754472835,5023,3,"buasd"
"Skelmersdale BUASD",348696.739666115,406181.370415711,33008,22,"buasd"
"Slough BUASD",497064.479005523,180748.630551717,154715,89,"buasd"
"Smethwick BUASD",401936.132293,287834.396476319,50992,30,"buasd"
"Snaith BUASD",464286.870216952,421880.488986923,3579,2,"buasd"
"Soham BUASD",559326.720865587,273596.206041518,10036,6,"buasd"
"Solihull BUASD",414163.382392822,279603.116783273,120070,77,"buasd"
"Sonning Common BUASD",470592.329315206,180617.59401648,5433,4,"buasd"
"South Earlswood BUASD",527967.828637876,147643.755930424,3175,2,"buasd"
"South Elmsall BUASD",446989.416796483,411138.741055704,10636,7,"buasd"
"South Harefield BUASD",505108.27195371,189154.372036152,1512,1,"buasd"
"South Kirkby BUASD",444885.007072626,410849.916868369,8263,5,"buasd"
"South Normanton BUASD",444791.188803651,355999.427497452,15144,10,"buasd"
"South Petherton BUASD",343377.123377615,117010.360413081,1904,1,"buasd"
"South Shields BUASD",437111.351053925,565063.576495662,74174,51,"buasd"
"Southampton BUASD",442654.0583297,113567.160595845,252356,158,"buasd"
"Southborough BUASD",557972.867813079,142344.896951154,12403,8,"buasd"
"Southend-on-Sea BUASD",587538.132997087,186566.921309409,173658,107,"buasd"
"Southwark BUASD",533707.023043275,177384.87548436,288283,166,"buasd"
"Southwell BUASD",368454.716489607,70338.1120130159,2090,1,"buasd"
"Southwick BUASD",524496.293212745,105769.623228055,11796,8,"buasd"
"Southwold BUASD",650727.75292064,276457.566019815,1098,1,"buasd"
"Sowerby Bridge BUASD",404666.664267085,423164.433110657,3247,2,"buasd"
"Speldhurst BUASD",555136.698353018,141187.116839936,1367,1,"buasd"
"Springwell BUASD",428784.754092967,558395.731732729,1457,1,"buasd"
"Sprotbrough BUASD",453952.176010019,402187.960041155,3321,2,"buasd"
"St Albans BUASD",516038.299130103,207132.036010123,81892,49,"buasd"
"St Ann's Chapel BUASD",240760.19115924,71000.7387565275,1608,1,"buasd"
"St Austell BUASD",202486.700632239,52841.6124782354,24930,15,"buasd"
"St Blazey BUASD",207124.299764568,53918.8802441695,9777,6,"buasd"
"St Day BUASD",172855.429440659,42568.9804806202,1772,1,"buasd"
"St Helens BUASD",351300.266394359,394797.112014538,100937,69,"buasd"
"St Ives BUASD",531189.024728083,272529.44680883,16384,11,"buasd"
"St Margarets BUASD",538272.962209253,211697.87442433,4587,3,"buasd"
"St Neots BUASD",518182.931851761,259847.020213695,30888,19,"buasd"
"Stafford BUASD",392699.29699405,322727.938353882,69776,42,"buasd"
"Staines BUASD",504277.40327672,170908.010839644,23293,14,"buasd"
"Stainforth BUASD",464534.985879771,411551.967017402,5942,4,"buasd"
"Staining BUASD",334977.374865155,436226.513516192,1368,1,"buasd"
"Stakeford BUASD",426152.185608524,585486.967600013,7764,5,"buasd"
"Stalybridge BUASD",397136.444923774,399027.818504773,26421,16,"buasd"
"Stamford BUASD",502292.826585058,307638.066389392,19701,13,"buasd"
"Stanbridge BUASD",496851.676791755,224290.992604885,2097,1,"buasd"
"Standish BUASD",356108.29498198,410239.795761095,13232,9,"buasd"
"Stanley BUASD",419624.968824496,552751.354819258,21931,13,"buasd"
"Stapleford BUASD",449086.977997092,337663.237372653,17619,11,"buasd"
"Staveley BUASD",442961.048333782,374094.663859022,14526,9,"buasd"
"Steeton BUASD",402822.699885629,444469.557712425,4375,3,"buasd"
"Stetchworth BUASD",564118.413870371,258416.097611182,2253,1,"buasd"
"Stevenage BUASD",525152.156699847,224740.556157803,88535,55,"buasd"
"Steyning BUASD",517792.89809819,111333.581680579,6269,4,"buasd"
"Stoborough Green BUASD",392709.916202571,85645.1135897839,1764,1,"buasd"
"Stockport BUASD",389372.388648299,389804.482702522,106561,70,"buasd"
"Stockton-on-Tees BUASD",443159.817331395,520260.123019869,80345,50,"buasd"
"Stoke-on-Trent BUASD",389586.825024683,346589.793521742,266515,170,"buasd"
"Stoke Gifford",362476.305509275,178275.439037103,2244,1,"buasd"
"Stoke Mandeville BUASD",484035.443123778,210791.015394273,3342,2,"buasd"
"Stoke Poges BUASD",497939.438992072,184000.811349852,5225,3,"buasd"
"Stoke sub Hamdon BUASD",347458.768327357,117544.124803433,1462,1,"buasd"
"Stonebroom BUASD",440640.053384876,359241.39111773,2628,2,"buasd"
"Stonehouse BUASD",380525.922804955,205557.292475788,7725,5,"buasd"
"Stonnall BUASD",407225.076144741,303876.85856667,1546,1,"buasd"
"Stourbridge BUASD",390490.491113685,283563.742709848,63457,41,"buasd"
"Stourport-on-Severn BUASD",380850.184924115,271446.313371882,20292,13,"buasd"
