"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"4136","S01010641",2016,"Scotland","Highland","Inverness",1053,300,753,906.802484812658,906.802484812658,200,835,5275,5618,9134.72365722518,118673.051445413
"4137","S01010642",2016,"Scotland","Highland","Inverness",946,305,641,1143.02032161621,1143.02032161621,430,1198,5625,6635,7548.58532608415,411561.261656981
"4138","S01010643",2016,"Scotland","Highland","Inverness",748,270,478,1749.65936588104,1749.65936588104,982,1975,1136,6635,4731.16962448733,265671.877828266
"4139","S01010644",2016,"Scotland","Highland","Inverness",701,290,411,1514.74451892915,1514.74451892915,193,1386,2580,6635,5777.28422213958,149302.561173595
"4140","S01010645",2016,"Scotland","Highland","Inverness",497,40,457,2193.15070439962,2193.15070439962,5259,2996,1378,6652,3362.72170656446,193443.297476929
"4141","S01010646",2016,"Scotland","Highland","Inverness",647,55,592,2067.93172550525,2067.93172550525,6033,5380,2571,6748.5,3642.72741058149,227357.414922013
"4142","S01010647",2016,"Scotland","Highland","Inverness",702,20,682,1936.60445309191,1936.60445309191,5841,3413,3492,6652,4102.83152666561,174689.226245594
"4143","S01010648",2016,"Scotland","Highland","Inverness",652,55,597,1523.73070820915,1523.73070820915,3546,4014,4266,6463,5503.75407231265,184606.654035429
"4144","S01010649",2016,"Scotland","Highland","Inverness",573,45,528,1759.1773119339,1759.1773119339,1865,4772,4678,6748.5,4650.15863741626,304440.786837026
"4145","S01010650",2016,"Scotland","Highland","Inverness",765,80,685,3604.33842068679,3604.33842068679,682,2271,664,6815,1803.62016937375,12860909.5787484
"4146","S01010651",2016,"Scotland","Highland","Inverness",654,100,554,2387.55059362375,2387.55059362375,4273,4214,4556,6674,3009.65211034846,182221.609080609
"4147","S01010652",2016,"Scotland","Highland","Inverness",788,55,733,2362.06254925977,2362.06254925977,4055,4825,2827,6674,3134.68837620409,207964.509879064
"4148","S01010653",2016,"Scotland","Highland","Inverness",598,35,563,2028.38292869486,2028.38292869486,6266,2604,3829,6652,3857.0847235661,141080.707232445
"4149","S01010654",2016,"Scotland","Highland","Inverness",798,80,718,1987.98442600024,1987.98442600024,2906,3412,4552,6674,3989.52085790891,166800.193299957
"4150","S01010655",2016,"Scotland","Highland","Inverness",951,45,906,27487.647596966,27487.647596966,6879,4442,54,6955,34.9293796547379,775751559.930533
"4151","S01010656",2016,"Scotland","Highland","Inverness",492,45,447,16554.2958074485,16554.2958074485,5644,4511,477,6887,92.8062239306729,3914636.84958098
"4152","S01010657",2016,"Scotland","Highland","Inverness",667,25,642,16346.9708293181,16346.9708293181,6373,6744,102,6934,81.754695890368,46607975.6427665
"4153","S01010658",2016,"Scotland","Highland","Inverness",697,30,667,8140.3336538772,8140.3336538772,6404,4044,176,6867,61.2525205725049,26407216.3349651
"4154","S01010659",2016,"Scotland","Highland","Inverness",662,20,642,12776.3334937317,12776.3334937317,2689,5172,311,6872,52.8381920845511,32652276.3840809
"4155","S01010660",2016,"Scotland","Highland","Inverness",623,75,548,14437.9339347274,14437.9339347274,6294,6049,5052,6822.5,323.056837166584,300810.334291722
"4156","S01010661",2016,"Scotland","Highland","Inverness",580,75,505,14070.2239858336,14070.2239858336,4851,4043,6905,6822.5,430.647428986031,699967.94915322
"4157","S01010662",2016,"Scotland","Highland","Inverness",728,50,678,11120.1125208729,11120.1125208729,5335,5341,904,6820,149.383769355459,2710326.9374722
"4158","S01010663",2016,"Scotland","Highland","Inverness",959,35,924,16053.6694755089,16053.6694755089,6224,5900,627,6877,147.358708988484,26539348.1215159
"4159","S01010664",2016,"Scotland","Highland","Inverness",845,30,815,26252.8146651621,26252.8146651621,6704,4597,157,6945,48.1399975606037,100164784.851453
"4160","S01010665",2016,"Scotland","Highland","Inverness",958,80,878,29033.8076906979,29033.8076906979,3867,3199,46,6911,23.1200588523989,284217175.07552
"4161","S01010666",2016,"Scotland","Highland","Inverness",982,90,892,22734.9797151271,22734.9797151271,5839,3426,2118,6874,276.921153577291,946473.118110619
"4162","S01010667",2016,"Scotland","Highland","Inverness",691,45,646,20743.8900137216,20743.8900137216,5818,3772,174,6923,83.4876365776038,70049354.8225172
"4163","S01010668",2016,"Scotland","Highland","Fort William",1138,70,1068,NA,46440.2027939366,2585,4046,631,6927,234.892744651177,683392387.39264
"4164","S01010669",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",612,45,567,NA,79068.0609305391,5970,3907,36,6931,32.8011630237881,461766187.036681
"4165","S01010670",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",677,50,627,NA,81719.0886511215,6633,3954,285,6957,57.5269446617094,406581782.085806
"4166","S01010671",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",754,40,714,NA,88136.9968880912,6837,3178,232,6940,123.422336448429,51928582.4899194
"4167","S01010672",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",649,85,564,NA,92076.3562145985,3133,2956,5803,6889,372.936001325612,1194115.34401547
"4168","S01010673",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",930,120,810,NA,103790.157051236,5109,1968,907,6910,214.116270415986,7628276.13139646
"4169","S01010674",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",976,75,901,NA,104930.35071336,4603,1901,261,6900,311.017603532953,278044153.162864
"4170","S01010675",2016,"Scotland","Highland","Portree",641,35,606,NA,132444.527081912,6599,4389,103,6901,46.9929829003824,331108929.241555
"4171","S01010676",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",940,45,895,NA,108120.884558675,6207,2505,113,6909,148.261043884301,171855348.597949
"4172","S01010677",2016,"Scotland","Highland","Portree",538,40,498,NA,114434.304551416,6935,2435,4,6926,22.2304841629858,168251798.055831
"4173","S01010678",2016,"Scotland","Highland","Portree",607,80,527,NA,120052.837411292,6279,2625,48,6950,46.7430089596428,151977216.662328
"4174","S01010679",2016,"Scotland","Highland","Portree",590,90,500,NA,118438.839676353,1605,3850,6068,6875.5,1012.83469512851,642295.052048245
"4175","S01010680",2016,"Scotland","Highland","Portree",655,115,540,NA,119372.341219179,4816,4229,4293,6879,868.940958517955,1083682.85669403
"4176","S01010681",2016,"Scotland","Highland","Portree",1187,120,1067,NA,118731.299444204,5749,2993,2514,6875.5,891.264234617988,375827.227601564
"4177","S01010682",2016,"Scotland","Highland","Portree",1014,70,944,NA,126559.103748028,6095,5322,34,6941,25.9536963737061,161197480.580644
"4178","S01010683",2016,"Scotland","Highland","Portree",1004,95,909,NA,128670.580773358,6753,4018,25,6949,82.4476478335725,168720415.423846
"4179","S01010684",2016,"Scotland","Highland","Portree",766,65,701,NA,140818.440966726,5697,4373,37,6944,110.106985952463,180244423.595442
"4180","S01010685",2016,"Scotland","Highland","Portree",543,45,498,NA,147885.955888054,4366,2090,30,6946,20.5083261178028,130166027.715186
"4181","S01010686",2016,"Scotland","Highland","Ullapool",705,45,660,NA,88388.751758165,5279,2781,51,6973,98.0899439613436,389193571.453701
"4182","S01010687",2016,"Scotland","Highland","Ullapool",875,65,810,NA,92788.1265941817,6128,5389,467,6976,158.111257738333,85447251.0601698
"4183","S01010688",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",685,35,650,NA,85561.1568197056,5223,1881,10,6954,53.771261140967,562352724.350169
"4184","S01010689",2016,"Scotland","Highland","Broadford and Kyle of Lochalsh",769,50,719,NA,76445.088083247,6470,5387,155,6968,84.1477420702119,323823653.121838
"4185","S01010690",2016,"Scotland","Highland","Ullapool",659,90,569,NA,72705.7229348229,1768,3613,6536,6881.5,608.908440047597,300299.940094033
"4186","S01010691",2016,"Scotland","Highland","Ullapool",766,30,736,NA,70912.2991229791,6841,2620,9,6974,148.88843350429,800192817.448219
"4187","S01010692",2016,"Scotland","Highland","Ullapool",739,60,679,NA,72888.4326555344,6188,3012,4749,6881.5,535.391475492037,852419.831368551
"4188","S01010693",2016,"Scotland","Highland","Ullapool",473,20,453,NA,88548.5858593265,5152,3880,26,6953,40.7519952167543,362500187.466561
"4189","S01010694",2016,"Scotland","Highland","Ullapool",543,70,473,NA,91250.9149260512,6774,4836,451,6972,71.335257584285,60910466.3188634
"4190","S01010695",2016,"Scotland","Highland","Inverness",759,40,719,20267.6173466897,20267.6173466897,1750,4670,335,6890,137.731901454826,49467637.9378928
"4191","S01010696",2016,"Scotland","Highland","Inverness",1047,115,932,22288.7130926361,22288.7130926361,4276,4288,2105,6818,263.528554134658,792796.202406586
"4192","S01010697",2016,"Scotland","Highland","Inverness",1145,85,1060,23340.0917713932,23340.0917713932,4195,5431,340,6951,117.400002842726,137939271.922392
"4193","S01010698",2016,"Scotland","Highland","Inverness",784,95,689,31559.3267879967,31559.3267879967,4709,3386,47,6975,71.6533449781379,1162510364.61802
"4194","S01010699",2016,"Scotland","Highland","Alness and Invergordon",592,35,557,NA,28464.5931511411,6556,3403,210,6930,104.195528022798,270081888.295587
"4195","S01010700",2016,"Scotland","Highland","Alness and Invergordon",610,25,585,NA,21839.7589200853,6572,4988,290,6947,199.183261640865,145536323.39852
"4196","S01010701",2016,"Scotland","Highland","Alness and Invergordon",1041,95,946,NA,21573.5892925386,5720,5110,1463,6761,294.141826113869,523223.992392886
"4197","S01010702",2016,"Scotland","Highland","Alness and Invergordon",1024,60,964,NA,29221.1399997944,6108,6205,248,6856,96.2219213012594,71826870.6299485
"4198","S01010703",2016,"Scotland","Highland","Inverness",789,50,739,15403.0536700902,15403.0536700902,4500,5507,569,6870,231.217382921878,36219843.0127389
"4199","S01010704",2016,"Scotland","Highland","Inverness",640,90,550,14595.1939351058,14595.1939351058,5068,3794,4982,6849,463.839809453957,307054.406450787
"4200","S01010705",2016,"Scotland","Highland","Inverness",1150,70,1080,14862.9912843151,14862.9912843151,4999,5233,3293,6792,482.721963441509,977204.51016649
"4201","S01010706",2016,"Scotland","Highland","Inverness",744,90,654,14318.6659355155,14318.6659355155,3916,3749,4458,6733,641.750905408043,665078.64733092
"4202","S01010707",2016,"Scotland","Highland","Inverness",759,40,719,14603.5623334562,14603.5623334562,5414,5159,305,6830,150.226587270936,27054956.4758074
"4203","S01010708",2016,"Scotland","Highland","Inverness",522,40,482,16503.41112338,16503.41112338,2925,3805,1142,6789,429.955651550741,332186.018200789
"4204","S01010709",2016,"Scotland","Highland","Inverness",741,35,706,16695.7410335132,16695.7410335132,5921,5355,795,6824,512.327815472654,503703.103586153
"4205","S01010710",2016,"Scotland","Highland","Inverness",825,150,675,15841.6300431252,15841.6300431252,2258,1794,881,6789,412.282580533977,185981.285646404
"4206","S01010711",2016,"Scotland","Highland","Inverness",804,25,779,15593.8033096119,15593.8033096119,5276,6211,1065,6789,325.372403492062,462567.206540033
"4207","S01010712",2016,"Scotland","Highland","Inverness",712,125,587,19066.8134445697,19066.8134445697,1145,5027,1854,6798,1535.39902599717,863346.877859491
"4208","S01010713",2016,"Scotland","Highland","Inverness",796,70,726,18780.0904761937,18780.0904761937,2634,3662,2351,6804.5,1810.4485204088,241021.526202057
"4209","S01010714",2016,"Scotland","Highland","Inverness",741,140,601,18099.9673791462,18099.9673791462,927,2648,3748,6804.5,2252.63681899913,360164.672344224
"4210","S01010715",2016,"Scotland","Highland","Inverness",679,65,614,18057.6856176177,18057.6856176177,2909,4287,4094,6771,1927.73960346504,304117.361978117
"4211","S01010716",2016,"Scotland","Highland","Inverness",864,120,744,17384.292098254,17384.292098254,204,1799,5076,6803,1786.05691366749,745671.068994003
"4212","S01010717",2016,"Scotland","Highland","Inverness",603,20,583,18424.3587634203,18424.3587634203,6794,6589,2116,6828,1732.10524110519,416962.457142929
"4213","S01010718",2016,"Scotland","Highland","Inverness",935,65,870,18681.5929355169,18681.5929355169,3086,4846,791,6852,1106.20835264258,781368.371722546
"4214","S01010719",2016,"Scotland","Highland","Inverness",654,25,629,13824.0731455044,13824.0731455044,5124,3258,636,6615,288.193964457785,266583.059007873
"4215","S01010720",2016,"Scotland","Highland","Inverness",817,55,762,12841.6650917889,12841.6650917889,5793,6225,1756,6720,394.804797630491,1107549.47596268
"4216","S01010721",2016,"Scotland","Highland","Inverness",643,20,623,12396.3621288333,12396.3621288333,5398,4935,2408,6799,336.935211697702,362059.873575038
"4217","S01010722",2016,"Scotland","Highland","Inverness",857,65,792,10175.1023685341,10175.1023685341,4293,3387,1125,6780,185.210284335209,408748.910674361
"4218","S01010723",2016,"Scotland","Highland","Inverness",902,35,867,12552.1178627402,12552.1178627402,6568,5829,230,6834,62.0744839669259,53104874.2665868
"4219","S01010724",2016,"Scotland","Highland","Inverness",939,60,879,8463.40182282719,8463.40182282719,5341,4837,959,6819,114.561016827827,31284291.3087909
"4220","S01010725",2016,"Scotland","Highland","Inverness",768,20,748,4842.74553480537,4842.74553480537,6225,4347,363,6843,331.049237963308,35339926.0199746
"4221","S01010726",2016,"Scotland","Highland","Inverness",903,55,848,3397.66578440511,3397.66578440511,5712,6421,2375,6746,1102.7307764098,700581.634684157
"4222","S01010727",2016,"Scotland","Highland","Inverness",646,15,631,14936.4494323194,14936.4494323194,5714,5157,177,6859,88.2687735724711,25712482.0583961
"4223","S01010728",2016,"Scotland","Highland","Inverness",560,20,540,15362.9819514951,15362.9819514951,6198,6009,524,6802,102.428086366975,6560873.20285755
"4224","S01010729",2016,"Scotland","Highland","Inverness",724,20,704,9975.41094117852,9975.41094117852,5892,6050,399,6845,61.0210122440208,26669030.1488443
"4225","S01010730",2016,"Scotland","Highland","Inverness",865,25,840,20818.8615421178,20818.8615421178,6345,5159,70,6847,129.422926707408,49584718.8972427
"4226","S01010731",2016,"Scotland","Highland","Inverness",905,80,825,24960.4691373619,24960.4691373619,5498,4198,1356,6816,146.643062549144,25288487.3341447
"4227","S01010732",2016,"Scotland","Highland","Alness and Invergordon",787,160,627,NA,24449.634085668,1534,1469,1846,6795,784.929324021073,280544.975605389
"4228","S01010733",2016,"Scotland","Highland","Alness and Invergordon",509,125,384,NA,24315.3887004218,823,1629,4630,6754,1003.43785854846,148540.910443838
"4229","S01010734",2016,"Scotland","Highland","Alness and Invergordon",933,215,718,NA,24132.6585562236,699,2562,2335,6806,924.534279769195,4657080.12554378
"4230","S01010735",2016,"Scotland","Highland","Alness and Invergordon",646,185,461,NA,24744.6036514534,963,3834,2000,6756,504.745878064617,139425.131369108
"4231","S01010736",2016,"Scotland","Highland","Alness and Invergordon",530,10,520,NA,24537.1716146664,4307,6933,3801,6768,666.95745355475,242808.84770548
"4232","S01010737",2016,"Scotland","Highland","Alness and Invergordon",1032,160,872,NA,24028.9313688607,3772,5149,6135,6767,935.430431715558,2048612.23408568
"4233","S01010738",2016,"Scotland","Highland","Alness and Invergordon",545,55,490,NA,24511.9698502213,5794,4132,3593,6754,963.853566794842,249430.873260542
"4234","S01010739",2016,"Scotland","Highland","Alness and Invergordon",875,105,770,NA,24650.9016839971,1870,4491,3903,6754,892.779076875245,329570.130157814
"4235","S01010740",2016,"Scotland","Highland","Alness and Invergordon",487,170,317,NA,24162.4207812194,1583,3822,2103,6700.5,915.693161463972,101915.302078979
"4236","S01010741",2016,"Scotland","Highland","Alness and Invergordon",648,75,573,NA,23900.7168960723,3975,6734,811,6738,823.060972866102,9359617.52874944
"4237","S01010742",2016,"Scotland","Highland","Alness and Invergordon",733,90,643,NA,23672.3614119815,1751,1818,2817,6757.5,1000.55203168312,464590.306906064
"4238","S01010743",2016,"Scotland","Highland","Alness and Invergordon",717,160,557,NA,24133.092146428,3067,2165,2950,6700.5,962.357630791008,103311.729633909
"4239","S01010744",2016,"Scotland","Highland","Alness and Invergordon",1076,90,986,NA,24601.1630305489,4848,3807,2518,6714,863.066313784257,2245962.33375711
"4240","S01010745",2016,"Scotland","Highland","Alness and Invergordon",589,95,494,NA,23537.9237169514,955,2483,6466,6757.5,1188.84642415278,638064.436605413
"4241","S01010746",2016,"Scotland","Highland","Alness and Invergordon",968,105,863,NA,36441.5681904683,4773,5718,351,6747,102.907975948476,57172242.6622904
"4242","S01010747",2016,"Scotland","Highland","Alness and Invergordon",844,150,694,NA,30622.5225521654,2686,4130,710,6825,100.068489608606,9987849.10929222
"4243","S01010748",2016,"Scotland","Highland","Alness and Invergordon",658,40,618,NA,36952.2330675058,5744,3446,183,6692,77.7497035690116,15041546.4904864
"4244","S01010749",2016,"Scotland","Highland","Alness and Invergordon",623,40,583,NA,39123.1007898706,5334,6188,306,6784,34.4920849689934,45303877.0138267
"4245","S01010750",2016,"Scotland","Highland","Alness and Invergordon",587,50,537,NA,37425.7140956042,6552,5860,128,6706,60.6914524422964,22336158.9281429
"4246","S01010751",2016,"Scotland","Highland","Alness and Invergordon",720,165,555,NA,35869.0203831353,3237,2185,427,6777,92.7981146287096,332069.30587493
"4247","S01010752",2016,"Scotland","Highland","Alness and Invergordon",774,140,634,NA,37940.4417619539,3444,2846,4695,6709,857.282855454916,270078.940776749
"4248","S01010753",2016,"Scotland","Highland","Alness and Invergordon",1127,175,952,NA,37768.1526126863,1654,4634,1611,6862,775.282573042684,19431423.8421056
"4249","S01010754",2016,"Scotland","Highland","Alness and Invergordon",653,120,533,NA,38080.9393690372,1857,2456,5508,6678,990.172910048644,302123.965711126
"4250","S01010755",2016,"Scotland","Highland","Alness and Invergordon",621,65,556,NA,38306.1743218696,3654,4660,6523,6718.5,1006.6455740642,185743.449578132
"4251","S01010756",2016,"Scotland","Highland","Alness and Invergordon",637,35,602,NA,38489.5691406554,3721,4554,3786,6718.5,740.61838371588,933434.24267305
"4252","S01010757",2016,"Scotland","Highland","Golspie and Brora",743,80,663,NA,46941.5256709022,6673,5535,42,6942,36.3077893731172,906369921.159991
"4253","S01010758",2016,"Scotland","Highland","Golspie and Brora",759,50,709,NA,47999.7484473363,4633,5555,641,6787,131.487950032191,20438958.6537143
"4254","S01010759",2016,"Scotland","Highland","Golspie and Brora",594,55,539,NA,46525.4557819555,5590,3351,3955,6776,402.498886197002,551554.920379619
"4255","S01010760",2016,"Scotland","Highland","Golspie and Brora",649,45,604,NA,46124.9685872561,4788,4902,5688,6808,414.07969990432,1899234.38521491
"4256","S01010761",2016,"Scotland","Highland","Golspie and Brora",538,35,503,NA,44655.4027976032,6500,4692,291,6861,147.897707012047,101346248.178805
"4257","S01010762",2016,"Scotland","Highland","Alness and Invergordon",609,50,559,NA,39853.9483517826,6796,4365,191,6894,38.0896886709705,136716092.57105
"4258","S01010763",2016,"Scotland","Highland","Golspie and Brora",661,80,581,NA,46734.7622818084,4837,4720,993,6884,181.612752682928,41909058.3781933
"4259","S01010764",2016,"Scotland","Highland","Golspie and Brora",597,40,557,NA,56828.4965769932,6562,3229,108,6793,44.2377354822577,429880336.293407
"4260","S01010765",2016,"Scotland","Highland","Golspie and Brora",1023,110,913,NA,61551.9661416054,5509,4000,571,6864,151.184597515401,554570179.828015
"4261","S01010766",2016,"Scotland","Highland","Golspie and Brora",765,85,680,NA,53582.9068268534,3605,3896,5654,6785,459.144247864018,30658209.8325096
"4262","S01010767",2016,"Scotland","Highland","Golspie and Brora",701,110,591,NA,51656.085282913,3336,3961,4871,6626,302.681061683523,829750.996143832
"4263","S01010768",2016,"Scotland","Highland","Golspie and Brora",540,65,475,NA,51367.3319331687,2809,4101,5288,6637,300.685454589516,326999.986355218
"4264","S01010769",2016,"Scotland","Highland","Golspie and Brora",507,35,472,NA,52859.1966414337,6095,6536,378,6734,146.593213861326,156442316.255201
"4265","S01010770",2016,"Scotland","Highland","Golspie and Brora",843,90,753,NA,53613.4631955862,4652,5413,2638,6745,401.808165491528,27232049.2341586
"4266","S01010771",2016,"Scotland","Highland","Golspie and Brora",854,110,744,NA,55751.3511276684,6707,4242,227,6681,134.88714256647,422507038.949657
"4267","S01010772",2016,"Scotland","Highland","Wick",768,95,673,NA,67203.4587328745,5181,4733,182,6705,62.9151399662414,416842130.077443
"4268","S01010773",2016,"Scotland","Highland","Wick",773,65,708,NA,82572.0267513429,6843,4436,395,6759,46.8880492826913,112762181.735138
"4269","S01010774",2016,"Scotland","Highland","Wick",692,130,562,NA,72526.7963626495,3304,4492,1507,6751,108.476286655515,31104300.6588955
"4270","S01010775",2016,"Scotland","Highland","Wick",679,30,649,NA,88962.9466483141,6637,6084,849,6691,610.500617397193,36885210.9994104
"4271","S01010776",2016,"Scotland","Highland","Wick",510,75,435,NA,88840.4544263487,2098,5252,6220,6425,1782.22728459633,105149.892380467
"4272","S01010777",2016,"Scotland","Highland","Wick",532,130,402,NA,88698.988628988,1156,3800,4841,6650,1342.61109971298,291646.295876616
"4273","S01010778",2016,"Scotland","Highland","Wick",501,185,316,NA,88483.0156953405,58,1700,2713,6425,1208.56793063301,127772.453935344
"4274","S01010779",2016,"Scotland","Highland","Wick",740,205,535,NA,88337.2884343992,1465,3520,4072,6641,1330.39656934114,382674.814005919
"4275","S01010780",2016,"Scotland","Highland","Wick",552,60,492,NA,88480.281113046,4403,5594,4650,6664,1483.20824685872,309306.956976961
"4276","S01010781",2016,"Scotland","Highland","Wick",729,60,669,NA,88924.6785249242,980,5302,6568,6425,1915.66357897679,451821.223979606
"4277","S01010782",2016,"Scotland","Highland","Wick",647,100,547,NA,89652.6291641554,356,2097,6703,6342,1810.96133484329,335881.537767
"4278","S01010783",2016,"Scotland","Highland","Wick",569,105,464,NA,89769.69275842,2585,4070,5244,6342,1717.30066832788,124533.730971457
"4279","S01010784",2016,"Scotland","Highland","Wick",706,205,501,NA,89722.709310631,3770,1492,3912,6342,1537.25057391856,141999.847911991
"4280","S01010785",2016,"Scotland","Highland","Wick",666,40,626,NA,89614.8293409698,4573,6071,4852,6526,1343.92616709168,289092.643563803
"4281","S01010786",2016,"Scotland","Highland","Wick",703,50,653,NA,90279.4234322862,6655,6283,1325,6666,501.531216549506,1280372.66250788
"4282","S01010787",2016,"Scotland","Highland","Wick",871,75,796,NA,91754.924965391,6122,4118,271,6726,52.2163732962476,135887502.405689
"4283","S01010788",2016,"Scotland","Highland","Wick",602,50,552,NA,92294.5904077283,2574,4239,485,6649,177.253288169492,47297068.9265475
"4284","S01010789",2016,"Scotland","Highland","Wick",707,75,632,NA,99344.3593268213,5285,5550,132,6736,49.6149931029033,65590965.5118814
"4285","S01010790",2016,"Scotland","Highland","Wick",648,65,583,NA,110206.851965607,5717,6264,573,6791,44.080206752091,78576833.3302091
"4286","S01010791",2016,"Scotland","Highland","Thurso",838,40,798,NA,109207.748960011,5346,4751,93,6730,43.5549300670666,74814368.989126
"4287","S01010792",2016,"Scotland","Highland","Thurso",581,110,471,NA,105258.702785421,3706,3123,5863,6535,166.498225499108,356155.155025136
"4288","S01010793",2016,"Scotland","Highland","Thurso",651,35,616,NA,105413.339863592,6350,6102,497,6665,145.580505126677,45110805.4386705
"4289","S01010794",2016,"Scotland","Highland","Thurso",568,30,538,NA,103875.744874815,3381,4972,649,6657,122.352375858879,30715217.648716
"4290","S01010795",2016,"Scotland","Highland","Thurso",962,60,902,NA,96758.6967629913,5604,5921,3668,6515,142.857337360851,1070349.59386653
"4291","S01010796",2016,"Scotland","Highland","Thurso",875,50,825,NA,93490.0657070352,5214,5087,197,6676,106.911844455181,462324248.506304
"4292","S01010797",2016,"Scotland","Highland","Thurso",795,35,760,NA,103979.537127209,5754,6035,591,6686,395.661473591697,71564788.6400448
"4293","S01010798",2016,"Scotland","Highland","Thurso",692,60,632,NA,104502.165936979,4949,5374,145,6698,99.4294120594974,184520394.794127
"4294","S01010799",2016,"Scotland","Highland","Thurso",827,100,727,NA,106010.061968148,449,3640,6839,6355,1550.83072224075,390874.332864333
"4295","S01010800",2016,"Scotland","Highland","Thurso",697,100,597,NA,105907.042799916,2541,5362,4065,6455,926.437529823638,109466.531267538
"4296","S01010801",2016,"Scotland","Highland","Thurso",690,95,595,NA,105554.092926192,2362,6234,4158,6556,1116.59240077718,184319.194408337
"4297","S01010802",2016,"Scotland","Highland","Thurso",526,55,471,NA,105154.054067912,1655,6193,2821,6544,1240.56824462619,304910.181289144
"4298","S01010803",2016,"Scotland","Highland","Thurso",572,125,447,NA,106250.839948231,2972,3588,5453,6355,1364.36948734729,174881.827112996
"4299","S01010804",2016,"Scotland","Highland","Thurso",583,30,553,NA,106030.917222024,3459,5473,6078,6355,1506.40997810316,187328.595452644
"4300","S01010805",2016,"Scotland","Highland","Thurso",812,55,757,NA,105520.66494256,2446,5862,4963,6536.5,1435.09258565112,330542.347718273
"4301","S01010806",2016,"Scotland","Highland","Thurso",847,210,637,NA,105393.475072519,364,3194,2129,6536.5,1165.74883610961,427201.731563771
"4302","S01010807",2016,"Scotland","Highland","Thurso",578,75,503,NA,106042.151779822,4220,3526,3237,6495.5,1254.76666208216,133730.173399985
"4303","S01010808",2016,"Scotland","Highland","Thurso",528,40,488,NA,106236.79032796,4990,4686,4167,6495.5,1220.61520992787,135018.836801032
"4304","S01010809",2016,"Scotland","Highland","Thurso",747,25,722,NA,106890.559075133,5390,6346,1201,6663,766.006804249504,1016419.30835522
"4305","S01010810",2016,"Scotland","Highland","Thurso",492,40,452,NA,107510.653530289,6441,3862,57,6689,44.9725034528547,467754887.448755
"4306","S01010811",2016,"Scotland","Highland","Thurso",826,70,756,NA,109918.087779279,5321,3621,142,6750,34.1481457830161,1004007330.99157
"4307","S01010812",2016,"Scotland","Highland","Ullapool",492,50,442,NA,124665.530012946,3788,1860,97,6860,44.3832133321712,695731990.967945
"4308","S01010813",2016,"Scotland","Highland","Ullapool",536,40,496,NA,96566.3134929968,6153,916,95,6933,106.602316773163,306648142.545853
"4309","S01010814",2016,"Scotland","Highland","Ullapool",597,50,547,NA,100983.133027206,6935,3384,16,6912,48.8755697512058,282033644.291766
"4310","S01010815",2016,"Scotland","Highland","Ullapool",449,45,404,NA,119019.485323778,6722,3053,171,6885,73.711384814841,450778677.404451
"4311","S01010816",2016,"Scotland","Inverclyde","Greenock",638,40,598,10404.769131877,10404.769131877,3523,5376,5797,6254,587.303859855985,486502.300515899
"4312","S01010817",2016,"Scotland","Inverclyde","Greenock",960,40,920,9810.01553751786,9810.01553751786,6039,5595,1918,6109,558.14199609586,449093.56057363
"4313","S01010818",2016,"Scotland","Inverclyde","Greenock",1013,55,958,10234.6770682052,10234.6770682052,5705,4278,5246,6219,563.364494421607,355672.284881573
"4314","S01010819",2016,"Scotland","Inverclyde","Greenock",779,105,674,9712.13363333819,9712.13363333819,5241,3273,3241,6180,453.689336782801,6094656.67174022
"4315","S01010820",2016,"Scotland","Inverclyde","Greenock",516,35,481,9622.46636023174,9622.46636023174,4594,5508,823,6375,442.836463887665,52035817.1269297
"4316","S01010821",2016,"Scotland","Inverclyde","Greenock",593,5,588,10171.5034285347,10171.5034285347,5939,6392,1882,6357,475.992269797198,11126343.9636457
"4317","S01010822",2016,"Scotland","Inverclyde","Greenock",797,60,737,12650.272512156,12191.1575684689,5283,5791,714,6399,636.524030979378,15262048.3250518
"4318","S01010823",2016,"Scotland","Inverclyde","Greenock",502,40,462,908.023541217934,908.023541217934,2649,2437,2678,6422,4670.23956561082,28436337.419095
"4319","S01010824",2016,"Scotland","Inverclyde","Greenock",758,25,733,8422.58572381872,8422.58572381872,6685,5940,529,6251,399.903752830785,175999.456693018
"4320","S01010825",2016,"Scotland","Inverclyde","Greenock",635,35,600,8394.6008088292,8394.6008088292,5077,6931,431,6403,466.504189436197,13005668.977028
"4321","S01010826",2016,"Scotland","Inverclyde","Greenock",739,40,699,10720.943743867,10720.943743867,3534,4269,1490,6260,300.165259505798,394794.707945694
"4322","S01010827",2016,"Scotland","Inverclyde","Greenock",590,25,565,10437.0244357673,10437.0244357673,6265,5598,2837,6223.5,330.617882181664,205840.301001558
"4323","S01010828",2016,"Scotland","Inverclyde","Greenock",1183,50,1133,10277.5991084754,10277.5991084754,6427,6057,1729,6223.5,327.01263669656,312783.983949237
