"","Data.Zone","Local.Authority.Code","Local.Authority.Name","Nearest.settlement.","Total.Population..SAPE.2004.","Working.Age.Population..men.16.64..women.16.59.SAPE.2004.","SIMD.2006.Score","SIMD.2006.Rank","Current.Income.domain.2006.rate","Number.of.Current.Income.Deprived.People.2006","Current.Income.domain.2006.rank","Employment.domain.2006.rate","Number.of.Employment.Deprived.People.2006","Employment.domain.2006.rank","Health.domain.2006.score","Health.domain.2006.rank","Education..Skills.and.Training.domain.2006.score","Education..Skills.and.Training.domain.2006.rank","Housing.domain.score.2004.and.2006","Housing.domain.rank.2004.and.2006","Geographic.Access.domain.2006.score","Geographic.Access.domain.2006.rank","SIMD.Crime.2006.Score","SIMD.Crime.2006.rank","zone","X.x","accessA","accessB","type.x","X.y","type.y","area","zone_type","ttwa11cd","ttwa11nm","main_dist","main_bua","nearest_dist","nearest_bua","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work"
"2948","S01002948",250,"Fife","Falkland",872,504,12.55,4118,8.8,77,3878,7.3,37,4436,-0.08,3455,-0.82,5321,7.25,5476,43.11,873,103,5765,"S01002948",2948,60452,312.411407789372,"",72079,"dz01",6254793.51609881,"dz01","S22000057","Dunfermline and Kirkcaldy",15934.8283427125,"Kirkcaldy",6389.1903217642,"Glenrothes","dz01",7.5282432,6.2132948,4.7805398,5.5327536,7.2350526,6.6922852,5.369618,5.550121,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",872,77,795,15934.8283427125,6389.1903217642,5765,5476,873,4860,312.411407789372
"2949","S01002949",250,"Fife","Lundin Links",580,356,14.79,3665,7.1,41,4383,9.8,35,3579,-1.02,5699,-0.2,3730,11.83,4375,64.72,304,172,5064,"S01002949",2949,28874,70.0514023719362,"",72080,"dz01",33802721.810589,"dz01","S22000078","St Andrews and Cupar",10073.5435270823,"St Andrews",10073.5435270823,"St Andrews","dz01",7.06639136111111,5.98272419444444,4.74741238888889,5.60644905555556,7.34421513888889,7.29707052777778,5.99307797222222,5.71326197222222,2006,"Scotland","Fife","St Andrews and Cupar",580,41,539,10073.5435270823,10073.5435270823,5064,4375,304,5285,70.0514023719362
"2950","S01002950",250,"Fife","Kingskettle",744,484,11.3,4403,7.1,53,4364,6.8,33,4636,-0.5,4517,-0.68,4985,6.69,5581,46.89,731,148,5328,"S01002950",2950,55007,254.131215702141,"",72081,"dz01",9289931.78836904,"dz01","S22000057","Dunfermline and Kirkcaldy",16427.1006255769,"Kirkcaldy",7375.36508963417,"Glenrothes","dz01",7.522476625,6.298099625,4.892820875,6.123241625,7.76382975,7.899952875,6.57463825,6.2609205,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",744,53,691,16427.1006255769,7375.36508963417,5328,5581,731,4720,254.131215702141
"2951","S01002951",250,"Fife","Crail",889,443,7.96,5145,3.1,28,5720.5,5.2,23,5330,-1.06,5771,-1.16,5872,5.51,5800,47.32,716,360,3342,"S01002951",2951,9042,200.001667148274,"",72082,"dz01",461238.841504255,"dz01","S22000078","St Andrews and Cupar",13686.6634864629,"St Andrews",13686.6634864629,"St Andrews","dz01",6.937914,5.980474,4.814017,5.328729,7.030736,6.468626,5.213889,5.29241,2006,"Scotland","Fife","St Andrews and Cupar",889,28,861,13686.6634864629,13686.6634864629,3342,5800,716,5289,200.001667148274
"2952","S01002952",250,"Fife","Kingskettle",630,405,11.1,4455,8.6,54,3960,7.7,31,4318,-0.54,4649,-0.87,5427,10.32,4802,35.8,1237,159,5222,"S01002952",2952,48992,309.752651968522,"",72083,"dz01",4682595.82133178,"dz01","S22000057","Dunfermline and Kirkcaldy",17145.1646136561,"Kirkcaldy",8101.82946360824,"Glenrothes","dz01",7.54032725,6.30098125,4.886323,6.11414325,7.7929065,7.93846975,6.68841675,6.207212,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",630,54,576,17145.1646136561,8101.82946360824,5222,4802,1237,4711,309.752651968522
"2953","S01002953",250,"Fife","Crail",1028,558,12.46,4146,8.2,84,4056,8.6,48,3969,-0.87,5427,-0.47,4439,11.21,4564,42.21,903,243,4354,"S01002953",2953,9136,201.023152452974,"",72084,"dz01",19643320.0508592,"dz01","S22000078","St Andrews and Cupar",13487.3554903322,"St Andrews",13487.3554903322,"St Andrews","dz01",6.95524890909091,5.95407513636364,4.72650454545455,5.7009625,7.38821727272727,7.64813890909091,6.31348786363636,5.80427786363636,2006,"Scotland","Fife","St Andrews and Cupar",1028,84,944,13487.3554903322,13487.3554903322,4354,4564,903,5338,201.023152452974
"2954","S01002954",250,"Fife","Strathmiglo",887,555,14.09,3799,9,80,3816.5,8.3,46,4082,-0.54,4652,-0.25,3863,12.43,4218,44.77,806,349,3481,"S01002954",2954,34828,105.213374466736,"",72085,"dz01",32466313.1661792,"dz01","S22000074","Perth",16190.4894607631,"Perth",11404.2784908329,"Glenrothes","dz01",7.20593563333333,5.98367946666667,4.65079976666667,5.6961788,7.4198347,7.30945576666667,6.0030512,5.73329353333333,2006,"Scotland","Fife","Perth",887,80,807,16190.4894607631,11404.2784908329,3481,4218,806,5278,105.213374466736
"2955","S01002955",250,"Fife","Ladybank",998,589,11.81,4291,5.8,58,4753,7.8,46,4261,-0.51,4545,-0.45,4398,9.72,4960,38.11,1092,491,2520,"S01002955",2955,44765,299.921026542012,"",72086,"dz01",19067142.1882967,"dz01","S22000057","Dunfermline and Kirkcaldy",18789.4071750075,"Kirkcaldy",9431.92049182216,"Glenrothes","dz01",7.45449336842105,6.17318584210526,4.78760663157895,5.90846742105263,7.62142105263158,7.62944605263158,6.29027563157895,5.93578510526316,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",998,58,940,18789.4071750075,9431.92049182216,2520,4960,1092,4943,299.921026542012
"2956","S01002956",250,"Fife","Ladybank",826,474,12.5,4139,9.1,75,3797,8.9,42,3896,-0.39,4236,-0.26,3880,11.08,4588,21.26,2554,375,3224,"S01002956",2956,44663,336.649085395986,"",72087,"dz01",200349.451820605,"dz01","S22000057","Dunfermline and Kirkcaldy",18675.8218940232,"Kirkcaldy",9410.53435788463,"Glenrothes","dz01",7.605725,6.301374,4.885507,6.026439,7.743083,7.755649,6.431497,6.015271,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",826,75,751,18675.8218940232,9410.53435788463,3224,4588,2554,4706,336.649085395986
"2957","S01002957",250,"Fife","Strathmiglo",921,558,10.4,4596,6.6,61,4509,6.5,36,4794,-0.77,5209,-0.68,4978,8.33,5278,41.63,926,304,3822,"S01002957",2957,37580,164.294115184933,"",72088,"dz01",14066195.6071789,"dz01","S22000057","Dunfermline and Kirkcaldy",18507.8217247929,"Kirkcaldy",9260.39248125269,"Glenrothes","dz01",7.35517393333333,6.0533962,4.7134878,5.8425256,7.57071013333333,7.58822353333333,6.30419466666667,5.93048453333333,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",921,61,860,18507.8217247929,9260.39248125269,3822,5278,926,5156,164.294115184933
"2958","S01002958",250,"Fife","St Andrews",616,407,8.93,4923,3.7,23,5495.5,2.7,11,6259,-0.96,5581,-0.97,5599,8.9,5150,71.83,198,NA,6377,"S01002958",2958,19961,124.25816744286,"",72089,"dz01",41804700.7997691,"dz01","S22000078","St Andrews and Cupar",5916.50441169552,"St Andrews",5916.50441169552,"St Andrews","dz01",7.06100731707317,5.95603526829268,4.70680912195122,5.62777148780488,7.30438014634146,7.30579943902439,5.97133946341463,5.7131947804878,2006,"Scotland","Fife","St Andrews and Cupar",616,23,593,5916.50441169552,5916.50441169552,6377,5150,198,5334,124.25816744286
"2959","S01002959",250,"Fife","Ceres",951,554,9.23,4855,4.6,44,5157,5.4,30,5232,-1,5659,-0.96,5582,9.19,5080,55.12,488,168,5121,"S01002959",2959,30077,317.820205814606,"",72090,"dz01",7373387.43858057,"dz01","S22000078","St Andrews and Cupar",12513.5093906636,"St Andrews",3234.93694363017,"Cupar","dz01",7.35328542857143,6.10943814285714,4.79045085714286,5.92959285714286,7.60092285714286,7.722604,6.37531771428571,6.00807071428571,2006,"Scotland","Fife","St Andrews and Cupar",951,44,907,12513.5093906636,3234.93694363017,5121,5080,488,5070,317.820205814606
"2960","S01002960",250,"Fife","Ceres",715,444,10.65,4546,5.5,39,4882.5,6.3,28,4850,-0.93,5531,-1.08,5763,8.61,5214,63.83,319,NA,5540,"S01002960",2960,27435,133.9274627803,"",72091,"dz01",23387875.7040842,"dz01","S22000078","St Andrews and Cupar",9800.12100235202,"St Andrews",4492.46762207833,"Cupar","dz01",7.16576044,6.03867376,4.76407436,5.83789672,7.49370528,7.6151994,6.27564908,5.91877736,2006,"Scotland","Fife","St Andrews and Cupar",715,39,676,9800.12100235202,4492.46762207833,5540,5214,319,5179,133.9274627803
"2961","S01002961",250,"Fife","Auchtermuchty",805,485,10.65,4547,8.4,68,3996,7.6,37,4331,-0.31,4046,-0.31,4013,7.71,5383,10.69,4146,435,2819,"S01002961",2961,36719,460.177797956927,"",72092,"dz01",412304.693041061,"dz01","S22000057","Dunfermline and Kirkcaldy",20813.4548897819,"Kirkcaldy",11371.723474743,"Glenrothes","dz01",7.421701,6.03695,4.759117,5.955163,7.680514,7.59685,6.396026,5.996138,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",805,68,737,20813.4548897819,11371.723474743,2819,5383,4146,5181.5,460.177797956927
"2962","S01002962",250,"Fife","Springfield",615,369,19.55,2831,12.4,76,2982,11.9,44,2958,0.05,3130,-0.19,3690,15.23,3424,42.04,912,602,1968,"S01002962",2962,45759,329.612906067641,"",72093,"dz01",5624310.04647424,"dz01","S22000078","St Andrews and Cupar",17511.5236424973,"St Andrews",4336.01086311037,"Cupar","dz01",7.36738542857143,6.10545271428571,4.75850814285714,5.904852,7.565035,7.64728314285714,6.33359585714286,5.92272085714286,2006,"Scotland","Fife","St Andrews and Cupar",615,76,539,17511.5236424973,4336.01086311037,1968,3424,912,5077,329.612906067641
"2963","S01002963",250,"Fife","Auchtermuchty",804,492,19.15,2895,11.1,89,3318,15,74,2228,0.15,2832,0.29,2495,13.11,4036,21.39,2537,211,4685,"S01002963",2963,35977,408.142026887608,"",72094,"dz01",215999.131625235,"dz01","S22000057","Dunfermline and Kirkcaldy",20906.2115041862,"Kirkcaldy",11503.5871339589,"Glenrothes","dz01",7.421701,6.03695,4.759117,5.955163,7.680514,7.59685,6.396026,5.996138,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",804,89,715,20906.2115041862,11503.5871339589,4685,4036,2537,5181.5,408.142026887608
"2964","S01002964",250,"Fife","Crail",812,513,13.27,3966,7.5,61,4239,7.4,38,4411.5,-0.82,5318,-0.3,3985,15.26,3405,61.59,367,62,6175,"S01002964",2964,9476,55.1948612166035,"",72095,"dz01",39996931.0712421,"dz01","S22000078","St Andrews and Cupar",9496.28239350751,"St Andrews",9496.28239350751,"St Andrews","dz01",6.99361525641026,5.929757075,4.6833557,5.8189812,7.4857744,7.918705875,6.63378135,5.9680465,2006,"Scotland","Fife","St Andrews and Cupar",812,61,751,9496.28239350751,9496.28239350751,6175,3405,367,5398,55.1948612166035
"2965","S01002965",250,"Fife","Ladybank",855,519,11.06,4467,6.1,52,4682,7.7,40,4296,-0.71,5078,-0.77,5193,13.02,4059,46.06,757,211,4695,"S01002965",2965,44044,118.498256649703,"",72096,"dz01",33859579.5126339,"dz01","S22000078","St Andrews and Cupar",20451.1394051052,"St Andrews",7070.64719231236,"Cupar","dz01",7.36715952941177,6.09243673529412,4.75353955882353,5.87779223529412,7.57639264705882,7.61598238235294,6.27803585294118,5.91221426470588,2006,"Scotland","Fife","St Andrews and Cupar",855,52,803,20451.1394051052,7070.64719231236,4695,4059,757,5094,118.498256649703
"2966","S01002966",250,"Fife","Springfield",754,473,23.5,2250,8,60,4119,20.9,99,1228,-0.29,3993,-0.02,3256,13.26,3982,51.27,597,703,1618,"S01002966",2966,40835,398.893508225813,"",72097,"dz01",2229775.58535302,"dz01","S22000078","St Andrews and Cupar",16891.1045620282,"St Andrews",3831.99840260467,"Cupar","dz01",7.418699,6.143314,4.8043,5.948393,7.607388,7.724945,6.420712,5.979997,2006,"Scotland","Fife","St Andrews and Cupar",754,60,694,16891.1045620282,3831.99840260467,1618,3982,597,5007,398.893508225813
"2967","S01002967",250,"Fife","Auchtermuchty",871,536,10.71,4535,6.2,54,4645,7.1,38,4527,-0.8,5268,-0.85,5393,12.38,4235,49.89,635,149,5311,"S01002967",2967,36250,387.251451855744,"",72098,"dz01",29050097.1030119,"dz01","S22000057","Dunfermline and Kirkcaldy",20856.933751646,"Kirkcaldy",11375.746156142,"Glenrothes","dz01",7.27804751724138,5.96071220689655,4.64370765517241,5.65205586206897,7.36335896551724,7.20672296551724,5.89588165517241,5.68898313793103,2006,"Scotland","Fife","Dunfermline and Kirkcaldy",871,54,817,20856.933751646,11375.746156142,5311,4235,635,5325,387.251451855744
"2968","S01002968",250,"Fife","St Andrews",1042,647,8.11,5107,5,52,5026,5.1,33,5370,-0.77,5214,-0.82,5335,7.87,5355,40.58,972,48,6269,"S01002968",2968,19065,679.175531700313,"",72099,"dz01",17915444.445292,"dz01","S22000078","St Andrews and Cupar",2514.8296719248,"St Andrews",2514.8296719248,"St Andrews","dz01",7.16061005882353,5.97714376470588,4.70998623529412,6.00074517647059,7.61715394117647,8.14413629411765,6.81502082352941,6.12816982352941,2006,"Scotland","Fife","St Andrews and Cupar",1042,52,990,2514.8296719248,2514.8296719248,6269,5355,972,5290,679.175531700313
"2969","S01002969",250,"Fife","Cupar",1158,600,5.64,5776,3.5,41,5566,4,24,5848.5,-1,5667,-1.46,6207,1.62,6425,35.43,1264,78,6014,"S01002969",2969,29682,1561.33174255514,"",72100,"dz01",462034.40148792,"dz01","S22000078","St Andrews and Cupar",13165.2598928331,"St Andrews",903.506660236484,"Cupar","dz01",7.819153,6.290739,4.971523,6.257632,7.7359,7.403107,5.973847,5.884778,2006,"Scotland","Fife","St Andrews and Cupar",1158,41,1117,13165.2598928331,903.506660236484,6014,6425,1264,4725,1561.33174255514
"2970","S01002970",250,"Fife","Cupar",511,332,9.08,4891,4.3,22,5276,6.6,22,4722,-0.95,5558,-0.56,4693,4.02,6092,42.83,878,117,5630,"S01002970",2970,31330,1585.72665288901,"",72101,"dz01",160069.484961692,"dz01","S22000078","St Andrews and Cupar",14211.2277557651,"St Andrews",907.814405316776,"Cupar","dz01",7.773677,6.298454,4.869219,5.990558,7.644007,7.558772,6.191021,5.953196,2006,"Scotland","Fife","St Andrews and Cupar",511,22,489,14211.2277557651,907.814405316776,5630,6092,878,4718,1585.72665288901
"2971","S01002971",250,"Fife","Cupar",1186,714,5.24,5903,1.9,23,6212,3.2,23,6110,-1.17,5939,-1.24,5966,5.45,5811,34.78,1308,354,3453,"S01002971",2971,29000,1983.38581449086,"",72102,"dz01",463285.76066926,"dz01","S22000078","St Andrews and Cupar",13123.5158426441,"St Andrews",571.907883294096,"Cupar","dz01",7.771597,6.262244,5.133166,6.875776,8.088936,7.708395,6.671185,6.218611,2006,"Scotland","Fife","St Andrews and Cupar",1186,23,1163,13123.5158426441,571.907883294096,3453,5811,1308,4764.5,1983.38581449086
"2972","S01002972",250,"Fife","Cupar",862,493,22.07,2462,13.6,117,2724,16.8,83,1887,0.2,2665,0.08,3001,13.92,3787,11.81,3961,986,817,"S01002972",2972,30104,2235.3101777553,"",72103,"dz01",243807.704192672,"dz01","S22000078","St Andrews and Cupar",13752.6409893548,"St Andrews",220.492500645636,"Cupar","dz01",7.771597,6.262244,5.133166,6.875776,8.088936,7.708395,6.671185,6.218611,2006,"Scotland","Fife","St Andrews and Cupar",862,117,745,13752.6409893548,220.492500645636,817,3787,3961,4764.5,2235.3101777553
"2973","S01002973",250,"Fife","Cupar",957,575,7.98,5136,4.9,47,5046,5.2,30,5312.5,-0.63,4872,-1.22,5945,6.02,5702,26.2,2024,658,1764,"S01002973",2973,30347,1828.65307347495,"",72104,"dz01",589299.888018318,"dz01","S22000078","St Andrews and Cupar",14272.5061363395,"St Andrews",719.025731123381,"Cupar","dz01",7.679644,6.226986,4.926198,6.106068,7.757278,7.557851,6.08295,5.937013,2006,"Scotland","Fife","St Andrews and Cupar",957,47,910,14272.5061363395,719.025731123381,1764,5702,2024,4828.5,1828.65307347495
"2974","S01002974",250,"Fife","Cupar",609,382,15.43,3550,9.4,57,3706,9.7,37,3626,-1.02,5704,-0.83,5347,20.75,2144,57.96,424,608,2008,"S01002974",2974,35086,1005.30701662733,"",72105,"dz01",26034242.2524851,"dz01","S22000078","St Andrews and Cupar",15274.5994342501,"St Andrews",1922.22591783997,"Cupar","dz01",7.43095473076923,6.10157369230769,4.76227519230769,6.03367469230769,7.66054934615385,7.869314,6.55062188461538,6.04017892307692,2006,"Scotland","Fife","St Andrews and Cupar",609,57,552,15274.5994342501,1922.22591783997,2008,2144,424,5082,1005.30701662733
"2975","S01002975",250,"Fife","Cupar",614,393,19.97,2758,13.7,84,2694,12.2,48,2886,-0.02,3285,-0.32,4047,13.35,3959,14.28,3515,2231,97,"S01002975",2975,29768,2122.81504350019,"",72106,"dz01",190620.429759808,"dz01","S22000078","St Andrews and Cupar",13938.2016627999,"St Andrews",376.801836992203,"Cupar","dz01",7.771597,6.262244,5.133166,6.875776,8.088936,7.708395,6.671185,6.218611,2006,"Scotland","Fife","St Andrews and Cupar",614,84,530,13938.2016627999,376.801836992203,97,3959,3515,4764.5,2122.81504350019
"2976","S01002976",250,"Fife","Cupar",897,515,33.8,1298,22.5,202,1276,20.4,105,1301,0.64,1513,0.45,2102,19.28,2435,30.19,1673,992,807,"S01002976",2976,31476,1748.72029660112,"",72107,"dz01",152802.813569664,"dz01","S22000078","St Andrews and Cupar",14147.6948035342,"St Andrews",714.648126922249,"Cupar","dz01",7.679644,6.226986,4.926198,6.106068,7.757278,7.557851,6.08295,5.937013,2006,"Scotland","Fife","St Andrews and Cupar",897,202,695,14147.6948035342,714.648126922249,807,2435,1673,4828.5,1748.72029660112
"2977","S01002977",250,"Fife","Cupar",774,519,12.36,4167,8.8,68,3898,9.2,48,3769.5,-0.28,3966,-0.77,5196,9.14,5098,22.62,2384,568,2156,"S01002977",2977,31044,2116.81918788346,"",72108,"dz01",169916.693366825,"dz01","S22000078","St Andrews and Cupar",13650.2156282248,"St Andrews",280.819161938319,"Cupar","dz01",7.771597,6.262244,5.133166,6.875776,8.088936,7.708395,6.671185,6.218611,2006,"Scotland","Fife","St Andrews and Cupar",774,68,706,13650.2156282248,280.819161938319,2156,5098,2384,4764.5,2116.81918788346
"2978","S01002978",250,"Fife","Cupar",1040,520,8.94,4922,5.3,55,4924,5.6,29,5152.5,-0.73,5106,-0.84,5373,4.91,5915,36.49,1185,404,3030,"S01002978",2978,30358,2152.42456827253,"",72109,"dz01",908882.917168079,"dz01","S22000078","St Andrews and Cupar",13145.9299939042,"St Andrews",452.864024137828,"Cupar","dz01",7.395535,6.056519,4.844468,6.364268,7.899892,8.267934,7.208694,6.363739,2006,"Scotland","Fife","St Andrews and Cupar",1040,55,985,13145.9299939042,452.864024137828,3030,5915,1185,5149,2152.42456827253
"2979","S01002979",250,"Fife","Cupar",672,409,12.7,4082,7.3,49,4312,8.1,33,4169,-0.4,4281,0.01,3165,8.67,5197,35.64,1248,164,5175,"S01002979",2979,32290,1922.5080667169,"",72110,"dz01",195134.003553837,"dz01","S22000078","St Andrews and Cupar",13704.290513407,"St Andrews",486.750094115137,"Cupar","dz01",7.678038,6.159834,4.76171,6.143812,7.601838,7.804694,6.585566,6.095227,2006,"Scotland","Fife","St Andrews and Cupar",672,49,623,13704.290513407,486.750094115137,5175,5197,1248,4971,1922.5080667169
"2980","S01002980",250,"Fife","St Andrews",760,450,13.99,3826,12,91,3088,10,45,3509,-0.14,3623,-0.18,3666,16.58,3070,10.94,4103,237,4434,"S01002980",2980,18852,1923.587225984,"",72111,"dz01",111003.11117816,"dz01","S22000078","St Andrews and Cupar",1218.66206442293,"St Andrews",1218.66206442293,"St Andrews","dz01",7.715835,6.189104,4.918609,6.477462,7.906977,8.161784,6.894549,6.44981,2006,"Scotland","Fife","St Andrews and Cupar",760,91,669,1218.66206442293,1218.66206442293,4434,3070,4103,4908.5,1923.587225984
"2981","S01002981",250,"Fife","St Andrews",812,491,5.2,5916,2,16,6197,2.6,13,6276,-1.62,6376,-1.64,6330,1.69,6417,48.32,687,NA,6174,"S01002981",2981,20868,810.282093999989,"",72112,"dz01",222726.8162369,"dz01","S22000078","St Andrews and Cupar",2380.66132046213,"St Andrews",2380.66132046213,"St Andrews","dz01",7.260465,6.000334,4.690051,6.273663,7.737,8.422338,7.128753,6.390378,2006,"Scotland","Fife","St Andrews and Cupar",812,16,796,2380.66132046213,2380.66132046213,6174,6417,687,5244,810.282093999989
"2982","S01002982",250,"Fife","St Andrews",684,415,4.85,6000,3.1,21,5747,1.9,8,6427,-1.34,6166,-1.46,6209,4.12,6071.5,38.58,1075,NA,6295,"S01002982",2982,20633,1178.22488814236,"",72113,"dz01",280244.353750294,"dz01","S22000078","St Andrews and Cupar",1920.65669379901,"St Andrews",1920.65669379901,"St Andrews","dz01",7.602174,6.117764,4.790266,6.175367,7.583796,7.697856,6.483263,6.150601,2006,"Scotland","Fife","St Andrews and Cupar",684,21,663,1920.65669379901,1920.65669379901,6295,6071.5,1075,5051,1178.22488814236
"2983","S01002983",250,"Fife","St Andrews",711,409,15.25,3576,12.2,87,3013,11.2,46,3140,-0.14,3607,0.26,2573,13.26,3984,6.09,5106,169,5108,"S01002983",2983,19111,2020.66319484412,"",72114,"dz01",170321.87646254,"dz01","S22000078","St Andrews and Cupar",1199.3684533378,"St Andrews",1199.3684533378,"St Andrews","dz01",7.715835,6.189104,4.918609,6.477462,7.906977,8.161784,6.894549,6.44981,2006,"Scotland","Fife","St Andrews and Cupar",711,87,624,1199.3684533378,1199.3684533378,5108,3984,5106,4908.5,2020.66319484412
"2984","S01002984",250,"Fife","St Andrews",736,412,6.04,5662,3,22,5777,6.6,27,4754,-1.13,5887,-0.87,5434,6.33,5651,17.05,3101,394,3104,"S01002984",2984,18448,1994.54638983836,"",72115,"dz01",288040.309045941,"dz01","S22000078","St Andrews and Cupar",1091.37202367954,"St Andrews",1091.37202367954,"St Andrews","dz01",7.601591,6.129099,4.830849,6.270634,7.799275,8.3097,7.003561,6.33008,2006,"Scotland","Fife","St Andrews and Cupar",736,22,714,1091.37202367954,1091.37202367954,3104,5651,3101,5026.5,1994.54638983836
"2985","S01002985",250,"Fife","St Andrews",559,270,2.77,6405,2.7,15,5914,4.1,11,5817.5,-1.49,6288,-1.42,6168,4.08,6081,13.09,3717,0,6493,"S01002985",2985,19471,1873.91408250118,"",72116,"dz01",282846.659442053,"dz01","S22000078","St Andrews and Cupar",1324.4172358421,"St Andrews",1324.4172358421,"St Andrews","dz01",7.715835,6.189104,4.918609,6.477462,7.906977,8.161784,6.894549,6.44981,2006,"Scotland","Fife","St Andrews and Cupar",559,15,544,1324.4172358421,1324.4172358421,6493,6081,3717,4908.5,1873.91408250118
"2986","S01002986",250,"Fife","St Andrews",747,452,15.05,3618,14.6,109,2501,8.4,38,4035,-0.25,3888,0.22,2670,22.49,1863,6.36,5048,254,4267,"S01002986",2986,18837,2297.19440565111,"",72117,"dz01",119951.848096229,"dz01","S22000078","St Andrews and Cupar",926.338307061363,"St Andrews",926.338307061363,"St Andrews","dz01",7.715835,6.189104,4.918609,6.477462,7.906977,8.161784,6.894549,6.44981,2006,"Scotland","Fife","St Andrews and Cupar",747,109,638,926.338307061363,926.338307061363,4267,1863,5048,4908.5,2297.19440565111
